# Te	G
# K	W/(m^3K)
400	92592332349872.4
500	117617269181658
600	142642206013444
700	167667142845230
800	192692079677016
900	217717016508802
1000	242741953340588
1100	267766890172374
1200	292791827004160
1300	317816763835946
1400	342841700667732
1500	367866637499518
1600	392891574331303
1700	417916511163089
1800	442941447994875
1900	467966384826661
2000	492991321658447
2100	518016258490233
2200	543041195322019
2300	568066132153805
2400	593091068985591
2500	618116005817377
2600	643140942649162
2700	668165879480948
2800	639967265723403
2900	500095537185714
3000	282786624984098
3100	709277799881490
3200	552370325103824
3300	311182989550868
3400	958223880176654
3500	1.4031751772623E15
3600	2.23163239858324E15
3700	3.14809083685375E15
3800	3.70381512827996E15
3900	4.54006337176534E15
4000	5.64496457274501E15
4100	6.75914363653353E15
4200	8.04482375244306E15
4300	9.21088122284886E15
4400	1.06102543810164E16
4500	1.23125500883686E16
4600	1.39282888975061E16
4700	1.54810529683964E16
4800	1.73568052333472E16
4900	1.93461424338101E16
5000	2.14551443119862E16
5100	2.37497785408366E16
5200	2.61924961487036E16
5300	2.87771959732963E16
5400	3.12639670992998E16
5500	3.43466849539118E16
5600	3.75297268504014E16
5700	4.05331593250522E16
5800	4.40204558601027E16
5900	4.76597269766912E16
6000	5.15117511111846E16
6100	5.54183440227896E16
6200	5.98101397243746E16
6300	6.46790712799009E16
6400	6.94265904694275E16
6500	7.39886946963391E16
6600	7.86562842662152E16
6700	8.40587454302437E16
6800	8.96602930650126E16
6900	9.4543659265575E16
7000	9.96317313569154E16
7100	1.05672450369186E17
7200	1.11369033942692E17
7300	1.17456605864455E17
7400	1.23952305355177E17
7500	1.30772066410169E17
7600	1.37596529480207E17
7700	1.43807938844481E17
7800	1.50102817605014E17
7900	1.56304494665945E17
8000	1.63057876511042E17
8100	1.7135617953535E17
8200	1.79390349275269E17
8300	1.87005130252446E17
8400	1.95365323438352E17
8500	2.03770936519409E17
8600	2.11715943004404E17
8700	2.19194877630862E17
8800	2.26948203763744E17
8900	2.34876584645172E17
9000	2.42804885670974E17
9100	2.50693155426887E17
9200	2.59361154100995E17
9300	2.68512293324936E17
9400	2.76137184871035E17
9500	2.84049305322621E17
9600	2.93822026138575E17
9700	3.02309903015986E17
9800	3.10122149010361E17
9900	3.18650796106226E17
10000	3.27710893257424E17
10100	3.35866410457248E17
10200	3.44216131050816E17
10300	3.5278161988601E17
10400	3.60754261313002E17
10500	3.68701784370553E17
