# Te	G
# K	W/(m^3K)
400	1646460801405.18
500	2118186368219.02
600	2589911935032.86
700	3061637501846.7
800	3533363068660.54
900	4005088635474.38
1000	4476814202288.22
1100	4948539769102.061
1200	5420265335915.9
1300	5891990902729.739
1400	6363716469543.579
1500	6835442036357.419
1600	7307167603171.26
1700	7778893169985.1
1800	8250618736798.939
1900	8722344303612.779
2000	9194069870426.619
2100	9665795437240.459
2200	1808303258718.372
2300	8707363325053.021
2400	14077316987355.94
2500	25693814788161.34
2600	42027832251016.73
2700	62141640705605.63
2800	87368872339219.28
2900	117713591162899.4
3000	159364640938277
3100	209734922574083.4
3200	266204724353653.4
3300	334049490520826.6
3400	413628666245087.9
3500	503950985729515.5
3600	604048219750851.4
3700	720006692093093.1
3800	850027891668814.6
3900	1154687662302395
4000	1398195371399056
4100	1857292982309826
4200	2131316571573963
4300	2676255820089637
4400	3724706736352896
4500	4551247748131239
4600	5091318718741164
4700	5663885230292587
4800	6284925463479341
4900	6936483322983513
5000	7617745568841318
5100	8324591314829688
5200	9068811306638092
5300	9840551441353906
5400	1.064598657664255E+16
5500	1.148138070645581E+16
5600	1.237201388117522E+16
5700	1.330086914136062E+16
5800	1.421919982125E+16
5900	1.514208804065626E+16
6000	1.61119583862489E+16
6100	1.712084924135356E+16
6200	1.817502934430958E+16
6300	1.926351469567684E+16
6400	2.034246615603371E+16
6500	2.145421705901319E+16
6600	2.254561792050106E+16
6700	2.365139007183146E+16
6800	2.479130866225798E+16
6900	2.594911261531277E+16
7000	2.712733195739692E+16
7100	2.831364447805097E+16
7200	2.95563820248489E+16
7300	3.079187176579375E+16
7400	3.201899338416719E+16
7500	3.323256567593537E+16
7600	3.44576733596094E+16
7700	3.564314444979924E+16
7800	3.679732450376831E+16
7900	3.791126708440113E+16
8000	3.911131633936008E+16
8100	4.031984688800555E+16
8200	4.151215432051381E+16
8300	4.269043365773482E+16
8400	4.380452802134546E+16
8500	4.494934640729058E+16
8600	4.61705291752688E+16
8700	4.735477482097578E+16
8800	4.847991289625179E+16
8900	4.96563286389154E+16
9000	5.07856679187471E+16
9100	5.189389157259167E+16
9200	5.304880685117259E+16
9300	5.417874188012031E+16
9400	5.526117491377415E+16
9500	5.635700223086878E+16
9600	5.743745232278962E+16
9700	5.854402300597194E+16
9800	5.963628748325084E+16
9900	6.070985435078413E+16
10000	6.17753677448479E+16
10100	6.284925015070518E+16
10200	6.391834852167966E+16
10300	6.500050381433851E+16
10400	6.607421520660928E+16
10500	6.706568250483283E+16
10600	6.810724551154266E+16
10700	6.9169596650615E+16
10800	7.022409022132421E+16
10900	7.122444435685978E+16
11000	7.221035077865483E+16
11100	7.315920789370486E+16
11200	7.409208269654093E+16
11300	7.503302477218064E+16
11400	7.598219660229027E+16
11500	7.679664938138915E+16
11600	7.759439663800178E+16
11700	7.838656851389482E+16
11800	7.912716007432021E+16
11900	7.988605831072784E+16
12000	8.070717657881011E+16
12100	8.150234292873392E+16
12200	8.23061911108373E+16
12300	8.315173714051706E+16
12400	8.391817713994294E+16
12500	8.470063963469062E+16
12600	8.547515163751856E+16
12700	8.622826899209437E+16
12800	8.698365772502525E+16
12900	8.771417318320819E+16
13000	8.842846708888427E+16
13100	8.913819138537186E+16
13200	8.986298816917483E+16
13300	9.06147129674859E+16
13400	9.137863321623834E+16
13500	9.208693454988286E+16
13600	9.274314286801136E+16
13700	9.33528007589261E+16
13800	9.393328093027613E+16
13900	9.45271089018057E+16
14000	9.514107024842064E+16
