# Te	G
# K	W/(m^3K)
400	18707342767652.63
500	24476762279650.35
600	30246181791648.07
700	36015601303645.79
800	41785020815643.52
900	47554440327641.24
1000	53323859839638.96
1100	59093279351636.69
1200	64862698863634.41
1300	70632118375632.14
1400	76401537887629.86
1500	82170957399627.58
1600	87940376911625.31
1700	93709796423623.02
1800	99479215935620.75
1900	105248635447618.5
2000	111018054959616.2
2100	116787474471613.9
2200	81138539004599.95
2300	43368142197042.13
2400	134095733007607.1
2500	137305518643932.9
2600	245529426520891.6
2700	264023513816389.5
2800	384438811077194
2900	506347582223484.7
3000	593255084331804.6
3100	741695761762344.6
3200	892840045045592.4
3300	1048277526470710
3400	1213109919085849
3500	1403136260312793
3600	1636082164102104
3700	1886557320129183
3800	2182477502217314
3900	2484142790788703
4000	2794300530603862
4100	3164606536956547
4200	3555353522056206
4300	3923085406038944
4400	4350646123442747
4500	4859487504107056
4600	5351716128325175
4700	5886717402394108
4800	6507962225912979
4900	7144146199417917
5000	7821036081994285
5100	8542451650229176
5200	9342607212055118
5300	1.020335025336E+16
5400	1.112367550241293E+16
5500	1.210778222616705E+16
5600	1.309682414285261E+16
5700	1.412927808463104E+16
5800	1.523671366690895E+16
5900	1.645133501935455E+16
6000	1.754664774849033E+16
6100	1.859252906650724E+16
6200	1.991206486401228E+16
6300	2.134743066794537E+16
6400	2.289244645002963E+16
6500	2.456614154097408E+16
6600	2.618686721845854E+16
6700	2.784939901944539E+16
6800	2.928640957388234E+16
6900	3.1038133701336E+16
7000	3.295144061274084E+16
7100	3.456005416821212E+16
7200	3.619855580438894E+16
7300	3.823361407386404E+16
7400	4.011971253970007E+16
7500	4.202557013864562E+16
7600	4.39012984115328E+16
7700	4.563683018535768E+16
7800	4.771955881653018E+16
7900	5.026923614298063E+16
8000	5.221519702858324E+16
8100	5.413096320748282E+16
8200	5.596619350981231E+16
8300	5.778755332441929E+16
8400	5.964927422699874E+16
8500	6.175514112351812E+16
8600	6.403766753018582E+16
8700	6.614943721807584E+16
8800	6.822069388733668E+16
8900	7.002208783117184E+16
9000	7.219983105566587E+16
