# Te	G
# K	W/(m^3K)
400	43.3487900658847
500	43.4153881267056
600	43.4819861875266
700	43.5485842483475
800	43.6151823091685
900	43.6817803699895
1000	43.7483784308104
1100	43.8134511873819
1200	43.9484368115084
1300	7729810021628.71
1400	30340737366648.3
1500	67308356346744.1
1600	109384020078168
1700	153398217868318
1800	209458569419467
1900	280277207880219
2000	393233990417280
2100	641343825109512
2200	1.05542985071094E15
2300	1.41596071668203E15
2400	1.77372926100799E15
2500	2.14899193047939E15
2600	2.71204595061081E15
2700	3.39970037710287E15
2800	3.90725912357439E15
2900	4.55363346191803E15
3000	5.16055613173398E15
3100	6.45922288701046E15
3200	7.48609044450503E15
3300	8.47646631599531E15
3400	9.32327809042696E15
3500	1.01972306503324E16
3600	1.10262146378691E16
3700	1.1930996502874E16
3800	1.28658664426117E16
3900	1.37859472245676E16
4000	1.47744190380087E16
4100	1.5737120342664E16
4200	1.66591684004047E16
4300	1.76030323696053E16
4400	1.8567011255218E16
4500	1.95249833669392E16
4600	2.04412578343426E16
4700	2.13227255757342E16
4800	2.2248005453738E16
4900	2.31326062253206E16
5000	2.40640645768037E16
5100	2.5058564930175E16
5200	2.59451123647082E16
5300	2.68632853921531E16
5400	2.7815943216537E16
5500	2.87362812906749E16
5600	2.96224311614565E16
5700	3.04795550484739E16
5800	3.13469354841052E16
5900	3.22256280813775E16
6000	3.30463731744042E16
6100	3.38772811006954E16
6200	3.47536360063288E16
6300	3.55803139676711E16
6400	3.63625629087825E16
6500	3.71482838357561E16
6600	3.79175055693766E16
6700	3.86385583569042E16
6800	3.93780304417069E16
6900	4.00962101439987E16
7000	4.07635542672087E16
7100	4.14129177585052E16
7200	4.20434917941794E16
7300	4.26699244443514E16
7400	4.33099910162263E16
7500	4.39789164532233E16
7600	4.45733835472339E16
7700	4.51783516241618E16
7800	4.57709653849682E16
7900	4.63052334178559E16
8000	4.68530126262558E16
8100	4.73647851262355E16
8200	4.78781322197549E16
8300	4.84007980739332E16
8400	4.88942201502399E16
8500	4.93651680226107E16
8600	4.97960608867501E16
8700	5.01910553080569E16
8800	5.05774663326695E16
8900	5.09970800610347E16
9000	5.14187840600711E16
9100	5.1797929718058E16
9200	5.21635542301458E16
9300	5.25454297256441E16
9400	5.2878562744582E16
9500	5.320643884685E16
9600	5.35260251862356E16
9700	5.38700825477929E16
9800	5.41358477116473E16
9900	5.44571339112328E16
10000	5.47972923866124E16
10100	5.5071503877003E16
10200	5.53030882391289E16
10300	5.5553622880823E16
10400	5.58106827989517E16
10500	5.60771497875828E16
10600	5.63127511523182E16
10700	5.65814714557631E16
