# Te	G
# K	W/(m^3K)
400	501561940544843
500	642130455194422
600	782698969844000
700	923267484493579
800	1.06383599914316E15
900	1.20440451379274E15
1000	1.34497302844231E15
1100	1.48554154309189E15
1200	1.62611005774147E15
1300	1.76667857239105E15
1400	1.90724708704063E15
1500	2.04781560169021E15
1600	2.18838411633979E15
1700	2.32895263098937E15
1800	2.46952114563894E15
1900	2.61008966028852E15
2000	1.75128518157966E15
2100	1.05103125838982E15
2200	1.92910568081607E15
2300	1.28637647467528E15
2400	4.52555838810144E15
2500	7.43695421606999E15
2600	1.1980930622697E16
2700	1.78281284190107E16
2800	2.30733976038208E16
2900	2.90121814035678E16
3000	3.71941359875852E16
3100	4.59389180724396E16
3200	5.46284410616829E16
3300	6.42580522554464E16
3400	7.61172371449953E16
3500	8.756399044653E16
3600	9.93510065035306E16
3700	1.12380953753203E17
3800	1.26130878774553E17
3900	1.40949638339531E17
4000	1.56286397101571E17
4100	1.72288981617416E17
4200	1.89708950425406E17
4300	2.08355693422988E17
4400	2.26190895228023E17
4500	2.44181568893606E17
4600	2.63190700690725E17
4700	2.8296983891743E17
4800	3.03804028063127E17
4900	3.24212450050086E17
5000	3.44935763164435E17
5100	3.66686189573686E17
5200	3.88112360211462E17
5300	4.10935231692974E17
5400	4.33692040045806E17
5500	4.55044144373836E17
5600	4.77526324821775E17
5700	5.01183218614489E17
5800	5.25005411090956E17
5900	5.48642307904748E17
6000	5.71033827485336E17
6100	5.9402560803842E17
6200	6.17637616631475E17
6300	6.41355093092145E17
6400	6.64886020405738E17
6500	6.88829971847777E17
6600	7.12351147085094E17
6700	7.36519315689758E17
6800	7.62346721436766E17
6900	7.85848906881792E17
7000	8.08989942737559E17
7100	8.33189762929232E17
7200	8.55889086710442E17
7300	8.79417998593727E17
7400	9.05414596570086E17
7500	9.29513428221626E17
7600	9.5410265046538E17
7700	9.77898756073143E17
7800	9.99273290327316E17
7900	1.02115943616655E18
8000	1.04249919735746E18
8100	1.06545832049524E18
8200	1.08829653422492E18
8300	1.10829750359805E18
8400	1.12834523602651E18
8500	1.15059296887451E18
8600	1.17183803704549E18
8700	1.19173346738202E18
8800	1.21194486397973E18
8900	1.23355762773268E18
9000	1.25485883691617E18
9100	1.27634128993423E18
9200	1.29695382661315E18
9300	1.31513130565433E18
9400	1.33498907126378E18
9500	1.35517886510575E18
9600	1.37292750324328E18
9700	1.39235178752383E18
9800	1.41154181539031E18
9900	1.43165926423683E18
10000	1.45108141230517E18
10100	1.4691503359046E18
10200	1.48764536013203E18
10300	1.50539460900462E18
10400	1.52329653875915E18
10500	1.54084740105635E18
10600	1.55769072902844E18
10700	1.57468138865507E18
10800	1.59089711751132E18
10900	1.6063712114821E18
