# Te	G
# K	W/(m^3K)
400	8.05286162547064E-19
500	7.99043966353564E-19
600	7.92801770160065E-19
700	7.86559573966565E-19
800	7.80317377773065E-19
900	7.74075181579566E-19
1000	7.67832985386066E-19
1100	7.61590789192566E-19
1200	7.55348592999066E-19
1300	7.49106396805567E-19
1400	7.42864200612067E-19
1500	7.36622004418568E-19
1600	7.30379808225068E-19
1700	7.24137612031568E-19
1800	7.17895415838069E-19
1900	7.11653219644569E-19
2000	7.06203198258352E-19
2100	6.44337307167865E-19
2200	8547768240435.82
2300	76075894332764.2
2400	138127383778940
2500	242080691789161
2600	364327912554053
2700	499380655970573
2800	657501648251333
2900	1.06047432016072E15
3000	1.35198948442214E15
3100	1.751572411697E15
3200	2.55530609278512E15
3300	3.19665220733425E15
3400	3.87135058961229E15
3500	4.53057625283939E15
3600	5.24923879229206E15
3700	6.09870631459396E15
3800	7.05266398903802E15
3900	8.04283481724058E15
4000	9.08824629106046E15
4100	1.08019124201932E16
4200	1.22536406597296E16
4300	1.3605578800166E16
4400	1.49361424677601E16
4500	1.64117912091967E16
4600	1.80669244008467E16
4700	1.97230656383625E16
4800	2.14686746040193E16
4900	2.32592878799101E16
5000	2.51037060299242E16
5100	2.70736152018421E16
5200	2.89575204050174E16
5300	3.08762188205476E16
5400	3.28243770324712E16
5500	3.47166431771015E16
5600	3.68132968479009E16
5700	3.89753831238824E16
5800	4.09851486399722E16
5900	4.3012769546109E16
6000	4.52487399057843E16
6100	4.75414894414992E16
6200	4.97814931878114E16
6300	5.19981525509841E16
6400	5.41806681242224E16
6500	5.63550351504435E16
6600	5.862014184135E16
6700	6.08202987371332E16
6800	6.30867354424721E16
6900	6.55046431706222E16
7000	6.78016585963688E16
7100	6.98770741633803E16
7200	7.20622634630146E16
7300	7.45366731887431E16
7400	7.69185854342871E16
7500	7.90862213602913E16
7600	8.0980837045254E16
7700	8.31453825506263E16
7800	8.55032527441263E16
7900	8.77086466875797E16
8000	8.97592980379071E16
8100	9.16325561781386E16
8200	9.36660595654242E16
8300	9.5865252060759E16
8400	9.81187905381305E16
8500	1.00228386037579E17
8600	1.02087219713767E17
8700	1.03919530157351E17
8800	1.0582512527185E17
8900	1.07646053993882E17
9000	1.09649257025113E17
9100	1.11574105673789E17
9200	1.13338064028515E17
9300	1.15250018548673E17
9400	1.16905920751138E17
9500	1.18628322139035E17
9600	1.20424022210303E17
9700	1.22174744056904E17
9800	1.23805502851258E17
9900	1.25399598034903E17
10000	1.27142884794435E17
10100	1.28915714378735E17
10200	1.3052196926865E17
10300	1.32054668292747E17
10400	1.33625425757166E17
10500	1.35275218951906E17
10600	1.36908364066486E17
10700	1.3841612153548E17
10800	1.39703400829698E17
10900	1.41046986314033E17
11000	1.42529958831981E17
11100	1.44007029337921E17
11200	1.45353391903149E17
11300	1.46772366959946E17
11400	1.48266263747383E17
11500	1.49491532448543E17
11600	1.50911455409609E17
11700	1.52102274363697E17
11800	1.53315314352977E17
11900	1.54451758452468E17
12000	1.55445010564649E17
12100	1.56622975259692E17
12200	1.57794249051849E17
12300	1.58804427155529E17
12400	1.59805639116742E17
12500	1.60558331276136E17
12600	1.61704751237268E17
12700	1.62937373617407E17
12800	1.64014054573205E17
12900	1.64657372348748E17
13000	1.6572950128066E17
13100	1.66648142277457E17
13200	1.67714274924715E17
13300	1.68421876539969E17
13400	1.69280933256647E17
13500	1.7025180038293E17
13600	1.71230947840964E17
13700	1.71689988080041E17
13800	1.72522679593537E17
13900	1.73468378795304E17
14000	1.74347600952581E17
14100	1.74806712707929E17
14200	1.75612720143443E17
14300	1.76548832186387E17
14400	1.77266147171031E17
14500	1.77973287918333E17
14600	1.78614283578122E17
14700	1.79424269888039E17
14800	1.7998730059978E17
14900	1.80731051110573E17
15000	1.81296481240205E17
15100	1.81802564062265E17
15200	1.82545683977949E17
15300	1.8324982171941E17
15400	1.83641493567624E17
15500	1.84135460756883E17
15600	1.84724743157394E17
15700	1.85349090819884E17
15800	1.85673658934031E17
15900	1.8630377103167E17
16000	1.86869672802033E17
16100	1.87264126918566E17
16200	1.87740228674769E17
16300	1.88203853228937E17
16400	1.88606016799249E17
16500	1.89210344132638E17
16600	1.89663029214523E17
16700	1.90039959782696E17
16800	1.90574214982012E17
16900	1.91057136575103E17
17000	1.91328456562877E17
17100	1.91762845316102E17
17200	1.92275708152806E17
17300	1.9252135980448E17
17400	1.92839763134622E17
17500	1.93273843966275E17
17600	1.93561744715073E17
17700	1.93873232972601E17
17800	1.94301610757076E17
17900	1.94575718128212E17
18000	1.94928238989607E17
18100	1.95256933723466E17
18200	1.95540092274683E17
18300	1.95872653784296E17
18400	1.96269735111393E17
18500	1.9650884092852E17
18600	1.96812743979119E17
18700	1.97232772048332E17
18800	1.97442432045776E17
18900	1.97761582732103E17
19000	1.98134983041627E17
19100	1.98388105051785E17
19200	1.98721216250084E17
19300	1.99043008744958E17
19400	1.99334545116407E17
19500	1.99591373935763E17
19600	1.99860939563438E17
19700	2.00059235495481E17
19800	2.0027406893638E17
19900	2.00607748725428E17
20000	2.00844577731124E17
20100	2.01062101803069E17
20200	2.01485074065607E17
20300	2.01653733671783E17
20400	2.01798714513515E17
20500	2.02171783000472E17
20600	2.02454472901491E17
20700	2.02612183557694E17
20800	2.02812054472625E17
20900	2.03055635910278E17
21000	2.0317027791777E17
21100	2.03381830466585E17
21200	2.03551533218354E17
21300	2.03712703675321E17
21400	2.03890250441584E17
21500	2.04091678665972E17
21600	2.0423307040813E17
21700	2.04360395044245E17
21800	2.04539131274892E17
21900	2.04694980104554E17
22000	2.04914180070422E17
22100	2.05014238563279E17
22200	2.05186397935775E17
22300	2.05297905539552E17
22400	2.05443209058531E17
22500	2.05606408295513E17
22600	2.05698502543727E17
22700	2.05874893170797E17
22800	2.06073121346917E17
22900	2.06317398218827E17
23000	2.06411867082323E17
23100	2.0664868939212E17
23200	2.06787896720135E17
23300	2.06922152592215E17
23400	2.07004121526454E17
23500	2.07130054686905E17
23600	2.07240711921655E17
23700	2.07380540861313E17
23800	2.07522625816625E17
23900	2.07645580052464E17
24000	2.07753290339658E17
24100	2.07889482109536E17
24200	2.0800726929459E17
24300	2.08127760545341E17
24400	2.08344689012771E17
24500	2.08441873996696E17
24600	2.08619517152416E17
24700	2.0875262350367E17
24800	2.08971144660462E17
24900	2.09210747678435E17
25000	2.09370986185397E17
25100	2.09451012901559E17
25200	2.09640707761715E17
25300	2.09792104295084E17
25400	2.09934700274818E17
25500	2.10066756488377E17
25600	2.10288522465695E17
25700	2.10403311707641E17
25800	2.10466449554697E17
25900	2.10599351893846E17
26000	2.10792690648003E17
26100	2.11032714989548E17
26200	2.11343316082473E17
26300	2.11683226863789E17
26400	2.12052917041803E17
26500	2.12359267784393E17
26600	2.1274563682019E17
26700	2.13177131798084E17
26800	2.13513606989913E17
26900	2.13894511416676E17
27000	2.14147880643862E17
27100	2.14301529715872E17
27200	2.14448268699018E17
27300	2.1465355348439E17
27400	2.14949980074928E17
27500	2.1518484795805E17
27600	2.15328786392971E17
27700	2.1558323637824E17
27800	2.15946134454681E17
27900	2.16330370802898E17
28000	2.16750968552463E17
28100	2.17174589775176E17
28200	2.17726233379533E17
28300	2.18376641509949E17
28400	2.18944038174866E17
28500	2.19132601509781E17
28600	2.19285213303147E17
28700	2.19139320438598E17
28800	2.19171116366597E17
28900	2.19342090380787E17
29000	2.19443681818131E17
29100	2.19624692714246E17
29200	2.198009329039E17
29300	2.20204562914683E17
29400	2.20429880896072E17
29500	2.20623152000763E17
29600	2.2092996010844E17
29700	2.21286988167398E17
29800	2.21653533288928E17
29900	2.21223256789571E17
30000	2.20485298821495E17
