# Te	G
# K	W/(m^3K)
400	6.20814107144552E-22
500	6.21195527323142E-22
600	6.21576947501731E-22
700	6.21958367680321E-22
800	6.22339787858911E-22
900	6.227212080375E-22
1000	6.2310262821609E-22
1100	6.23484048394679E-22
1200	6.23865468573269E-22
1300	6.24246888751858E-22
1400	6.24628308930448E-22
1500	6.25009729109038E-22
1600	6.25391149287627E-22
1700	6.25772569466217E-22
1800	6.26153989644806E-22
1900	6.26535409823396E-22
2000	6.26916830001986E-22
2100	6.27298274454469E-22
2200	6.27719554484203E-22
2300	6.25347486116935E-22
2400	6.38025182020356E-22
2500	42995526259819.4
2600	107850484591831
2700	208494950485310
2800	308616715507598
2900	411905459352442
3000	564487768070108
3100	728441937797884
3200	902955009394938
3300	1.17139272064641E15
3400	1.44777753885094E15
3500	1.72980330419301E15
3600	2.04160948347541E15
3700	2.37903410230463E15
3800	2.74387425929812E15
3900	3.15872123356284E15
4000	3.6182340548262E15
4100	3.98018317023499E15
4200	4.36216871761985E15
4300	4.78319671055853E15
4400	5.31148379409372E15
4500	5.79039144845329E15
4600	6.24520857062494E15
4700	6.8661952238736E15
4800	7.49984921475141E15
4900	8.05120190684399E15
5000	8.64861811625214E15
5100	9.33175929992865E15
5200	9.99032035457971E15
5300	1.06260248430674E16
5400	1.12404852727237E16
5500	1.16917376043678E16
5600	1.24596257632719E16
5700	1.32166854889487E16
5800	1.38291360381774E16
5900	1.45276796532356E16
6000	1.55339352062977E16
6100	1.65876944684554E16
6200	1.76750151867211E16
6300	1.85938229144665E16
6400	1.9694188730262E16
6500	2.09406796414418E16
6600	2.15445947436323E16
6700	2.26461799401189E16
6800	2.36180618408022E16
6900	2.48388164690103E16
7000	2.5654797023967E16
7100	2.64631894895002E16
7200	2.73527246972463E16
7300	2.83027116678672E16
7400	2.92794346651791E16
7500	3.03908263699424E16
7600	3.18046084674669E16
7700	3.25827844531358E16
7800	3.37485426763489E16
7900	3.55941424610553E16
8000	3.61197358881466E16
8100	3.69823009822075E16
8200	3.74918089817621E16
8300	3.85086687658508E16
8400	3.93971883449712E16
8500	4.01507170514736E16
8600	4.11788497479077E16
8700	4.26040858689364E16
8800	4.37874812243443E16
8900	4.45122782455846E16
9000	4.54700215257902E16
9100	4.64288367211152E16
9200	4.85345121103982E16
9300	4.94429404736409E16
9400	5.06575267752239E16
9500	5.14596726917299E16
9600	5.24128154468468E16
9700	5.3960274806353E16
9800	5.50240042298735E16
9900	5.59283704493613E16
10000	5.70962194375946E16
10100	5.82483211403499E16
10200	5.91583446230865E16
10300	6.00794302703474E16
10400	6.16607129213738E16
10500	6.27860746378504E16
10600	6.34456177712404E16
10700	6.39182825875351E16
10800	6.50972011236742E16
10900	6.59316124767419E16
11000	6.70520425230642E16
11100	6.74557024957211E16
11200	6.80291027543665E16
11300	6.93754928712194E16
11400	7.04126551759098E16
11500	7.1814841250641E16
11600	7.21633834195423E16
11700	7.27008332245211E16
11800	7.368881826691E16
11900	7.47319217534851E16
12000	7.62428972777805E16
12100	7.74428855647907E16
12200	7.9426609871706E16
12300	7.93676953338549E16
12400	8.01097967551845E16
12500	8.10365658218902E16
12600	8.21210425367915E16
12700	8.27657706948148E16
12800	8.41480124107741E16
12900	8.47730572014343E16
13000	8.54224596956386E16
13100	8.6792865699082E16
13200	8.75416206664398E16
13300	8.79631053765823E16
13400	8.87732261375848E16
13500	8.992538063336E16
13600	9.08649771467783E16
13700	9.30512288381752E16
13800	9.4314886196911E16
13900	9.44182099332707E16
14000	9.41407200779711E16
14100	9.51431928595397E16
14200	9.58523434689724E16
14300	9.65453656179326E16
14400	9.72535025238924E16
14500	9.80929102868658E16
14600	9.91407913763855E16
14700	1.00658014916219E17
14800	1.02515322486099E17
14900	1.02779518028744E17
15000	1.05508624571269E17
15100	1.06065759531365E17
15200	1.05788838109822E17
15300	1.06346619726855E17
15400	1.07378557694041E17
15500	1.09186403703816E17
15600	1.10360396270506E17
15700	1.09495893376232E17
15800	1.10189358899204E17
15900	1.11444383844094E17
16000	1.12265683118558E17
16100	1.13537443287275E17
16200	1.13892416551101E17
16300	1.15121238739402E17
16400	1.1589716347559E17
16500	1.15604096383365E17
16600	1.17151273002352E17
16700	1.17962169687441E17
16800	1.1910153231175E17
16900	1.20489084456133E17
17000	1.21461964505969E17
17100	1.22185573424427E17
17200	1.23445997362651E17
17300	1.23994797385859E17
17400	1.24351647133718E17
17500	1.24606514895564E17
17600	1.25741229707796E17
17700	1.26229700129066E17
17800	1.2763830869823E17
17900	1.28970222707358E17
18000	1.29803327080504E17
18100	1.29771116340442E17
18200	1.29475032636864E17
18300	1.29315742131205E17
18400	1.29739377233071E17
18500	1.29598315752445E17
18600	1.30301597070349E17
18700	1.30511492133613E17
18800	1.31000231952687E17
18900	1.32147810319438E17
19000	1.3278923607172E17
19100	1.34669855071298E17
19200	1.35064061416924E17
19300	1.35355726919204E17
19400	1.35100386559981E17
19500	1.34922758037257E17
19600	1.34872971383371E17
19700	1.34976935025315E17
19800	1.35437786132038E17
19900	1.35672961592664E17
20000	1.35739298589988E17
20100	1.36057514904451E17
20200	1.36579495787252E17
20300	1.36473863816786E17
