# Te	G
# K	W/(m^3K)
400	73941949052222.7
500	93926259606877.5
600	113910570161532
700	133894880716187
800	153879191270842
900	173863501825497
1000	193847812380151
1100	213832122934806
1200	233816433489461
1300	253800744044116
1400	273785054598771
1500	293769365153425
1600	313753675708080
1700	333737986262735
1800	353709547006371
1900	377971959852358
2000	420825555725331
2100	481889911109458
2200	515770063381886
2300	623729186314060
2400	696599346001400
2500	797155186617097
2600	1.05665493090206E15
2700	1.27510495452173E15
2800	1.5098184805345E15
2900	1.76418819957569E15
3000	2.11652961632485E15
3100	2.45865612652682E15
3200	2.80884694685771E15
3300	3.28677217259689E15
3400	3.78950956496047E15
3500	4.26695276192953E15
3600	4.83412730388312E15
3700	5.3841275981547E15
3800	5.97794679167885E15
3900	6.70979944628162E15
4000	7.40905425402455E15
4100	8.1220769418528E15
4200	8.83472226721792E15
4300	9.55125998845266E15
4400	1.03531034885507E16
4500	1.12462710741702E16
4600	1.21056326798914E16
4700	1.28727882740817E16
4800	1.36188286971731E16
4900	1.44743435774748E16
5000	1.54672833985925E16
5100	1.62524173378865E16
5200	1.71863390219465E16
5300	1.80915442656966E16
5400	1.90078645487635E16
5500	1.99883749773812E16
5600	2.10176029098588E16
5700	2.19910496953533E16
5800	2.29184868972851E16
5900	2.3920094526987E16
6000	2.49231379792679E16
6100	2.58345028786588E16
6200	2.67320729303378E16
6300	2.77374185915651E16
6400	2.87067312822654E16
6500	2.95328468926054E16
6600	3.05219979489468E16
6700	3.16052890695135E16
6800	3.26684266535055E16
6900	3.33575141062054E16
7000	3.44313071223795E16
7100	3.54630107512991E16
7200	3.6393451254693E16
7300	3.71561386834343E16
7400	3.78916359789655E16
7500	3.87960469566681E16
7600	3.98573342139721E16
7700	4.0655396137657E16
7800	4.15928379244174E16
7900	4.22287514205219E16
8000	4.31963075278609E16
8100	4.40917923227298E16
8200	4.48210019110282E16
8300	4.56999976038395E16
8400	4.65063538608657E16
8500	4.73209507793351E16
8600	4.81382541981362E16
8700	4.88844512279674E16
8800	4.95618436963842E16
8900	5.05164050275705E16
9000	5.11874642759501E16
9100	5.20135119089682E16
9200	5.27306673353165E16
9300	5.33599673445046E16
9400	5.41824369603812E16
9500	5.46619802369818E16
9600	5.54267597902124E16
9700	5.6189022056836E16
9800	5.66748919358348E16
9900	5.74068203923949E16
10000	5.80399132010764E16
10100	5.85596450275809E16
10200	5.91532265082998E16
10300	5.97158695793702E16
10400	6.03852484009619E16
10500	6.09556064763778E16
10600	6.15206975639351E16
10700	6.20665201863679E16
10800	6.25130242851659E16
10900	6.29982984030023E16
11000	6.35382340910144E16
11100	6.39398263425174E16
11200	6.45718148570637E16
11300	6.47965731353756E16
11400	6.5464359791167E16
11500	6.5839965706078E16
11600	6.62458635284039E16
11700	6.67155994867528E16
11800	6.70316007917692E16
11900	6.75056704618825E16
12000	6.79105822871587E16
12100	6.82404362426749E16
12200	6.86637602031882E16
12300	6.89460829617548E16
12400	6.93564218912254E16
12500	6.93015258744404E16
12600	7.00463608808456E16
12700	6.96118905890843E16
12800	7.07411113585555E16
12900	7.10604427855563E16
13000	7.13644875191066E16
13100	7.16817122517988E16
13200	7.19407444305509E16
13300	7.2305336486714E16
13400	7.2570272130464E16
13500	7.29227567706038E16
13600	7.32563010294701E16
13700	7.34602237690938E16
13800	7.3848546933321E16
13900	7.40747923359214E16
14000	7.43985564923912E16
14100	7.46535379125192E16
14200	7.50127294275819E16
14300	7.52264749004804E16
14400	7.55888455100387E16
14500	7.58477633593345E16
14600	7.61334871050736E16
14700	7.63695560572713E16
14800	7.6675770276307E16
14900	7.68272262089218E16
15000	7.70926396797969E16
15100	7.73588296965216E16
15200	7.7546643255212E16
15300	7.78156557033662E16
15400	7.8032162831501E16
15500	7.83190569740911E16
15600	7.85831222473641E16
15700	7.87566756267004E16
15800	7.89395046032687E16
15900	7.91473142757704E16
16000	7.93835890711054E16
16100	7.95246625667753E16
16200	7.98269735060926E16
16300	7.99674656296785E16
16400	8.01938165019495E16
16500	8.03117850329531E16
16600	8.05920728027303E16
16700	8.06889322901472E16
16800	8.09332250798853E16
16900	8.10570602870242E16
17000	8.1236574208168E16
17100	8.13866185357207E16
17200	8.1589205077631E16
17300	8.16989395172441E16
17400	8.19352437618909E16
17500	8.2065552685358E16
17600	8.2238023811504E16
17700	8.24185203667211E16
17800	8.25497435383733E16
17900	8.27830475821582E16
18000	8.29147388831977E16
18100	8.30799140883385E16
18200	8.32558475354285E16
18300	8.33626716304613E16
18400	8.35518665935793E16
18500	8.36549039522555E16
18600	8.38830976478282E16
18700	8.39694460895994E16
18800	8.42360787428545E16
18900	8.42769713560908E16
19000	8.4493094641431E16
19100	8.46011541283441E16
19200	8.47797984487818E16
19300	8.49497458367288E16
19400	8.51119987812105E16
19500	8.51930899645232E16
19600	8.53830770847149E16
19700	8.54767570133896E16
19800	8.56015217965515E16
19900	8.57009300795788E16
20000	8.58126796285554E16
20100	8.59648639633317E16
20200	8.60890773948046E16
20300	8.62249239444518E16
20400	8.63511391929144E16
20500	8.64776007418814E16
20600	8.66416912032602E16
20700	8.67612810369354E16
20800	8.68856372988336E16
20900	8.70003340412588E16
21000	8.71979323849261E16
21100	8.73106331682427E16
21200	8.75111029453539E16
21300	8.76177107853872E16
21400	8.78391473448785E16
21500	8.7937688246788E16
21600	8.80950093182698E16
21700	8.82001984571922E16
21800	8.83436714040538E16
21900	8.84428999741536E16
22000	8.86169080567733E16
22100	8.87775970060355E16
22200	8.89030215338664E16
22300	8.90729678888936E16
22400	8.92065985629882E16
22500	8.93554137486761E16
22600	8.9549408992818E16
22700	8.96733850116823E16
22800	8.98149300740908E16
22900	8.98795727650108E16
23000	8.99786326772694E16
23100	9.00014602332356E16
23200	9.01930073172408E16
23300	9.01865722387137E16
23400	9.04326385458769E16
23500	9.04716626002355E16
23600	9.06600901821058E16
23700	9.07903055881737E16
23800	9.09229892380465E16
23900	9.10676217421841E16
24000	9.12780945799986E16
24100	9.13436999172639E16
