# Te	G
# K	W/(m^3K)
400	0
500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	0
1600	0
1700	0
1800	0
1900	0
2000	80753693056328.08
2100	143746189787828.7
2200	266851119133750.4
2300	411989637187113.2
2400	475680726660703.6
2500	572154624790243.3
2600	1100343965601482
2700	882477369889526.8
2800	1442084524134667
2900	1854223545600653
3000	2314870913513355
3100	3454200063273145
3200	4051574753655108
3300	5854899202219988
3400	6201088108225960
3500	8293351552884536
3600	1.03968323606527e+16
3700	1.217571224763842e+16
3800	1.316150762754776e+16
3900	1.561797787704746e+16
4000	1.768589400295515e+16
4100	1.869945198225375e+16
4200	2.074976259386999e+16
4300	2.4275311849131e+16
4400	2.9816991033718e+16
4500	3.388012867829448e+16
4600	3.753935432478553e+16
4700	4.243836555724432e+16
4800	4.501668701870556e+16
4900	4.719421297921216e+16
5000	6.083105035473196e+16
5100	6.270544412232548e+16
5200	6.576381945670284e+16
5300	7.089299727957148e+16
5400	7.067544601433944e+16
5500	8.054913200322224e+16
5600	8.584544661066643e+16
5700	9.031995632604707e+16
5800	9.135925352551645e+16
5900	1.04523064074007e+17
6000	1.010677750060428e+17
6100	1.219226857714751e+17
6200	1.275307772354033e+17
6300	1.225746396911951e+17
6400	1.287336628453715e+17
6500	1.379951486067052e+17
6600	1.517617023692924e+17
6700	1.581722801078862e+17
6800	1.563986568347477e+17
6900	1.686441695488324e+17
7000	1.678452909703304e+17
7100	1.642276790508264e+17
7200	1.634931331273575e+17
7300	1.895749861054183e+17
7400	1.884790080807777e+17
7500	1.933545474481987e+17
7600	2.034653812867386e+17
7700	2.045144657916494e+17
7800	1.997035179454849e+17
7900	2.144562550832092e+17
8000	2.220695622680147e+17
8100	2.424235614194429e+17
8200	2.367818975928391e+17
8300	2.279273096340062e+17
8400	2.149851467520078e+17
8500	2.250071463473006e+17
8600	2.407067072134692e+17
8700	2.507066635351349e+17
8800	2.58516070804174e+17
8900	2.704447081365607e+17
9000	2.710064086181324e+17
9100	2.787957571748058e+17
9200	2.819139098332249e+17
9300	2.901311269540254e+17
9400	2.923068745792439e+17
9500	2.777683751147545e+17
9600	2.670414707381039e+17
9700	2.948565597741669e+17
9800	3.104368037620771e+17
9900	2.99105311936692e+17
10000	3.276756248192616e+17
10100	3.563251164807456e+17
10200	3.312442066011197e+17
10300	3.450088649325817e+17
10400	3.361275130177443e+17
10500	3.44079010409743e+17
10600	3.396998634201345e+17
10700	3.419185374952277e+17
10800	3.520551678906636e+17
10900	3.303136145361816e+17
11000	3.666729695638719e+17
11100	3.996198623777773e+17
11200	3.573655405704276e+17
11300	3.856473348724469e+17
11400	3.538945419594129e+17
11500	3.6964448301863e+17
11600	3.729870383027604e+17
11700	3.738626610571288e+17
11800	3.697079404906027e+17
11900	3.559824222485315e+17
12000	3.644910788039531e+17
12100	4.20699247750468e+17
12200	4.057377524102372e+17
12300	3.840432763338799e+17
12400	3.413670698165804e+17
12500	4.116047725011924e+17
12600	4.002243776561408e+17
12700	3.720791087779171e+17
12800	4.166834093436792e+17
12900	3.997909671730164e+17
13000	4.398142492230732e+17
13100	4.605356028949128e+17
13200	4.582111379013584e+17
13300	4.310642800985844e+17
13400	4.078014774975832e+17
13500	4.978873394981912e+17
13600	5.060127169917764e+17
13700	4.472145523312232e+17
13800	4.119316795962728e+17
13900	3.98444924211722e+17
14000	4.521606200113304e+17
14100	4.276744439825064e+17
14200	3.9538788978962e+17
14300	4.314563749885304e+17
14400	4.069847253110972e+17
14500	4.515677958255124e+17
14600	5.05535908293744e+17
14700	4.815316044538608e+17
14800	4.638598047145516e+17
14900	4.534655345131768e+17
15000	4.722258835960384e+17
15100	4.768682569651532e+17
15200	4.952626020106564e+17
15300	5.207892986973384e+17
15400	4.508471123221348e+17
15500	4.247106655427516e+17
15600	4.430563575766792e+17
15700	4.393745797838968e+17
15800	4.745022225053668e+17
15900	4.979067898277524e+17
16000	5.031346939005076e+17
16100	4.885348768722224e+17
16200	4.9958978493327e+17
16300	4.99916151368356e+17
16400	4.457129777625888e+17
16500	4.897309707102216e+17
16600	4.876704031606968e+17
16700	4.6528549272842e+17
16800	5.463906606179472e+17
16900	4.60554656830582e+17
17000	4.719620452243556e+17
17100	5.04130370397202e+17
17200	4.729686249961644e+17
17300	5.06233494008926e+17
17400	5.186543980437904e+17
17500	4.634513602787312e+17
17600	5.243721000177016e+17
17700	5.256320073528812e+17
17800	4.958793044268784e+17
17900	4.633293776432668e+17
18000	5.129105989001592e+17
18100	5.054118395544432e+17
18200	5.2673294633091e+17
18300	5.342034111025156e+17
18400	5.387925800909032e+17
18500	4.95315005289344e+17
18600	4.803009101921644e+17
18700	4.85428821498518e+17
18800	5.046794051330352e+17
18900	5.491093953756416e+17
19000	4.905332135092104e+17
19100	5.013627402351904e+17
19200	5.313685105515412e+17
19300	4.87089093664322e+17
19400	5.19682644362272e+17
19500	5.260129189318808e+17
19600	4.640121695377508e+17
19700	4.812566012725064e+17
19800	4.942570444266048e+17
19900	5.07935984744728e+17
20000	5.030081388618868e+17
20100	5.018244937221512e+17
20200	4.661603728190976e+17
20300	5.047613667225252e+17
20400	4.74878065625938e+17
20500	4.717869518959636e+17
20600	5.069059253411012e+17
20700	5.417820371950224e+17
20800	4.816272273071988e+17
20900	5.200640046686548e+17
21000	5.453835795972604e+17
21100	4.68156014551876e+17
21200	5.04225707423002e+17
21300	4.497644372149748e+17
21400	4.854805343486944e+17
21500	5.21688704294802e+17
21600	4.864887239396264e+17
21700	4.738885925797464e+17
21800	5.109010618262444e+17
21900	4.743343216980684e+17
22000	5.105726299510824e+17
22100	5.538198593218292e+17
22200	4.950103960674232e+17
22300	5.308845121947272e+17
22400	4.987488217338444e+17
