# Te	G
# K	W/(m^3K)
500 	4.960346024921322E+16
600 	6.187452456658962E+16
700 	8.418469218763907E+16
800 	1.035398998902254E+17
900 	1.115627526926172E+17
1000	1.386783202765426E+17
1100	1.434230162972113E+17
1200	1.477960511983061E+17
1300	1.514650807170196E+17
1400	1.550836140877805E+17
1500	1.583444593296278E+17
1600	1.978189409872843E+17
1700	2.176452060281723E+17
1800	2.288528742998462E+17
1900	2.521923012385373E+17
2000	2.55625248785688E+17
2100	2.588190777613173E+17
2200	2.620764358008138E+17
2300	2.649666050484894E+17
2400	2.673491112615434E+17
2500	2.694707902759581E+17
2600	2.717395818180118E+17
2700	2.739033329323289E+17
2800	2.759060314594292E+17
2900	2.779671726750422E+17
3000	2.799187167497772E+17
3100	2.813970184220417E+17
3200	2.832636387625047E+17
3300	2.851093671118378E+17
3400	2.867636427343418E+17
3500	2.8850452010407E+17
3600	2.898886935054699E+17
3700	2.915706536974141E+17
3800	2.93121988485724E+17
3900	2.94736802719145E+17
4000	2.960862560399009E+17
4100	2.975126041534165E+17
4200	2.99040403967919E+17
4300	3.006558274410098E+17
4400	3.020983983616298E+17
4500	3.033999019826819E+17
4600	3.052565935153804E+17
4700	3.068642390710854E+17
4800	3.082993144846239E+17
4900	3.103105913773928E+17
5000	3.123423420543633E+17
5100	3.139056164625121E+17
5200	3.151866816174956E+17
5300	3.17092636182425E+17
5400	3.190013930582956E+17
5500	3.209255605274903E+17
5600	3.228853402757661E+17
5700	3.245694302798241E+17
5800	3.264852659653626E+17
5900	3.284019113971809E+17
6000	3.3054958787575E+17
6100	3.32593490083146E+17
6200	3.346740413183501E+17
6300	3.365264421045485E+17
6400	3.384295467667011E+17
6500	3.405779714041315E+17
6600	3.42840256720762E+17
6700	3.450194063299466E+17
6800	3.472471204493856E+17
6900	3.49508110838558E+17
7000	3.512882671055695E+17
7100	3.531802279560979E+17
7200	3.54977069319507E+17
7300	3.570106793210211E+17
7400	3.593169089989777E+17
7500	3.61209200609902E+17
7600	3.630652843769153E+17
7700	3.651921116196922E+17
7800	3.671687785162976E+17
7900	3.693895739451942E+17
8000	3.716128253257542E+17
8100	3.73628352120039E+17
8200	3.753088891872865E+17
8300	3.772462594710145E+17
8400	3.790224593428558E+17
8500	3.815241941197498E+17
8600	3.84044718059334E+17
8700	3.860332413545093E+17
8800	3.875992057354588E+17
8900	3.892852035433812E+17
9000	3.90913545806774E+17
9100	3.92912765995462E+17
9200	3.948750814005501E+17
9300	3.967818788672038E+17
9400	3.983883831508676E+17
9500	4.003276981425759E+17
9600	4.021566933029375E+17
9700	4.041048420639968E+17
9800	4.058881117482185E+17
9900	4.08064660269413E+17
10000	4.091234141936988E+17
10100	4.106423226873338E+17
10200	4.123847987673987E+17
10300	4.14159668011086E+17
10400	4.159315063807518E+17
10500	4.171408652713025E+17
10600	4.188219630191891E+17
10700	4.206028699420671E+17
10800	4.220105535410141E+17
10900	4.23505481975937E+17
11000	4.247178880147635E+17
11100	4.262775940811447E+17
11200	4.276075341547544E+17
11300	4.292369166403649E+17
11400	4.304407971183912E+17
11500	4.319639207232452E+17
11600	4.330328997655825E+17
11700	4.342070651690414E+17
11800	4.353804416502465E+17
11900	4.361564330250979E+17
12000	4.373775410290561E+17
12100	4.386687304057876E+17
12200	4.400466755873619E+17
12300	4.410184547854691E+17
12400	4.417589491477153E+17
12500	4.430929649082972E+17
12600	4.441088860823319E+17
12700	4.450676330783398E+17
12800	4.460956104597327E+17
12900	4.46684901003858E+17
13000	4.473744095157257E+17
13100	4.484281993076911E+17
13200	4.493499473706008E+17
13300	4.50286709995316E+17
13400	4.509687627139731E+17
13500	4.517273037325932E+17
13600	4.521773738688803E+17
13700	4.530116529134057E+17
13800	4.533748514781578E+17
13900	4.541581683526362E+17
14000	4.546221110405116E+17
14100	4.555539446145917E+17
14200	4.560677902248412E+17
14300	4.567765672391136E+17
14400	4.572396273847354E+17
14500	4.577790816126936E+17
14600	4.583357163962838E+17
14700	4.587441131785786E+17
14800	4.589687991898152E+17
14900	4.596361751465983E+17
15000	4.600785134435482E+17
15100	4.60259748517995E+17
15200	4.604652007601672E+17
15300	4.610973502101948E+17
15400	4.611924809477514E+17
15500	4.616720282232209E+17
15600	4.620526845113189E+17
15700	4.621475539412209E+17
15800	4.62518925572229E+17
15900	4.626158083273926E+17
16000	4.62795955863567E+17
16100	4.631927088689205E+17
16200	4.636164653752485E+17
16300	4.635549056574655E+17
16400	4.633891393401448E+17
16500	4.639540750318933E+17
16600	4.643907304665928E+17
16700	4.644767902591433E+17
16800	4.644389004062534E+17
16900	4.647133862156162E+17
17000	4.648909805705052E+17
17100	4.647949146308358E+17
