# Te	G
# K	W/(m^3K)
800	2.1255926589735E18
900	2.12874614991904E18
1000	2.13780992336201E18
1100	2.1778380578956E18
1200	2.22595789358859E18
1300	2.29157858515111E18
1400	2.36405739763389E18
1500	2.42587180662222E18
1600	2.50330059696989E18
1700	2.56339268481819E18
1800	2.62465039371207E18
1900	2.67462841998918E18
2000	2.7345001935526E18
2100	2.79050158305301E18
2200	2.84075605764888E18
2300	2.88858909013029E18
2400	2.94471954571402E18
2500	2.98232606295856E18
2600	3.03348473706795E18
2700	3.08248597981038E18
2800	3.12289355845434E18
2900	3.17225398049255E18
3000	3.20648454998445E18
3100	3.25050441236676E18
3200	3.28925806493017E18
3300	3.33082495807793E18
3400	3.36744664375222E18
3500	3.4049051208063E18
3600	3.43414424637048E18
3700	3.46900815487035E18
3800	3.50346720436527E18
3900	3.52909689994595E18
4000	3.56288304999461E18
4100	3.59116592743061E18
4200	3.61738500210373E18
4300	3.64791579229601E18
4400	3.67494438562966E18
4500	3.69722951081598E18
4600	3.72363390516017E18
4700	3.74437199577523E18
4800	3.76670052610688E18
4900	3.78737159818485E18
5000	3.80894688006248E18
5100	3.82748827595241E18
5200	3.846968442237E18
5300	3.86523037502013E18
5400	3.88165870776488E18
5500	3.89399446575494E18
5600	3.91225321441007E18
5700	3.92473482318404E18
5800	3.93949771212222E18
5900	3.95341393445911E18
6000	3.96565349225836E18
6100	3.97890303957911E18
6200	3.99122473605248E18
6300	4.00072729962747E18
6400	4.01384818286849E18
6500	4.02434085513878E18
6600	4.03315128097544E18
6700	4.04310463318759E18
6800	4.05145075926539E18
6900	4.05713098203551E18
7000	4.06485829100614E18
7100	4.07039841546992E18
7200	4.07593716157652E18
7300	4.0814018804767E18
7400	4.08661736018181E18
7500	4.09132591305232E18
7600	4.09566851488153E18
7700	4.10056561308023E18
7800	4.10419433507746E18
7900	4.10724922667012E18
8000	4.11036232117317E18
8100	4.11315097069121E18
8200	4.11503498438118E18
8300	4.11715641295968E18
8400	4.11902928838307E18
8500	4.12031794525103E18
8600	4.12157741419388E18
8700	4.12234619030801E18
8800	4.12205524921248E18
8900	4.12203191351219E18
9000	4.12161928728826E18
9100	4.12138062077744E18
9200	4.12059386075103E18
9300	4.12003578228881E18
9400	4.1194674896043E18
9500	4.11830335146506E18
9600	4.11697400965951E18
9700	4.11577226421406E18
9800	4.11381315156675E18
9900	4.1110999641393E18
10000	4.10889417802225E18
10100	4.10676745197517E18
10200	4.10452361650425E18
10300	4.10218800436694E18
10400	4.10017894651428E18
10500	4.09751502200054E18
10600	4.09441799630393E18
10700	4.09190537861643E18
10800	4.08740791878819E18
10900	4.08360833054039E18
11000	4.07992698547078E18
11100	4.07638111548041E18
11200	4.07247754127912E18
11300	4.06882825942482E18
11400	4.06509552758779E18
11500	4.06133992535058E18
11600	4.05724525897259E18
11700	4.05457542974429E18
11800	4.04858305197448E18
11900	4.04437599767944E18
12000	4.040719607343E18
12100	4.03549199419452E18
12200	4.03095818907355E18
12300	4.02728639128533E18
12400	4.02193134867369E18
12500	4.01742229778289E18
12600	4.01295727027398E18
12700	4.00885197859376E18
12800	4.00443382287559E18
12900	4.00073607443469E18
13000	3.99627621507774E18
13100	3.99255030640086E18
13200	3.98816143079621E18
13300	3.98409499616761E18
13400	3.98009059790235E18
13500	3.97542564433258E18
13600	3.9720472523662E18
13700	3.96670106110541E18
13800	3.96221561812893E18
13900	3.95799031753163E18
14000	3.95417136124904E18
14100	3.95003818466008E18
14200	3.94553153201795E18
14300	3.94115939680099E18
14400	3.93729638395388E18
14500	3.93450611730238E18
14600	3.92981876469472E18
14700	3.92631010897899E18
14800	3.92339929744956E18
14900	3.91969873416426E18
15000	3.91602819966365E18
15100	3.91414856711767E18
15200	3.91212783855769E18
15300	3.9105604106869E18
15400	3.90854461395768E18
15500	3.90732282954563E18
15600	3.90562420307644E18
15700	3.90668753825318E18
15800	3.90590310563029E18
15900	3.90765065272676E18
16000	3.90645894448679E18
16100	3.90912915707064E18
16200	3.90616864900476E18
16300	3.91045181543477E18
16400	3.9117742591752E18
16500	3.91664106950822E18
16600	3.92125036713987E18
16700	3.92018524293996E18
16800	3.91956205786481E18
16900	3.91825393466859E18
17000	3.91849550511382E18
17100	3.91826427236522E18
17200	3.91898883397019E18
17300	3.9195807726435E18
17400	3.9205220899667E18
17500	3.92133870975613E18
17600	3.92215121488092E18
17700	3.92522347059904E18
17800	3.92708023017315E18
17900	3.92863962545904E18
18000	3.93321801981265E18
18100	3.93774555498036E18
18200	3.94293341284073E18
18300	3.95113504681446E18
18400	3.95656311887723E18
18500	3.96799301281725E18
18600	3.98258178876875E18
18700	3.99597062976333E18
18800	3.9986037168592E18
18900	3.99892125763636E18
19000	3.99906235870579E18
