# Te	G
# K	W/(m^3K)
400	9.88229285174863E16
500	1.14956881857839E17
600	1.34814752488779E17
700	1.49285432002237E17
800	1.58551179967182E17
900	1.68134722264319E17
1000	1.7504133026421E17
1100	1.8090386279901E17
1200	1.82699153713079E17
1300	1.84623749442072E17
1400	1.8732599814182E17
1500	1.89407240910032E17
1600	1.90425945606221E17
1700	1.90484555815657E17
1800	1.90764455062115E17
1900	1.9106650643126E17
2000	1.90755611311454E17
2100	1.89810998266188E17
2200	1.88787903207296E17
2300	1.87423899527068E17
2400	1.86190267637733E17
2500	1.85150217416248E17
2600	1.83905878451179E17
2700	1.82821381535422E17
2800	1.81721652297E17
2900	1.80583525032473E17
3000	1.79677200490174E17
3100	1.78562015128001E17
3200	1.77791435663656E17
3300	1.76741586572327E17
3400	1.75868582558596E17
3500	1.75146611844951E17
3600	1.74196389591709E17
3700	1.73451830433094E17
3800	1.72709866611086E17
3900	1.7190558827339E17
4000	1.7123068597523E17
4100	1.70590965550495E17
4200	1.70000811974694E17
4300	1.69437227575579E17
4400	1.68940656414587E17
4500	1.68487651756385E17
4600	1.68111408192177E17
4700	1.67772872009815E17
4800	1.67452125424966E17
4900	1.67155210391858E17
5000	1.66886665841193E17
5100	1.66619843070745E17
5200	1.66406872460454E17
5300	1.66210386932752E17
5400	1.66038498653476E17
5500	1.65870772552247E17
5600	1.65750574355114E17
5700	1.65613409074529E17
5800	1.65492634847307E17
5900	1.65409994356138E17
6000	1.65261065880435E17
6100	1.65167795107007E17
6200	1.65082597523789E17
6300	1.65042238883645E17
6400	1.64997701540157E17
6500	1.64976424679516E17
6600	1.64963375800648E17
6700	1.64939151642499E17
6800	1.64943117332829E17
6900	1.64993942589458E17
7000	1.65046391622295E17
7100	1.65062386393369E17
7200	1.65121419398631E17
7300	1.65153412337073E17
7400	1.65207388108585E17
7500	1.65259603106397E17
7600	1.65287042727414E17
7700	1.65322787928038E17
7800	1.65365947314428E17
7900	1.65398255297023E17
8000	1.65441239902798E17
8100	1.6547842136508E17
8200	1.65537871776819E17
8300	1.65587225922198E17
8400	1.65631115391906E17
8500	1.65693713482959E17
8600	1.65752337622043E17
8700	1.65803259336457E17
8800	1.65854899665052E17
8900	1.65904837085007E17
9000	1.65950985631174E17
9100	1.66006971858245E17
9200	1.66065287076903E17
9300	1.66151513594243E17
9400	1.66224318638054E17
9500	1.66273411542714E17
9600	1.66353157004468E17
9700	1.66417508205366E17
9800	1.66483423753666E17
9900	1.66534382151604E17
10000	1.66549191619584E17
10100	1.66614204886352E17
10200	1.66653587651346E17
10300	1.66687563309648E17
10400	1.66717679152341E17
10500	1.66748323817161E17
10600	1.66768989701505E17
10700	1.66815130040235E17
10800	1.66852917206983E17
10900	1.66903008091234E17
11000	1.66939030283504E17
11100	1.66977778742018E17
11200	1.67016977377502E17
11300	1.6703545713529E17
11400	1.67047859044099E17
11500	1.6705967127997E17
11600	1.67076306621876E17
11700	1.67072502659342E17
11800	1.67092249078289E17
11900	1.67113347400036E17
12000	1.67152039749029E17
12100	1.67142206385541E17
12200	1.67145256918848E17
12300	1.67150980961321E17
12400	1.67160770840935E17
12500	1.67147712238891E17
12600	1.67149140182454E17
12700	1.67148481580176E17
12800	1.6715272447719E17
12900	1.67168628444058E17
13000	1.67188519770829E17
13100	1.67209556291686E17
13200	1.67245261781539E17
13300	1.67263875315096E17
13400	1.67281305765219E17
13500	1.6730261803644E17
13600	1.67320496342684E17
13700	1.67317994310478E17
13800	1.67357932784938E17
13900	1.6736680826417E17
14000	1.67373991549952E17
14100	1.67371157618386E17
14200	1.67383244000104E17
14300	1.67377290020892E17
14400	1.67368739955476E17
14500	1.67342214038694E17
14600	1.67334591485329E17
14700	1.673491199178E17
14800	1.67341343915479E17
14900	1.67341203445516E17
15000	1.67352500894545E17
15100	1.67334676152283E17
15200	1.67327218357771E17
15300	1.67334289770628E17
15400	1.6734016684362E17
15500	1.67356492055399E17
15600	1.67369709156985E17
15700	1.67405960479923E17
15800	1.67449359739043E17
15900	1.6746563767506E17
16000	1.675530123822E17
16100	1.67591868959402E17
16200	1.67623695252741E17
16300	1.67662036358267E17
16400	1.67707191976207E17
16500	1.67711531082265E17
16600	1.67826358095679E17
16700	1.67927399912634E17
16800	1.68018472779744E17
16900	1.68111741642351E17
17000	1.6819853246272E17
17100	1.68266301074062E17
17200	1.68360774386403E17
17300	1.68461683391017E17
17400	1.68496219457111E17
17500	1.68724662924128E17
17600	1.68840195468581E17
17700	1.68911732626874E17
17800	1.69159826675471E17
17900	1.69400131410802E17
18000	1.695026639739E17
18100	1.69758282949548E17
18200	1.69990696480715E17
18300	1.7041111952424E17
18400	1.70498205827455E17
18500	1.7112565907017E17
18600	1.71864070988881E17
18700	1.72124295023424E17
18800	1.72188892273392E17
18900	1.72221984119568E17
19000	1.72315661894109E17
19100	1.72389799700141E17
19200	1.72469528867195E17
19300	1.72552961847379E17
19400	1.72696274417384E17
19500	1.72790795495438E17
19600	1.72989412435698E17
19700	1.73150575793366E17
19800	1.73267249864749E17
19900	1.73555750689167E17
20000	1.73740539057348E17
