# Te	G
# K	W/(m^3K)
600	692882880657774
700	715284946918072
800	744974465731081
900	774663984544089
1000	804353503357098
1100	834043022170107
1200	863732540983116
1300	893422059796124
1400	923111578609133
1500	952801097422142
1600	982490616235150
1700	1.01126129343779E15
1800	1.14205057590028E15
1900	1.43705799088833E15
2000	1.73200981850387E15
2100	2.01012956210326E15
2200	2.39769752814896E15
2300	2.75397262183529E15
2400	3.15566455754317E15
2500	3.65463338295224E15
2600	4.31903868897888E15
2700	5.59025406400707E15
2800	6.11853392030145E15
2900	6.72840545751974E15
3000	7.28191465222991E15
3100	7.83240683654768E15
3200	8.42309938761742E15
3300	9.02747190000999E15
3400	9.59454608013469E15
3500	1.01355394593007E16
3600	1.06579990365575E16
3700	1.11559051261237E16
3800	1.15613005434387E16
3900	1.20955876666637E16
4000	1.25182448038781E16
4100	1.30223253938982E16
4200	1.35232164494046E16
4300	1.40451914627061E16
4400	1.45423756768674E16
4500	1.5012290388536E16
4600	1.55166828717996E16
4700	1.5994804334825E16
4800	1.64284431129097E16
4900	1.69381050748899E16
5000	1.7406033846828E16
5100	1.78262741856731E16
5200	1.82609706658997E16
5300	1.87821547621298E16
5400	1.91806493619216E16
5500	1.96526183120588E16
5600	2.01144000203909E16
5700	2.05433698224675E16
5800	2.09702438564296E16
5900	2.14205266052623E16
6000	2.18509512518998E16
6100	2.21856324399925E16
6200	2.26640638601951E16
6300	2.30754307588637E16
6400	2.35064128883568E16
6500	2.38752486683332E16
6600	2.4301856300272E16
6700	2.46985442582497E16
6800	2.5108685493144E16
6900	2.54940698583613E16
7000	2.58307014240851E16
7100	2.62555991291454E16
7200	2.66021530871084E16
7300	2.69625930727155E16
7400	2.73250420910335E16
7500	2.76803598607076E16
7600	2.80006091551626E16
7700	2.83625851571727E16
7800	2.86522088072574E16
7900	2.90398523519062E16
8000	2.93726195143059E16
8100	2.96730977587482E16
8200	3.00163878329363E16
8300	3.03162802478613E16
8400	3.05829490996175E16
8500	3.09326734861679E16
8600	3.12233433292009E16
8700	3.15058365663814E16
8800	3.18095941474612E16
8900	3.20709472958498E16
9000	3.23603884661348E16
9100	3.2648424383575E16
9200	3.29082197972463E16
9300	3.31684482993175E16
9400	3.34597598508852E16
9500	3.37182563111811E16
9600	3.39866428056609E16
9700	3.42491133367405E16
9800	3.45110022767601E16
9900	3.47710325596529E16
10000	3.4995220320866E16
10100	3.52615666957082E16
10200	3.55001010598042E16
10300	3.57298789397139E16
10400	3.59917067548381E16
10500	3.61941797064108E16
10600	3.64675639120484E16
10700	3.66584219437308E16
10800	3.69030735262767E16
10900	3.71472695282228E16
11000	3.73580770713518E16
11100	3.75766926510873E16
11200	3.78056025585589E16
11300	3.80045894065995E16
11400	3.8231343600468E16
11500	3.84283258576101E16
11600	3.86229300003416E16
11700	3.88440437844286E16
11800	3.90293579675164E16
11900	3.92413480325127E16
12000	3.9414069288211E16
12100	3.96309968595867E16
12200	3.98243187727962E16
12300	4.00162323735413E16
12400	4.02104926965749E16
12500	4.04003533276733E16
12600	4.05798360402857E16
12700	4.07896161006555E16
12800	4.0976547900879E16
12900	4.11680191753143E16
13000	4.13419291049725E16
13100	4.15417535600902E16
13200	4.17072058224542E16
13300	4.19019151692707E16
13400	4.20836266470223E16
13500	4.22456365405007E16
13600	4.24261849208646E16
13700	4.26203708071272E16
13800	4.27997363051412E16
13900	4.29777838041624E16
14000	4.31589745715937E16
14100	4.33202596444684E16
14200	4.35085165569792E16
14300	4.36829392822015E16
14400	4.38548063173954E16
14500	4.40182093070322E16
14600	4.41603077574665E16
14700	4.4332733315879E16
14800	4.44836880007415E16
14900	4.4634642685604E16
15000	4.47752293652992E16
15100	4.49260442667588E16
15200	4.50763363761296E16
15300	4.52220635425661E16
15400	4.53677907090025E16
15500	4.54896560134774E16
15600	4.5666279906652E16
15700	4.58135991290617E16
15800	4.59591639808993E16
15900	4.61108285718931E16
16000	4.62675163765002E16
16100	4.64311086509333E16
16200	4.65800011993031E16
16300	4.67385118437948E16
16400	4.6891742909677E16
16500	4.70237281768036E16
16600	4.71779881887031E16
16700	4.732025874796E16
16800	4.74545591251627E16
16900	4.75914968635734E16
17000	4.77325591009306E16
17100	4.78739982681049E16
17200	4.80064815387935E16
17300	4.81464139035626E16
17400	4.82784129073474E16
17500	4.84309957085028E16
17600	4.85702966686506E16
17700	4.87095976287985E16
17800	4.88488985889464E16
17900	4.89764614626751E16
18000	4.91158376019044E16
18100	4.92417107067204E16
18200	4.9383480275263E16
18300	4.9510590421892E16
18400	4.96479795182268E16
18500	4.97871312844816E16
18600	4.99075378528345E16
18700	5.00502478850036E16
18800	5.01878763467689E16
18900	5.03218568875073E16
19000	5.04677719964789E16
19100	5.06068334146045E16
19200	5.07346671140564E16
19300	5.08920123135338E16
19400	5.10364400584194E16
19500	5.1180867803305E16
19600	5.13140120726294E16
19700	5.14675332454318E16
19800	5.16081861812073E16
19900	5.17435451538831E16
20000	5.18865572796044E16
20100	5.19851626227504E16
20200	5.21232307579004E16
20300	5.22406706100415E16
20400	5.23422588262416E16
20500	5.24694119510329E16
20600	5.25835466066388E16
20700	5.26844512955176E16
20800	5.28159419563363E16
20900	5.29362912319178E16
21000	5.30758912598828E16
21100	5.32047834072518E16
21200	5.33336755546208E16
21300	5.3461662225167E16
21400	5.358684855187E16
21500	5.37169369531549E16
21600	5.38392193574091E16
21700	5.4015070372275E16
21800	5.41508332404611E16
21900	5.42912154441333E16
22000	5.44253991979221E16
22100	5.45656551875336E16
22200	5.46926920033757E16
22300	5.48264617393388E16
22400	5.49545667645773E16
22500	5.50741147044188E16
22600	5.51974247227209E16
22700	5.531126375652E16
22800	5.54307569894916E16
22900	5.55283287546361E16
23000	5.56510960541431E16
23100	5.579299060207E16
23200	5.59202315497948E16
23300	5.60395698146132E16
23400	5.6175442703574E16
23500	5.62902247401048E16
23600	5.64081430002328E16
23700	5.65168160333638E16
23800	5.66371354395367E16
23900	5.67430286717903E16
24000	5.68654445390367E16
24100	5.70151406190874E16
24200	5.71498087516816E16
24300	5.72594625901555E16
24400	5.74009140801842E16
24500	5.75544986601029E16
24600	5.77274722849923E16
24700	5.78832832925311E16
24800	5.80554141129387E16
24900	5.82116121363989E16
25000	5.83459536144459E16
25100	5.85378412857521E16
25200	5.87257459175799E16
25300	5.8900138581524E16
25400	5.89886140687727E16
25500	5.91995963244989E16
25600	5.93781082650251E16
25700	5.95516782990806E16
25800	5.97486120824384E16
25900	5.99470671613471E16
26000	6.01849568086694E16
26100	6.02967952994508E16
26200	6.06819718434643E16
26300	6.10880076065128E16
26400	6.12134337483908E16
26500	6.13219409662212E16
26600	6.14158230056874E16
26700	6.15298093690552E16
26800	6.16514729473175E16
26900	6.17564482075684E16
27000	6.18556004014785E16
27100	6.2000007749453E16
27200	6.21396260618537E16
27300	6.22609120059664E16
27400	6.24062691378661E16
27500	6.2509135989099E16
