# Te	Ce
# K	J/(m^3K)
400	58266.5067653034
500	79381.1718986544
600	94398.9127691594
700	109416.653639664
800	124434.39451017
900	139300.813475088
1000	154112.497260287
1100	173135.491308793
1200	189602.971799096
1300	207459.023701397
1400	226942.902045639
1500	254664.80133371
1600	279436.468025076
1700	304588.196707245
1800	328148.087132174
1900	354009.061597557
2000	379637.574243729
2100	408514.42403295
2200	433795.317359889
2300	462735.620695773
2400	487067.586183363
2500	513129.049962178
2600	540056.277544446
2700	567043.394565242
2800	591656.207316976
2900	616758.085499974
3000	643762.201732754
3100	665846.124951217
3200	690844.008991888
3300	713557.453001516
3400	741369.357610592
3500	763176.938329103
3600	784459.739565582
3700	810007.547053299
3800	833263.616840437
3900	858310.964191668
4000	877130.505193171
4100	901572.777934361
4200	924281.294065343
4300	947303.318594477
4400	966030.411029946
4500	989284.364892164
4600	1010057.61475104
4700	1031270.57898443
4800	1048880.88206899
4900	1071269.83772769
5000	1090351.34808296
5100	1108857.77111852
5200	1130483.47636258
5300	1147843.93067643
5400	1166874.16491054
5500	1183387.76393044
5600	1201937.59724523
5700	1221175.5320176
5800	1235430.07142827
5900	1254096.88244456
6000	1271208.03470454
6100	1287322.30260036
6200	1301622.98802538
6300	1318467.02209956
6400	1332039.80594359
6500	1346057.79438521
6600	1362172.8022289
6700	1375337.88680611
6800	1389037.2151096
6900	1402911.54951113
7000	1414281.38323417
7100	1428519.02181419
7200	1441021.63747633
7300	1451322.09108934
7400	1464959.97412832
7500	1475684.56786637
7600	1487118.86601093
7700	1499125.67548143
7800	1509183.1453529
7900	1518748.01880314
8000	1530353.35779511
8100	1539739.92970133
8200	1549053.02081099
8300	1558483.09587097
8400	1568641.4639658
8500	1577229.69188751
8600	1586273.56892794
8700	1595643.02887594
8800	1603568.07503098
8900	1611349.73849443
9000	1620619.22554315
9100	1628527.34583033
9200	1636144.34492146
9300	1643966.78937401
9400	1651584.68214577
9500	1658185.08540832
9600	1666379.57262319
9700	1672880.04621355
9800	1679367.45405116
9900	1687297.54671901
10000	1693749.44050974
10100	1700818.31952169
10200	1707557.00192999
10300	1714256.62087896
10400	1720231.81290271
10500	1727200.50484994
10600	1733714.77327812
10700	1739525.89771969
10800	1745429.62054046
10900	1752349.64838037
11000	1758490.0235791
11100	1764338.00506856
11200	1770703.93739254
11300	1776809.73177272
11400	1782731.87736743
11500	1788684.32654977
11600	1794655.18120871
11700	1799700.77306094
11800	1806680.76447245
11900	1812687.74743766
12000	1818554.90750905
12100	1824005.44101392
12200	1830308.41335889
12300	1836021.05107329
12400	1841829.70315907
12500	1848064.96844182
12600	1853410.4624817
12700	1858928.48731121
12800	1865558.03048614
12900	1870214.46410225
13000	1877345.12873173
13100	1883003.72788944
13200	1889104.78144611
13300	1894603.86517633
13400	1900889.88623225
13500	1906736.75949127
13600	1911799.24608571
13700	1917900.90356624
13800	1923094.44548881
13900	1930053.92448602
14000	1935267.84898428
14100	1941447.95080251
14200	1947138.78656687
14300	1951775.16246502
14400	1958146.53504051
14500	1962095.93210649
14600	1968847.95874948
14700	1974563.17174859
14800	1979920.14048617
14900	1985238.33464036
15000	1990688.31080702
15100	1995572.67029097
15200	2000633.04924373
15300	2005087.14560929
15400	2010172.32145315
15500	2014454.44327663
15600	2018491.11393423
15700	2023569.42336847
15800	2027493.36071778
15900	2031868.32694558
16000	2035925.22048283
16100	2039967.81319269
16200	2044124.71554911
16300	2048023.02736218
16400	2052285.04411577
16500	2056718.73226328
16600	2060564.90429333
16700	2063972.57627657
16800	2065533.99645356
16900	2067153.91603951
17000	2068033.48560518
17100	2068520.19631443
17200	2069597.97605234
17300	2068042.7718723
17400	2068839.05093457
17500	2070975.4772575
17600	2072824.36058046
17700	2074948.49638937
17800	2077275.79715191
17900	2078391.23062432
18000	2079195.6089644
18100	2079233.60753775
18200	2078470.69383432
18300	2077945.97528352
18400	2076757.39478871
18500	2076466.23265016
18600	2076768.01744138
18700	2074429.34633083
18800	2073038.77500315
18900	2071284.51664801
19000	2069057.04112223
19100	2059363.51361212
19200	2055660.66706061
19300	2047517.32253659
19400	2042394.21560896
19500	2042795.95457984
19600	2043330.94358946
19700	2043493.11530823
19800	2043590.2914018
19900	2043605.60768907
20000	2042942.64564711
