# Te	Ce
# K	J/(m^3K)
500	25158.3009121687
600	31444.7580106103
700	37731.215109052
800	44017.6722074937
900	50304.1293059354
1000	56590.5864043771
1100	62877.0435028187
1200	69163.5006012604
1300	75449.9576997021
1400	81192.9037885357
1500	89024.2534781034
1600	95666.2771126333
1700	103568.553938955
1800	110421.404384021
1900	119093.168303984
2000	126889.246088755
2100	134884.394835348
2200	147122.265934071
2300	155914.898282201
2400	167333.090932056
2500	178104.818577794
2600	186943.410719529
2700	198164.92779002
2800	207598.660398582
2900	217874.784943342
3000	228618.274904328
3100	237448.294381148
3200	246691.631766921
3300	256571.068267067
3400	265301.215240525
3500	274445.476333215
3600	281050.884597973
3700	290812.594064472
3800	298025.227434461
3900	306475.01848892
4000	313874.107532942
4100	320890.510545392
4200	329272.392238903
4300	336464.026328276
4400	342686.455696279
4500	350912.259180939
4600	357757.329359395
4700	363886.661734162
4800	371620.220832353
4900	377779.984046359
5000	384661.912994455
5100	391658.557312947
5200	398291.414557552
5300	403760.90826728
5400	411404.901378229
5500	417929.976345355
5600	424074.75679861
5700	430579.871771341
5800	437100.264127653
5900	443792.774861539
6000	450048.285296112
6100	456419.656978917
6200	463140.471772555
6300	468519.708441207
6400	476037.009790169
6500	481296.344753409
6600	488944.926769518
6700	495231.189040761
6800	501212.055170881
6900	508232.06023566
7000	514943.190810626
7100	521188.604564522
7200	528027.775232003
7300	534108.208582622
7400	540072.697312288
7500	547689.470603993
7600	553722.743618299
7700	560329.13736011
7800	567168.077670991
7900	573545.928601732
8000	580785.765126039
8100	587449.36689962
8200	593993.57079465
8300	600925.276999936
8400	607421.833446141
8500	614489.803935632
8600	620082.636611757
8700	628049.569200626
8800	634562.008952852
8900	641912.34316568
9000	648837.700886074
9100	654630.544971084
9200	662369.564161313
9300	669339.661296541
9400	676793.342386437
9500	683522.018964104
9600	690964.338175033
9700	697922.064200029
9800	704869.759501968
9900	712583.138776875
10000	719724.179356408
10100	727291.442009929
10200	733956.082382324
10300	741616.486666254
10400	749416.70536656
10500	756794.301832076
10600	763213.141485899
10700	771769.512240042
10800	778661.53548563
10900	786756.429509643
11000	794040.343290911
11100	801825.194397438
11200	808164.544596027
11300	817438.950213113
11400	825198.111220974
11500	832518.888061935
11600	840121.163408477
11700	848872.796348977
11800	856695.654056212
11900	864894.754364492
12000	872403.292598107
12100	880276.79232429
12200	888526.572308452
12300	896327.400345272
12400	903367.468711271
12500	911931.16684774
12600	920884.963485458
12700	929290.997696234
12800	937625.030941078
12900	945865.207864845
13000	954175.348673389
13100	961347.666654264
13200	970696.840924425
13300	978978.309062956
13400	987259.777201487
13500	995025.300183109
13600	1003499.34654601
13700	1012925.91818168
13800	1021662.38344267
13900	1030283.36567134
14000	1039093.95617868
14100	1047601.57132077
14200	1056976.82529802
14300	1067200.74622695
14400	1076661.04196533
14500	1085257.69534486
14600	1095338.90445566
14700	1105584.66342856
14800	1115356.47251704
14900	1125128.28160552
15000	1134094.06168958
15100	1144822.17423903
15200	1154299.25006335
15300	1164868.18516058
15400	1173224.12846924
15500	1185157.4578108
15600	1195338.47016073
15700	1205152.91593991
15800	1216199.8760324
15900	1226764.02746843
16000	1236533.6985557
16100	1247860.5371016
16200	1258408.39592193
16300	1268462.11708581
16400	1277934.87624143
16500	1290151.35554633
16600	1299798.87684566
16700	1311171.50033827
16800	1321537.57548046
16900	1333140.84130811
17000	1345650.00245751
17100	1357182.31999983
17200	1368714.63754216
17300	1380200.36032524
17400	1392018.51988797
17500	1403607.20215507
17600	1415964.09055304
17700	1428082.60088804
17800	1439246.29566074
17900	1452026.26115551
18000	1464038.59402277
18100	1474984.7879286
18200	1485207.34606139
18300	1499957.85266024
18400	1511256.64220293
18500	1522987.24739881
18600	1534412.6302592
18700	1543848.54575933
18800	1555550.11585849
18900	1566026.50283897
19000	1576502.88981946
19100	1586426.20700962
19200	1597369.03348442
19300	1609481.95981174
19400	1620407.26466231
19500	1631718.43648248
19600	1644837.35467558
19700	1658020.05368763
19800	1669527.51184563
19900	1681515.3832299
20000	1694677.9276604
20100	1706540.9285978
20200	1718493.11409072
20300	1729935.48494285
20400	1742426.56699052
20500	1754439.41354017
20600	1766452.26008982
20700	1778465.10663947
20800	1788372.33757693
20900	1801857.95708626
21000	1814549.10958462
21100	1825405.19690111
21200	1839422.39147318
21300	1850586.68913337
21400	1862682.81465796
21500	1875462.81922778
21600	1887213.651117
21700	1897138.64042442
21800	1910491.05790477
21900	1922231.39655063
22000	1929699.36788877
22100	1943596.18906177
22200	1954267.18739043
22300	1964102.20974785
22400	1973689.17170189
22500	1983830.13966161
22600	1993029.03587637
22700	2002280.94790131
22800	2010493.87019835
22900	2018362.95524254
23000	2024156.28059463
23100	2033052.86005624
23200	2040639.34928709
23300	2047624.00434799
23400	2055970.03474113
23500	2064234.95196636
23600	2071299.82426439
23700	2077833.51532205
23800	2084039.64806608
23900	2086729.20255955
24000	2090541.01850925
24100	2091909.58402454
24200	2094997.76512709
24300	2098537.970721
24400	2099021.59531222
24500	2099450.05720384
24600	2098120.41136677
24700	2096504.3838498
24800	2096168.37751642
24900	2094375.07207918
25000	2087571.81442826
25100	2081298.07577645
25200	2070270.2771359
25300	2069237.33666912
25400	2052188.39781169
25500	2049682.74502703
25600	2035706.1845231
25700	2025672.80335487
25800	2023983.98817797
25900	2020904.37922554
26000	2018858.99292916
26100	2017308.65902597
26200	2015609.06880516
26300	2009906.4866089
26400	2005095.45885592
26500	2002560.12239095
26600	2001110.91782811
26700	1995528.20043878
26800	1992207.61296196
26900	1986561.8184337
27000	1980358.03762004
27100	1973918.33174617
27200	1969817.34103015
27300	1959278.27456196
27400	1945752.89822022
27500	1933412.37011372
27600	1911228.45138176
27700	1900365.16375331
27800	1884528.46681495
27900	1869403.35407319
28000	1851268.97562679
28100	1834414.41248603
28200	1813657.04897027
28300	1810809.01603299
28400	1808118.79173811
28500	1805628.34682721
28600	1803143.88351949
28700	1800949.46477318
28800	1793084.91575332
28900	1788644.4001997
29000	1778544.14218894
29100	1770130.06274247
29200	1759405.99960834
29300	1750345.57642081
29400	1741459.68598791
29500	1735576.45739579
29600	1724612.14070565
29700	1704065.62728736
29800	1688727.55697993
29900	1673465.48410154
30000	1660525.36281708
