# Te	Ce
# K	J/(m^3K)
800	510335.178667312
900	590943.706746663
1000	649592.853737478
1100	725235.370576282
1200	785920.543601066
1300	859085.658219179
1400	931564.870907041
1500	994278.512059952
1600	1079838.76967866
1700	1145433.46839557
1800	1213993.62738798
1900	1273288.99582338
2000	1346762.23406688
2100	1417840.58699544
2200	1481861.29793755
2300	1541156.34459317
2400	1611647.80965586
2500	1659090.09487377
2600	1723720.06716078
2700	1785214.83258709
2800	1837916.89340615
2900	1901403.34886384
3000	1944882.57757638
3100	2001633.25542007
3200	2050814.61160492
3300	2102754.36304881
3400	2149131.31671956
3500	2197160.78777098
3600	2236117.79569563
3700	2280872.509077
3800	2326319.42135134
3900	2359303.32336808
4000	2403950.07410675
4100	2439955.41803076
4200	2473196.64250323
4300	2512659.94648628
4400	2547476.45170487
4500	2576831.47085135
4600	2611609.025753
4700	2639492.43136947
4800	2669451.51045793
4900	2697234.73668972
5000	2726696.94612307
5100	2751928.70126874
5200	2778267.23969356
5300	2803983.87559464
5400	2826339.31190103
5500	2845848.48315362
5600	2872644.5567844
5700	2891318.64379975
5800	2913207.38970238
5900	2934025.00627947
6000	2951749.07630618
6100	2971253.64544394
6200	2989267.00792815
6300	3003263.3442783
6400	3022493.44871479
6500	3038419.47782884
6600	3051676.26201208
6700	3068744.22360921
6800	3082812.268997
6900	3092983.08958852
7000	3107940.27992617
7100	3118594.77365539
7200	3129775.47640357
7300	3141696.82489035
7400	3152553.28381547
7500	3162332.44134259
7600	3172107.23227972
7700	3181686.34772542
7800	3188812.51001256
7900	3196334.1508294
8000	3204626.51393141
8100	3211417.25221707
8200	3217379.35786958
8300	3222863.50117961
8400	3228330.37845906
8500	3232742.64871437
8600	3237400.76121581
8700	3241561.01031269
8800	3244447.16035944
8900	3247986.84405667
9000	3250930.15303856
9100	3253444.59813632
9200	3256354.98957402
9300	3258981.97908277
9400	3261177.61088036
9500	3262787.07029005
9600	3263753.51172175
9700	3264311.86603704
9800	3263934.32348857
9900	3263757.42857674
10000	3263437.36185239
10100	3263004.02377874
10200	3262613.69024218
10300	3261398.98128815
10400	3260019.79625262
10500	3257902.23120032
10600	3254393.13446125
10700	3250745.6599038
10800	3246909.49142188
10900	3243023.99815286
11000	3239246.42197504
11100	3236449.65088813
11200	3233348.12033545
11300	3230406.87912952
11400	3227568.9254287
11500	3225267.0463477
11600	3220681.72254142
11700	3217421.35257922
11800	3212401.71789726
11900	3208541.4595323
12000	3205173.9416902
12100	3199965.65091631
12200	3195569.45984882
12300	3191666.96263036
12400	3187997.71225225
12500	3184157.97733489
12600	3180335.94834646
12700	3176652.85510963
12800	3172485.87960936
12900	3168638.48290364
13000	3163361.46953063
13100	3158198.92584762
13200	3151767.54817093
13300	3145763.97594163
13400	3140390.578677
13500	3134221.02849491
13600	3129346.71123021
13700	3120856.33507801
13800	3113613.45333516
13900	3106575.90433064
14000	3100101.91926163
14100	3093394.78100339
14200	3087863.48268974
14300	3083263.76553459
14400	3079947.149448
14500	3078150.93127565
14600	3078426.19774511
14700	3078509.98226397
14800	3081657.50778116
14900	3083568.10651107
15000	3086012.78109594
15100	3088309.12879583
15200	3090677.52182573
15300	3094572.67769876
15400	3097005.65731924
15500	3098775.16704445
15600	3102702.61644819
15700	3110007.65382297
15800	3115025.89057652
15900	3119153.69811579
16000	3119971.1478795
16100	3125170.4174428
16200	3128130.57371822
16300	3131315.73217222
16400	3145585.27292904
16500	3148617.01218353
16600	3162814.34971075
16700	3167239.07809179
16800	3170205.82613237
16900	3177163.77014331
17000	3182331.25786802
17100	3187248.11259771
17200	3194700.54148613
17300	3203903.02315309
17400	3214513.99673653
17500	3222726.98116744
17600	3229228.2099197
17700	3235264.50058308
17800	3238948.03461046
17900	3241497.97452449
18000	3250702.12585996
18100	3265083.04551063
18200	3275297.54152511
18300	3289521.04843384
18400	3294108.5597557
18500	3315634.11463897
18600	3339620.32296185
18700	3356841.49228444
18800	3363435.8619294
18900	3367094.01376944
19000	3371008.02282816
