# Te	Ce
# K	J/(m^3K)
500	239604.5853873
600	297718.386877065
700	355832.18836683
800	406040.369673634
900	475203.449610827
1000	526900.076582121
1100	584348.334366323
1200	651321.857463232
1300	712754.352714658
1400	766370.609254561
1500	826285.658409078
1600	888047.857440147
1700	949289.828134585
1800	1004783.57249105
1900	1051537.39450392
2000	1115677.0507591
2100	1165513.45111316
2200	1228790.29195864
2300	1281926.31560554
2400	1333723.86835128
2500	1398762.06531612
2600	1439065.50942323
2700	1508634.06604523
2800	1563363.84316182
2900	1621272.4414091
3000	1670446.35668395
3100	1732616.81732282
3200	1786710.30410674
3300	1846712.33446047
3400	1895322.81071473
3500	1951414.65656959
3600	2007511.70631278
3700	2065806.96046339
3800	2112998.46253699
3900	2170508.62729524
4000	2228548.6737158
4100	2275085.94487501
4200	2330010.79181259
4300	2384601.36646273
4400	2427694.51165384
4500	2484457.67427162
4600	2530525.50353287
4700	2582195.56913338
4800	2632107.60351329
4900	2680200.27424475
5000	2721044.66165
5100	2769755.56000632
5200	2815990.25973671
5300	2861502.08683056
5400	2896430.15000682
5500	2945418.18150311
5600	2984091.84117656
5700	3028869.98790823
5800	3064318.71288175
5900	3105273.1807201
6000	3144330.9249247
6100	3176539.36147125
6200	3217456.40833277
6300	3249738.33058429
6400	3286730.97436304
6500	3318538.49087263
6600	3349822.56732691
6700	3385036.73101181
6800	3414137.34074027
6900	3437520.06225003
7000	3472554.24629692
7100	3498735.27605926
7200	3524889.75351087
7300	3553340.69532557
7400	3576830.7322342
7500	3603421.83014749
7600	3627346.61245891
7700	3648231.99615691
7800	3669576.24373297
7900	3692412.43865189
8000	3712118.31513871
8100	3731418.03440393
8200	3749398.54290732
8300	3768037.33190652
8400	3782448.41983973
8500	3799241.1973965
8600	3815146.470944
8700	3829185.94286449
8800	3841965.88914115
8900	3856559.14096645
9000	3868957.86911573
9100	3881511.26895382
9200	3892693.50354801
9300	3901401.21291086
9400	3911002.58838523
9500	3919520.60656407
9600	3927210.28439075
9700	3935270.30516173
9800	3942763.58485364
9900	3948963.40685329
10000	3955198.23500565
10100	3960826.3290805
10200	3965339.00150424
10300	3969347.36990452
10400	3972900.93943647
10500	3976814.6023288
10600	3980430.33098328
10700	3983542.01230343
10800	3986650.65313182
10900	3988714.11079251
11000	3989949.58465887
11100	3990643.29019011
11200	3990226.61982007
11300	3989758.34368641
11400	3988905.66431026
11500	3987959.18614308
11600	3986848.3882644
11700	3985791.19353053
11800	3984749.19816518
11900	3982683.33559474
12000	3980803.90469001
12100	3979195.5006165
12200	3976926.96873813
12300	3973820.06907444
12400	3970742.00884525
12500	3967770.20293721
12600	3964294.64710575
12700	3960292.97894309
12800	3956875.95065826
12900	3953716.23327803
13000	3949860.52600923
13100	3946152.61716581
13200	3942415.80600694
13300	3938651.70149512
13400	3934284.78619187
13500	3930399.45022485
13600	3926635.49027919
13700	3922584.33028021
13800	3919699.19558492
13900	3915598.28596999
14000	3913102.3898839
14100	3909743.49847563
14200	3906953.56639307
14300	3903673.4890165
14400	3900620.69997273
14500	3897658.45249787
14600	3897549.32945925
14700	3895895.71478208
14800	3894771.1609249
14900	3893274.08769172
15000	3891838.32524693
15100	3891609.51924744
15200	3888383.29184403
15300	3886051.04420224
15400	3884147.89959905
15500	3880951.83808558
15600	3878991.31663532
15700	3878127.94095026
15800	3876262.92439966
15900	3874492.62028438
16000	3874926.28090799
16100	3875285.50359817
16200	3876058.58033856
16300	3877123.87853356
16400	3880213.21375934
16500	3881425.48848045
16600	3882259.52816646
16700	3883135.27662429
16800	3885749.97504356
16900	3887944.72623107
17000	3893878.6166683
17100	3893914.51854123
17200	3893562.63249348
17300	3893373.60151572
17400	3893168.04105054
17500	3893606.37449542
17600	3894154.37816456
17700	3896449.6531194
17800	3899075.05784257
17900	3900863.89130941
18000	3902552.55613871
18100	3905109.61140237
18200	3908317.42282905
18300	3910556.7409403
18400	3913602.09588392
18500	3915623.15024914
18600	3920586.99297422
18700	3925230.52640934
18800	3926175.19362605
18900	3934331.39133416
19000	3934896.66915468
