# Te	Ce
# K	J/(m^3K)
500	50596.6210567138
600	66933.9132232436
700	81733.3976573334
800	92708.4363600662
900	105813.513401037
1000	113043.984857121
1100	119586.387596201
1200	122720.799962783
1300	125448.845695877
1400	127474.907429471
1500	129384.207356592
1600	130978.919799772
1700	132490.739268775
1800	134094.408294563
1900	135773.096171538
2000	138053.239620963
2100	140944.787455611
2200	144013.051587975
2300	147311.769861428
2400	151977.502201209
2500	157006.667384555
2600	161078.603289707
2700	167728.544365105
2800	172804.314950746
2900	179841.456541677
3000	187876.1491234
3100	193978.675785576
3200	205533.72862896
3300	216081.672804893
3400	227927.743973346
3500	239702.402909823
3600	253809.063358584
3700	266761.728284351
3800	279208.367431451
3900	290653.024613327
4000	309344.25628125
4100	322129.91736184
4200	341901.582731602
4300	357037.552119044
4400	377101.829142878
4500	393622.835858848
4600	411761.238547254
4700	432184.096401093
4800	454090.628028927
4900	471314.048868637
5000	493547.278977689
5100	515666.150272986
5200	535769.594428384
5300	557553.986949962
5400	579706.902199222
5500	602097.327061424
5600	620940.251865544
5700	645753.873149879
5800	666996.350030122
5900	691826.977382911
6000	712480.838222783
6100	732220.86437482
6200	759273.099352937
6300	781801.536370737
6400	805526.975942486
6500	827998.602444008
6600	849973.867885949
6700	873328.844102888
6800	896120.150561757
6900	918544.154482469
7000	944522.739848673
7100	966693.82877509
7200	990755.183870515
7300	1012908.0528878
7400	1036947.88945118
7500	1057836.3379325
7600	1078209.86145119
7700	1105370.45340293
7800	1129178.38887811
7900	1147981.44303783
8000	1175020.00376741
8100	1197550.85259097
8200	1219349.45525323
8300	1244067.93861511
8400	1263255.93657592
8500	1286200.64863961
8600	1312776.00765911
8700	1331522.84473982
8800	1354463.91641562
8900	1381151.47997638
9000	1404148.70895651
9100	1426485.23825565
9200	1447136.74534294
9300	1470962.93697417
9400	1492573.5900119
9500	1518119.5651015
9600	1540811.63717346
9700	1561416.59278798
9800	1585031.28633569
9900	1608409.4239381
10000	1629193.3185562
10100	1654669.65097567
10200	1676845.7215588
10300	1697999.65324951
10400	1722957.35907091
10500	1743756.18693401
10600	1762471.15631772
10700	1791302.5962763
10800	1812576.36743453
10900	1832473.74966472
11000	1859777.90241206
11100	1880431.68669151
11200	1902813.16136182
11300	1928405.06291892
11400	1951294.83461827
11500	1971867.09164048
11600	1997137.71379185
11700	2020070.55445995
11800	2036630.50755864
11900	2061986.81152342
12000	2089080.76461936
12100	2112170.0963933
12200	2133231.95161282
12300	2158160.02062021
12400	2180210.28113895
12500	2203021.56128887
12600	2225809.68453111
12700	2250981.53513583
12800	2273221.61550172
12900	2296584.76983939
13000	2320699.95455871
13100	2343655.6186552
13200	2364840.57407731
13300	2389561.13686236
13400	2411883.95842642
13500	2434717.68215593
13600	2460605.27189777
13700	2483980.26110796
13800	2507370.52294742
13900	2529179.31913263
14000	2552288.537724
14100	2575725.25969205
14200	2599134.4382232
14300	2624143.40443573
14400	2647801.46767715
14500	2669317.5396271
14600	2694626.28678624
14700	2717357.31439055
14800	2741192.77798125
14900	2763760.60764773
15000	2785610.80402638
15100	2811524.54593409
15200	2829172.49635203
15300	2857267.52052152
15400	2879611.64714062
15500	2904598.72029021
15600	2927840.86184234
15700	2948541.49954613
15800	2970694.76209952
15900	2997248.64252621
16000	3018547.27593856
16100	3043301.95091
16200	3064605.08275961
16300	3087587.03268804
16400	3111214.13472144
16500	3133055.47648797
16600	3155904.32496233
16700	3179575.4395463
16800	3200869.64872451
16900	3221916.80190135
17000	3246960.05090583
17100	3267810.39420103
17200	3289976.29205895
17300	3310932.89244875
17400	3331611.73677864
17500	3358370.78357634
17600	3377361.59022174
17700	3402243.07927577
17800	3417802.13630095
17900	3437992.29565662
18000	3464649.96296878
18100	3484374.79043805
18200	3505444.21385389
18300	3520593.00401099
18400	3537652.11342208
18500	3552343.99976528
18600	3566942.01736594
18700	3579366.38950187
18800	3592845.88350658
18900	3609486.70271715
19000	3619909.72205323
19100	3637568.94734545
19200	3648331.82613646
19300	3659264.70488928
19400	3675151.72688151
19500	3688360.12525751
19600	3694948.00403909
19700	3698962.62849861
19800	3705135.25819984
19900	3710373.76352816
20000	3716328.71323004
