# Te	Ce
# K	J/(m^3K)
600	106902.378738242
700	139482.013037124
800	152381.938931922
900	162940.069575769
1000	172073.581749198
1100	182626.643633178
1200	192189.619200914
1300	207079.671333018
1400	220058.53827203
1500	236458.199779917
1600	254908.432579245
1700	272629.041946701
1800	298950.167953401
1900	325284.270121462
2000	350902.326819211
2100	381310.521262798
2200	400343.907840714
2300	454414.940378923
2400	486583.859233188
2500	533476.328287938
2600	567294.445814016
2700	610706.961642035
2800	661305.600142899
2900	701821.379229441
3000	754280.546769057
3100	803631.35482369
3200	848114.480832784
3300	900672.946838007
3400	951970.513419225
3500	1001255.527935
3600	1042816.64484832
3700	1108001.86117886
3800	1151689.62519505
3900	1210026.32464043
4000	1261087.72876734
4100	1311182.81606764
4200	1358010.04398886
4300	1419661.09083705
4400	1456867.03632812
4500	1511531.27826516
4600	1564489.76108962
4700	1618117.58481853
4800	1662874.19024499
4900	1712387.55691478
5000	1762648.92878719
5100	1804832.66615122
5200	1866329.83630177
5300	1909083.27329568
5400	1952727.76013557
5500	2008451.68237652
5600	2039644.70297308
5700	2097376.60739121
5800	2136335.70131906
5900	2178651.54000471
6000	2222413.62689797
6100	2268794.03089245
6200	2316072.742213
6300	2354163.55607312
6400	2390985.09306772
6500	2441437.02661193
6600	2470348.884053
6700	2511951.36205144
6800	2549352.61350313
6900	2582710.44961727
7000	2623523.23621261
7100	2659567.87272886
7200	2694345.46854083
7300	2729685.63660701
7400	2756556.28069529
7500	2789915.83297615
7600	2828854.16308046
7700	2849168.14248691
7800	2887780.79327899
7900	2914494.24079691
8000	2943960.86473318
8100	2975714.63853383
8200	2998512.95019974
8300	3023428.2428528
8400	3048950.48553861
8500	3075680.3110943
8600	3085651.69619776
8700	3116585.22829759
8800	3134617.08251523
8900	3151497.57105599
9000	3172858.95959209
9100	3189952.05680434
9200	3205831.6114881
9300	3220252.5463796
9400	3237416.30479406
9500	3248175.04485076
9600	3265398.59151516
9700	3279629.54572835
9800	3288929.11919272
9900	3301287.0094204
10000	3312091.56747396
10100	3317646.55963027
10200	3327495.04981337
10300	3332774.7623926
10400	3340818.18416202
10500	3347622.02784936
10600	3352658.33183429
10700	3357087.28222487
10800	3361122.04317355
10900	3364674.19955794
11000	3368165.49822476
11100	3370582.26701738
11200	3371485.81968578
11300	3372233.99227039
11400	3371419.92756353
11500	3372709.8595478
11600	3370216.91844252
11700	3370159.053282
11800	3367602.61419634
11900	3364696.43876763
12000	3360766.92702326
12100	3356723.39750926
12200	3352053.52997649
12300	3348907.13941575
12400	3345415.52632197
12500	3338061.51060276
12600	3332913.41937785
12700	3327873.34223214
12800	3321115.28954105
12900	3315194.6346577
13000	3310527.13067032
13100	3301715.13363635
13200	3295367.13860199
13300	3288179.01369876
13400	3280133.60969901
13500	3273395.02074829
13600	3267999.105716
13700	3258099.09266153
13800	3251297.06679637
13900	3243800.05392766
14000	3235565.76368579
14100	3228560.704234
14200	3222381.76936058
14300	3213620.0888179
14400	3205853.06262229
14500	3197873.84398142
14600	3190136.02865573
14700	3186453.45805523
14800	3176191.64203384
14900	3169979.94911707
15000	3163085.00514015
15100	3155926.7636409
15200	3150126.85222887
15300	3143796.8557174
15400	3138190.57948801
15500	3131882.68471609
15600	3126348.14861396
15700	3123046.24320338
15800	3118207.58942371
15900	3113911.2072246
16000	3110550.77767953
16100	3106194.72591997
16200	3103177.40191526
16300	3100283.32400101
16400	3096907.28333771
16500	3094241.85990718
16600	3092591.81900398
16700	3091048.48506113
16800	3089937.35361964
16900	3088645.78143624
17000	3089176.26437644
17100	3089753.75317357
17200	3090543.5665514
17300	3090877.95592781
17400	3093882.1343
17500	3096808.62971882
17600	3099531.23775502
17700	3106772.08888719
17800	3110106.38152506
17900	3117930.85586853
18000	3124086.44673445
