# Te	Ce
# K	J/(m^3K)
400	385128.955300546
500	482575.659265016
600	578365.734112671
700	678548.08848319
800	766686.302989399
900	848634.984891383
1000	922923.521731942
1100	986995.944972819
1200	1039718.00175129
1300	1085397.06998498
1400	1125453.60954117
1500	1157950.38334668
1600	1189279.88647208
1700	1215623.88995682
1800	1240240.67523897
1900	1267014.4705143
2000	1292529.63450894
2100	1317291.85758494
2200	1342277.8177144
2300	1367120.42348157
2400	1393783.58677392
2500	1421958.57721088
2600	1448697.21157303
2700	1476546.39696352
2800	1500984.55904185
2900	1529807.15348811
3000	1561352.22930758
3100	1590137.88926771
3200	1511906.25411016
3300	1653281.93070978
3400	1685813.95250282
3500	1715326.03726034
3600	1745035.93533654
3700	1773626.53348393
3800	1802077.92891375
3900	1831316.729068
4000	1867423.13410063
4100	1899322.36307286
4200	1925921.68499754
4300	1955242.77148003
4400	1984075.89141967
4500	2012656.45999966
4600	2038749.78392042
4700	2062374.31299207
4800	2088275.82585986
4900	2118390.09118523
5000	2143176.27287298
5100	2166668.90858143
5200	2189215.03676503
5300	2212129.15193327
5400	2235722.17288311
5500	2253448.22043788
5600	2275173.35556597
5700	2298291.68382205
5800	2319481.17642605
5900	2338302.90793157
6000	2358558.41743317
6100	2379949.5068792
6200	2399386.81981608
6300	2413123.0100782
6400	2430417.2595344
6500	2447505.60808277
6600	2465784.82544359
6700	2483537.95033888
6800	2499408.18242949
6900	2512173.60946065
7000	2527946.41206828
7100	2543151.77510129
7200	2559454.42988478
7300	2575120.37671125
7400	2580885.41369483
7500	2595461.57428458
7600	2609673.60753925
7700	2623332.28831391
7800	2634002.87414458
7900	2647448.26095591
8000	2660862.77425191
8100	2673401.81655421
8200	2681083.84042585
8300	2693797.98182125
8400	2704878.47587344
8500	2717635.53390019
8600	2727297.04861919
8700	2738920.45461771
8800	2748348.36853539
8900	2757404.67289881
9000	2766583.03743245
9100	2775587.90902774
9200	2783721.58448623
9300	2792579.69222267
9400	2803223.88500442
9500	2812798.68865251
9600	2820837.3416348
9700	2827269.77990241
9800	2836749.60617784
9900	2843142.2217895
10000	2852695.62513273
10100	2861310.33799684
10200	2864415.95761512
10300	2873892.84034216
10400	2882532.72411389
10500	2887866.03701
10600	2893503.29650613
10700	2901673.5125698
10800	2908894.29129138
10900	2917041.54484868
11000	2921925.53486458
11100	2928605.69915504
11200	2935293.02219832
11300	2941313.91160006
11400	2948134.89048113
11500	2955414.53532724
11600	2960327.90606108
11700	2965191.47125113
11800	2972412.26503947
11900	2978405.20309601
12000	2984457.76165875
12100	2989960.83053909
12200	2996095.63081712
12300	3001850.35156597
12400	3003661.98328046
12500	3010847.83651631
12600	3017674.96872614
12700	3022934.89887237
12800	3026343.09061972
12900	3032809.96577122
13000	3038644.05101999
13100	3043886.49768398
13200	3047918.71086753
13300	3053665.06478692
13400	3059919.49785748
13500	3064160.64605846
13600	3069741.1964815
13700	3075786.8756828
13800	3078984.95316094
13900	3085657.13989638
14000	3089579.35883207
14100	3096052.38600793
14200	3101162.97810956
14300	3105484.55267822
14400	3111965.70362211
14500	3114742.5704197
14600	3120376.00042738
14700	3126918.15673312
14800	3130626.03670191
14900	3135021.15930679
15000	3141709.22027204
15100	3147041.26578518
15200	3153315.34222867
15300	3156421.07413236
15400	3161856.43593632
15500	3168651.22619134
15600	3173304.06282679
15700	3178987.73161797
15800	3185978.65755595
15900	3191178.99087587
16000	3195618.23017406
16100	3202728.20396629
16200	3209480.92496401
16300	3213594.27137686
16400	3219454.91260914
16500	3224428.19569076
16600	3230912.44432019
16700	3237497.79123258
16800	3243030.17129742
16900	3248059.49067053
17000	3255380.70961401
17100	3263718.91369872
17200	3266733.51990433
17300	3274213.20218864
17400	3280384.59810554
17500	3288239.67619337
17600	3293569.67286457
17700	3300683.45095881
17800	3308336.45778107
17900	3313453.37859314
18000	3321278.36645459
18100	3329698.28018816
18200	3335794.63112184
18300	3343635.89104485
18400	3350499.14630484
18500	3357573.77986083
18600	3367261.10838928
18700	3374626.48425544
18800	3381214.14062986
18900	3387958.19334904
19000	3395454.91616507
19100	3402159.83744814
19200	3410336.3887534
19300	3418692.12436509
19400	3425763.00735993
19500	3433202.03024398
19600	3441840.26408995
19700	3449923.42797247
19800	3459435.82938199
19900	3468517.62255462
20000	3476573.80593966
20100	3486067.94774386
20200	3495089.57794896
20300	3505480.30396978
20400	3513891.4206255
20500	3522973.63235596
20600	3531269.01248594
20700	3539943.87392048
20800	3546955.29541791
20900	3555273.69464698
21000	3566117.55178996
21100	3575826.66657967
21200	3586860.33269713
21300	3597213.87711314
21400	3606308.79760288
21500	3615643.58920801
21600	3626508.94382602
21700	3635191.42247539
21800	3646913.22755491
21900	3655545.51799142
22000	3665812.09799283
22100	3677454.73357035
22200	3686717.89579865
22300	3696461.13978755
22400	3706317.75156121
22500	3715070.17495668
22600	3722203.60147236
22700	3732050.62656674
22800	3740780.03068555
22900	3748970.93472981
23000	3758160.74123976
