# Te	Ce
# K	J/(m^3K)
600	154192.998676215
700	180433.190742972
800	201506.270001995
900	228962.004168443
1000	250946.65927677
1100	269381.903331371
1200	289728.228316515
1300	309829.112927364
1400	325477.872584816
1500	341227.130284372
1600	356724.244429425
1700	374925.464934139
1800	390405.739461113
1900	405784.204097708
2000	419463.91760712
2100	433064.987663354
2200	448050.711292219
2300	460215.334680506
2400	474312.39318867
2500	489066.995005231
2600	501248.917694327
2700	513347.664165611
2800	528165.632674829
2900	537458.552392156
3000	553707.053345136
3100	563978.400266712
3200	578149.456890832
3300	591361.350051915
3400	604578.720867039
3500	617662.759042482
3600	630092.004457084
3700	642271.691336999
3800	657402.115494755
3900	669653.19777289
4000	684441.445218
4100	698249.038636078
4200	713377.185486606
4300	726240.285824199
4400	743164.546136656
4500	757402.614087546
4600	772852.761798884
4700	790598.750188167
4800	805127.303092389
4900	821826.81907295
5000	837747.820015541
5100	855320.806280899
5200	873315.358969432
5300	886897.958315215
5400	908320.394302049
5500	925382.651882892
5600	943738.394852799
5700	960486.276502348
5800	981661.338621595
5900	998679.718455367
6000	1019661.05582505
6100	1037002.23142213
6200	1054700.93643814
6300	1076467.06010215
6400	1097549.81452358
6500	1116976.9327307
6600	1133475.63076347
6700	1155631.39758921
6800	1177124.80014192
6900	1197941.01824216
7000	1216361.43427979
7100	1239158.3974072
7200	1258991.01066523
7300	1277821.44218467
7400	1299877.62468894
7500	1321473.8076672
7600	1341779.47306165
7700	1362915.65035759
7800	1385700.74545184
7900	1402170.63221885
8000	1427483.47738577
8100	1447973.38619438
8200	1467693.21600825
8300	1490018.19651587
8400	1508318.47537802
8500	1529323.66980111
8600	1551074.48972354
8700	1571034.15611789
8800	1586850.89845784
8900	1610090.08053149
9000	1628363.33249005
9100	1647932.31029298
9200	1665988.04989401
9300	1686873.34896658
9400	1705727.61892661
9500	1725229.49503507
9600	1744403.0130942
9700	1759118.09992774
9800	1779682.24873321
9900	1799987.51655827
10000	1816705.74165442
10100	1836835.36170223
10200	1855252.40501091
10300	1871491.94376046
10400	1890815.61948378
10500	1905672.62096392
10600	1924868.88650216
10700	1943193.7058297
10800	1960867.50677388
10900	1977113.99873689
11000	1995888.27052446
11100	2011716.46733087
11200	2029761.37112688
11300	2047403.59523955
11400	2061755.31828231
11500	2081462.75206904
11600	2098198.69043142
11700	2114563.42886692
11800	2131576.49179821
11900	2148642.08218529
12000	2163489.58218547
12100	2180479.58579279
12200	2195880.23181007
12300	2212845.68172866
12400	2228038.37376853
12500	2242161.56530299
12600	2258080.94306194
12700	2273052.16121798
12800	2286120.01588524
12900	2303053.2511519
13000	2316676.16959311
13100	2331817.1190785
13200	2346460.62948397
13300	2362908.02449421
13400	2376992.21822142
13500	2391290.1305225
13600	2406524.49601637
13700	2420884.91068743
13800	2433358.35003078
13900	2447885.18966732
14000	2462091.89899869
14100	2475014.57370269
14200	2489615.59821629
14300	2502502.61403884
14400	2515296.78836522
14500	2528076.64291322
14600	2542464.86956144
14700	2555562.59493077
14800	2567681.48824532
14900	2580102.16957372
15000	2593307.6299778
15100	2605106.91255081
15200	2616615.28810742
15300	2630071.5865915
15400	2640519.24069112
15500	2653205.12810949
15600	2663916.89536502
15700	2675201.56951102
15800	2684762.14851404
15900	2696980.7579028
16000	2706829.36878953
16100	2716880.14546665
16200	2726783.94891559
16300	2734801.30077867
16400	2744743.24163571
16500	2752464.42887622
16600	2761241.79870289
16700	2769006.85347104
16800	2773642.87305543
16900	2780713.42698443
17000	2786542.26915952
17100	2791827.08709271
17200	2796695.7870474
17300	2801925.16799846
17400	2807135.6771873
17500	2809988.48636785
17600	2813704.08501111
17700	2816589.33948434
17800	2819195.96750963
17900	2820589.09932105
18000	2822715.43660184
18100	2823338.08300791
18200	2823242.38991121
18300	2822571.19405306
18400	2819002.92836861
18500	2818475.58804316
18600	2818810.04412619
18700	2819484.47020796
18800	2820051.11556573
18900	2820054.75319795
19000	2819598.54684965
19100	2818944.20823961
19200	2818412.18224233
19300	2818247.37933418
19400	2816382.46376586
19500	2814563.62787729
19600	2813066.4880236
19700	2810281.27064531
19800	2805636.28998825
19900	2802114.880921
20000	2793601.81580889
