# Te	Ce
# K	J/(m^3K)
700	36663.0088975722
800	52306.959391654
900	61134.0605053861
1000	69961.1616191181
1100	78788.2627328502
1200	87615.3638465822
1300	96442.4649603143
1400	105269.566074046
1500	114096.667187778
1600	122170.335308531
1700	131226.201443159
1800	139891.348688435
1900	149080.660570835
2000	157804.991945919
2100	165616.028174492
2200	174258.048469444
2300	182942.248461242
2400	192086.124027764
2500	199849.489684805
2600	208077.03025776
2700	217397.488469675
2800	225232.862255351
2900	234057.864782931
3000	241762.073357345
3100	250637.368818061
3200	258405.666443445
3300	266475.59648503
3400	274534.72766973
3500	282784.931485412
3600	291644.134344205
3700	299179.525944132
3800	307915.673127068
3900	315305.510489279
4000	324038.987886877
4100	332060.038673576
4200	340356.759395935
4300	348455.587094971
4400	355404.143378381
4500	364617.690967525
4600	372470.66558213
4700	380162.963275294
4800	388869.468757011
4900	396957.119521287
5000	404664.937665563
5100	412389.999821106
5200	421338.195461046
5300	429486.927438957
5400	437635.659416868
5500	444532.457121502
5600	453488.166240874
5700	462444.007003991
5800	470332.631632566
5900	478314.490730739
6000	487879.598029962
6100	496441.038117904
6200	504576.905015584
6300	513841.461670254
6400	521811.973870761
6500	531536.576191812
6600	540385.043615606
6700	549208.28950549
6800	556332.968329911
6900	567693.732772692
7000	576963.920151429
7100	586214.053369389
7200	595090.328387773
7300	604800.555367343
7400	615123.308666857
7500	625471.936348196
7600	635460.884223673
7700	643706.060818043
7800	655734.571410466
7900	667135.642622302
8000	677302.550123919
8100	689061.480343855
8200	699340.332928241
8300	712308.571862052
8400	724103.506866873
8500	735542.025631812
8600	747332.425659319
8700	759818.79729809
8800	772702.544382524
8900	786575.99455263
9000	799053.376570921
9100	813050.8897695
9200	825596.010651815
9300	839906.816842391
9400	854805.249885665
9500	868665.645540429
9600	883530.645682126
9700	899523.180271578
9800	914014.505966367
9900	929297.105842736
10000	947309.83085706
10100	963700.345139796
10200	978679.794994405
10300	997726.148194263
10400	1014888.18563819
10500	1032714.77226663
10600	1049767.85416298
10700	1068950.67716236
10800	1086461.78743015
10900	1104847.6832474
11000	1126223.73902289
11100	1144373.41796202
11200	1165402.41583894
11300	1185935.39040489
11400	1207010.49748843
11500	1227146.84311027
11600	1249093.19026147
11700	1270323.65629391
11800	1289869.28098722
11900	1310521.42258773
12000	1335628.2063571
12100	1358442.35559419
12200	1378818.37657764
12300	1402841.01564517
12400	1427995.49382539
12500	1450542.95060458
12600	1473923.78146354
12700	1498539.76010469
12800	1523966.41703826
12900	1547706.41477254
13000	1572208.94123135
13100	1593935.24570441
13200	1622873.09307409
13300	1646960.0310749
13400	1671737.43253288
13500	1699108.89386899
13600	1723839.85673513
13700	1749936.07964327
13800	1773862.18802741
13900	1802164.31845182
14000	1827873.47307889
14100	1854232.3445365
14200	1876529.87340572
14300	1906771.92527293
14400	1932324.66268909
14500	1958226.18570503
14600	1983429.4045838
14700	2012370.00947138
14800	2038831.16600675
14900	2064109.0341094
15000	2089842.84428916
15100	2118397.84479835
15200	2144930.79758411
15300	2167324.76561867
15400	2193254.277206
15500	2224267.32893871
15600	2250657.37820449
15700	2275176.87302455
15800	2300947.83203613
15900	2329362.73925966
16000	2354913.42675333
16100	2381531.01226238
16200	2404174.96367448
16300	2430770.73012628
16400	2459062.58205855
16500	2484057.23869587
16600	2510155.0888912
16700	2534867.80493882
16800	2560824.70875601
16900	2585530.48037172
17000	2609731.36533184
17100	2635309.13241613
17200	2659634.53614935
17300	2682394.98800434
17400	2705966.35898189
17500	2733733.63317036
17600	2757915.01734104
17700	2782089.24991045
17800	2804738.49035835
17900	2830016.10705126
18000	2849316.75171208
18100	2877106.50934187
18200	2897244.28805118
18300	2920363.86007191
18400	2944650.11233298
18500	2966786.59496248
18600	2984711.86131295
18700	3010524.68200139
18800	3030651.94952073
18900	3053016.00556369
19000	3073867.95655475
19100	3093607.16165251
19200	3115420.53869263
19300	3135227.21610221
19400	3156352.63420445
19500	3176778.09096495
19600	3196841.41712204
19700	3218554.24625756
19800	3238655.65043525
19900	3257365.76357461
20000	3277341.1861918
