# Te	Ce
# K	(m^3K)
300	84.83091783099221
400	123.8336386728277
500	162.8363595146632
600	201.8390803564987
700	240.8418011983342
800	279.8445220401697
900	318.8472428820052
1000	357.8499637238407
1100	396.8526845656762
1200	435.8554054075117
1300	474.8581262493472
1400	513.8608470911827
1500	552.8635679330182
1600	591.8662887748536
1700	630.8690096166893
1800	1.674391108476726e-55
1900	708.8744513003602
2000	1024.838290231925
2100	1870.749215239977
2200	2782.865097394092
2300	3849.884891462481
2400	5108.718199150345
2500	6344.554995337031
2600	7966.677717765524
2700	9780.147916882919
2800	11604.23312911113
2900	13762.78287686339
3000	16080.03072909512
3100	24858.63046405221
3200	35908.2872763665
3300	40898.22740880796
3400	46129.42229589506
3500	51494.78682468979
3600	57290.85184830383
3700	72252.08483175907
3800	84142.99030887526
3900	91909.46298528502
4000	99887.64467530385
4100	111131.1096475284
4200	162483.623136728
4300	188407.5739374864
4400	201809.4403147948
4500	239084.2866771785
4600	253762.0083213915
4700	268543.5833221637
4800	283410.6614688634
4900	298725.3806803975
5000	314130.666180297
5100	329196.8633732646
5200	344157.1582570339
5300	358888.8174423166
5400	374157.1498636807
5500	389594.8121416933
5600	404436.6776376482
5700	419417.9145335732
5800	434049.2047827024
5900	448839.0517777136
6000	463372.9776829813
6100	477400.0821270182
6200	491568.9593221112
6300	505424.5898414738
6400	518932.2549841347
6500	533037.4329192641
6600	546539.9175822485
6700	560011.224025369
6800	573623.2397968345
6900	586649.5513315254
7000	599544.6964410919
7100	612694.2737744943
7200	625347.9551034479
7300	638050.9791163102
7400	651343.7712935123
7500	663959.652686133
7600	675912.1914299277
7700	688234.7811510244
7800	700674.6498252689
7900	712713.4661753922
8000	725229.548143095
8100	737785.687902977
8200	750586.1561057494
8300	762910.6796449133
8400	775060.9308436271
8500	787385.001724891
8600	799966.6772012087
8700	812837.823606253
8800	824874.5807404995
8900	837494.8690058067
9000	850675.3854571905
9100	863870.7894541572
9200	877674.3023865618
9300	891620.1732190639
9400	904728.6475405127
9500	918246.3930480728
9600	933132.8319414903
9700	947602.8372639794
9800	962027.7812394702
9900	977754.949794003
10000	992884.166427803
10100	1008380.894884053
10200	1024335.241585587
10300	1040277.923980868
10400	1056190.504851758
10500	1072116.457421146
10600	1088397.745667377
10700	1105814.578616324
10800	1123722.664267275
10900	1140879.555168445
11000	1158979.962463971
11100	1177939.93988366
11200	1197650.944331652
11300	1216804.180995511
11400	1236005.166125756
11500	1256165.239188605
11600	1275649.701930263
11700	1295422.632625019
11800	1317545.667518999
11900	1338963.80560931
12000	1360014.978549274
12100	1383392.222344681
12200	1406556.884976791
12300	1428241.585849864
12400	1450702.230712739
12500	1474033.452891765
12600	1498098.157905957
12700	1522503.678367775
12800	1546800.529734418
12900	1571977.029019287
13000	1596569.721180073
13100	1621355.157934487
13200	1646104.657294981
13300	1672326.175959007
13400	1699360.77087474
13500	1726218.822250489
13600	1752003.013105524
13700	1777544.299424874
13800	1806075.185543012
13900	1833901.938183648
14000	1861613.381725123
14100	1888705.245386214
14200	1915221.150476106
14300	1944201.979065276
14400	1974097.636246523
14500	2002119.34719963
14600	2028371.6222897
14700	2056936.247544717
14800	2085753.495838504
14900	2115259.102593694
15000	2145187.198218955
15100	2174653.487673898
15200	2202779.339149806
15300	2230957.486722952
15400	2260832.750506051
15500	2289477.374500273
15600	2315838.46638469
15700	2343605.278330927
15800	2373390.687818945
15900	2402677.189439804
16000	2430425.940223137
16100	2458038.995133602
16200	2487962.420123827
16300	2516871.541759865
16400	2545344.915388615
16500	2574049.515687329
16600	2601479.443611065
16700	2628656.249981581
16800	2656200.934272837
16900	2684237.355651674
17000	2712065.971285321
17100	2738370.490950779
17200	2765130.808960701
17300	2792978.592743747
17400	2818927.72599553
17500	2843270.782448593
17600	2868842.942009012
17700	2895048.450083631
17800	2918993.015217825
17900	2942498.292568693
18000	2966921.642772316
18100	2990345.432380748
18200	3013102.184811392
18300	3034035.063606742
18400	3056997.381949767
18500	3078006.706105183
18600	3098196.570026764
18700	3117753.170449729
18800	3136130.898919956
18900	3156205.875331396
19000	3173978.722001066
19100	3191396.273740704
19200	3207200.870641371
19300	3221890.356760162
19400	3236834.439310363
19500	3250280.954775522
19600	3263971.944612216
19700	3276409.112309616
19800	3288923.205394045
19900	3300134.502155153
20000	3310432.220864751
20100	3320478.595068848
20200	3329470.694297541
20300	3335052.557443579
20400	3340540.181366724
20500	3346048.428672559
20600	3350904.251449851
20700	3354579.741451185
20800	3357104.45219987
20900	3359523.44497967
21000	3358890.480356763
21100	3358169.03707756
21200	3356867.788174892
21300	3351499.59267127
21400	3345257.682443532
21500	3340211.567068721
21600	3333274.148054871
21700	3323680.065214999
21800	3315099.037266319
21900	3305200.721800838
22000	3290965.992534717
22100	3275447.724718828
22200	3260248.994573814
22300	3240334.161847655
22400	3219650.044861702
22500	3202024.632376431
22600	3182353.608467153
22700	3158134.046232324
22800	3132430.857041829
22900	3104476.278602113
23000	3073602.019748464
23100	3043088.861772284
23200	3011239.892290956
23300	2976141.432587386
23400	2936120.419306838
23500	2895323.396894443
23600	2853143.882979709
23700	2807667.762539892
23800	2757616.949837493
23900	2708879.3968305
24000	2663822.769916871
24100	2617625.950992704
24200	2569241.506945125
24300	2506641.61975948
24400	2465388.138612424
24500	2421654.660466421
24600	2380644.665812776
24700	2339792.897182382
24800	2299359.681783124
24900	2259300.037751749
25000	2219570.351461771
