# Te	Ce
# K	(m^3K)
400	0
500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	0
1600	0
1700	0
1800	0
1900	0
2000	0
2100	0
2200	0
2300	0
2400	0
2500	0
2600	0
2700	0
2800	0
2900	1.23740542908683E-76
3000	4.21450808634935E-77
3100	1061.10905622864
3200	4053.53676732286
3300	11106.5723826833
3400	17726.9254859442
3500	26732.6826478756
3600	40382.5317217061
3700	49269.4199335983
3800	60175.7104407444
3900	71126.0960170499
4000	82825.9170876578
4100	96667.6220025567
4200	111607.756811208
4300	127013.267889045
4400	144083.598129599
4500	161880.005643525
4600	181069.749666891
4700	200821.27095839
4800	222280.198382882
4900	244752.066939403
5000	267946.871994985
5100	290653.084126587
5200	313966.920464314
5300	341023.24109504
5400	366159.449885452
5500	392699.360312125
5600	422646.871211092
5700	451248.906818712
5800	482339.786036329
5900	514893.101925897
6000	544957.381459302
6100	575341.532027032
6200	606380.72314875
6300	639031.439106196
6400	675459.060443362
6500	709962.851074742
6600	744397.034574011
6700	779609.982909614
6800	814253.02021666
6900	848488.113551234
7000	884278.534187844
7100	922162.327303915
7200	957082.161675633
7300	989873.017802925
7400	1024551.88973085
7500	1065082.20675424
7600	1103690.52103721
7700	1136074.36840121
7800	1169904.29569455
7900	1206774.73316514
8000	1242669.86630254
8100	1278999.22628705
8200	1318678.4945731
8300	1353128.12325488
8400	1387434.40811862
8500	1424920.94463563
8600	1461850.45622975
8700	1500064.20903721
8800	1534267.6427095
8900	1567972.99835645
9000	1600765.18152934
9100	1628944.19423176
9200	1663584.29272046
9300	1702753.94134169
9400	1740020.21996423
9500	1771789.16198471
9600	1803596.96344663
9700	1836749.63766152
9800	1869829.49243453
9900	1901518.0377042
10000	1932655.69272374
10100	1955433.28229951
10200	1987874.68418603
10300	2017165.11366568
10400	2047148.1272249
10500	2077953.63859255
10600	2106538.7130986
10700	2136145.28625054
10800	2165031.471666
10900	2186983.28723335
11000	2217209.60638518
11100	2247294.8306742
11200	2276620.83643565
11300	2304308.34508852
11400	2324807.20475718
11500	2347292.28935598
11600	2373773.45818892
11700	2399723.7991971
11800	2422736.39236952
11900	2445735.53096533
12000	2466823.70931573
12100	2488694.84095118
12200	2512852.85880354
12300	2532856.76371208
12400	2554701.04774353
12500	2577860.67301736
12600	2596276.87862841
12700	2614523.63625306
12800	2635160.96350513
12900	2655180.66740825
13000	2674397.48328074
13100	2690832.67506612
13200	2710291.77500224
13300	2726775.45329469
13400	2744832.61979884
13500	2759687.84466589
13600	2778188.77656514
13700	2793472.75259779
13800	2807853.63848675
13900	2824408.04400432
14000	2839792.58053146
14100	2854951.71257894
14200	2867984.59392095
14300	2882660.93882907
14400	2897545.84968848
14500	2908578.27808853
14600	2921522.54693866
14700	2935600.62715283
14800	2948223.09912961
14900	2959964.05767649
15000	2972358.72800147
15100	2982662.84467961
15200	2994993.19347893
15300	3003769.47380672
15400	3014870.71384027
15500	3026310.83056092
15600	3034710.35095356
15700	3044878.67685115
15800	3054896.43516279
15900	3062377.44951326
16000	3073825.03226919
16100	3081621.35311885
16200	3089529.22527953
16300	3099599.54506635
16400	3105489.39580762
16500	3113519.83425134
16600	3121123.56602293
16700	3127715.11934894
16800	3134002.51343918
16900	3140294.99756093
17000	3147769.46825411
17100	3153560.36657888
17200	3159317.63088392
17300	3166474.62115364
17400	3171305.97994276
17500	3177446.24001967
17600	3182353.04172818
17700	3187769.31058108
17800	3193242.90117514
17900	3196530.19584363
18000	3200874.53629552
18100	3206069.09392673
18200	3210194.38250492
18300	3213590.16116903
18400	3218121.12879724
18500	3221378.44653626
18600	3224888.82686172
18700	3228898.80325137
18800	3231608.74223312
18900	3234521.05378496
19000	3236823.48455468
19100	3240188.75361194
19200	3242751.94660746
19300	3244890.7330721
19400	3247304.8694642
19500	3249400.36959078
19600	3252035.72169051
19700	3254068.99055164
19800	3255157.45389279
19900	3256940.03744546
20000	3258679.34053448
20100	3259975.57126786
20200	3261396.34983191
20300	3262599.49691272
20400	3263502.00344103
20500	3264730.37533255
20600	3265527.4604506
20700	3266197.4150219
20800	3266877.41432759
20900	3267450.43249156
21000	3267815.96814311
21100	3268221.31884736
21200	3268636.84291855
21300	3268804.69618572
21400	3269074.77496166
21500	3268969.4920258
21600	3268846.58434855
21700	3268519.76938608
21800	3268334.3472513
21900	3267924.9685681
22000	3267661.58324905
22100	3267183.37360189
22200	3266587.7585892
22300	3266204.28464686
22400	3265319.35317565
22500	3264542.6543011
22600	3263688.47222093
22700	3262998.2573199
22800	3261877.4498656
22900	3260743.21919897
23000	3259547.15512081
23100	3258192.65652349
23200	3257007.79203573
23300	3255558.38901499
23400	3254031.29802382
23500	3252849.38440932
23600	3251550.5706401
23700	3249885.35906639
23800	3248362.83383489
23900	3246654.97606116
24000	3244954.75174821
24100	3243453.84335864
24200	3241634.02032359
24300	3240380.85518434
24400	3238371.80883822
24500	3236391.03021797
24600	3234530.45503604
24700	3232997.59765856
24800	3230874.39151155
24900	3228803.31403574
25000	3226485.37216323
