# Te	Ce
# K	(m^3K)
400	0
500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	0
1600	0
1700	0
1800	0
1900	0
2000	0
2100	0
2200	0
2300	0
2400	0
2500	0
2600	0
2700	0
2800	0
2900	0
3000	0
3100	0
3200	0
3300	0
3400	0
3500	0
3600	0
3700	0
3800	1.40935364926923E-170
3900	2.62197540915508E-171
4000	0
4100	3445.18705101459
4200	3540.99883772774
4300	4387.63625773905
4400	6030.4049261453
4500	14218.301233148
4600	25232.432080664
4700	30122.3246297846
4800	33580.3789665505
4900	40486.1802595665
5000	43761.2362269324
5100	49117.0563140161
5200	56481.4864405909
5300	59801.4489248766
5400	68148.0669114774
5500	76499.4801599133
5600	82097.9990418373
5700	91145.3105236413
5800	97464.5653276724
5900	103949.912945565
6000	113183.84673582
6100	119469.607798488
6200	129571.119332001
6300	139760.010204735
6400	151894.640753439
6500	164752.579912273
6600	176056.598900953
6700	187879.716634503
6800	199286.431897482
6900	208140.646073206
7000	221279.611900782
7100	234337.62281801
7200	248029.075023583
7300	261979.836129869
7400	276279.350443178
7500	290909.088108294
7600	300412.042637533
7700	315814.494958155
7800	331609.110526618
7900	348334.895582196
8000	365549.836271589
8100	382985.705371464
8200	400119.170764051
8300	412583.421653896
8400	431157.54108973
8500	450713.88782484
8600	470422.73084067
8700	489302.544419679
8800	503623.933350813
8900	524770.490070824
9000	546181.553948254
9100	566371.229380765
9200	567844.857841963
9300	590391.271728812
9400	613280.599442503
9500	636040.548245131
9600	651545.514352608
9700	675755.540211213
9800	700156.059804351
9900	716018.92500761
10000	732161.15868408
10100	750623.449153088
10200	776537.666266568
10300	793450.154617263
10400	819131.683683762
10500	838270.389714837
10600	862088.57428165
10700	874185.020928395
10800	901695.203110075
10900	926299.558657629
11000	938503.475393823
11100	966137.029794658
11200	984717.334811182
11300	1004310.20776521
11400	1024956.23144672
11500	1051782.71334358
11600	1071338.33483966
11700	1092765.69264724
11800	1110548.50648336
11900	1133043.44231259
12000	1161231.57918668
12100	1171521.72162617
12200	1193952.14375301
12300	1222702.32439108
12400	1242076.41622671
12500	1255695.409785
12600	1282931.840978
12700	1306473.59270466
12800	1324551.57061546
12900	1338091.46019962
13000	1369685.73118733
13100	1394073.43424203
13200	1401458.76539519
13300	1431130.19214709
13400	1451605.78359412
13500	1465013.55599437
13600	1485251.42818065
13700	1516242.37795296
13800	1532700.34248596
13900	1549178.92549687
14000	1578441.22671317
14100	1588695.04635863
14200	1613182.91442344
14300	1631969.15992587
14400	1653046.10159974
14500	1673411.56815837
14600	1695347.50997394
14700	1714537.4651817
14800	1729699.14861548
14900	1757193.1771611
15000	1769160.85416
15100	1792969.60283382
15200	1803378.88552347
15300	1832542.80351023
15400	1850978.22051106
15500	1866751.39378179
15600	1891610.64213773
15700	1905873.787497
15800	1926887.3902
15900	1939738.35301766
16000	1959011.22351409
16100	1979992.06630997
16200	1999172.3599291
16300	2011693.7309214
16400	2040633.74860557
16500	2049414.8495351
16600	2073378.6460484
16700	2095596.55825455
16800	2103896.48060355
16900	2129459.49467868
17000	2147820.95708942
17100	2160219.5157933
17200	2182499.07148432
17300	2190687.75404352
17400	2212976.2882161
17500	2236295.11933687
17600	2242576.66453473
17700	2269375.27318946
17800	2284657.46602861
17900	2298989.45381985
18000	2317735.47991094
18100	2334291.3139272
18200	2348044.91213509
18300	2371720.87925568
18400	2376522.82439735
18500	2402846.48262784
18600	2412143.51660853
18700	2432376.51044571
18800	2447471.09465094
18900	2466980.54417996
19000	2482473.12933373
19100	2496151.15956279
19200	2516564.45707261
19300	2529792.70721558
19400	2546248.10661856
19500	2563651.99682527
19600	2578507.86322128
19700	2592295.55316678
19800	2607110.63950392
19900	2618560.328149
20000	2641724.6628255
20100	2650227.12655253
20200	2668289.30141345
20300	2684350.83690341
20400	2698981.90519413
20500	2709908.29519701
20600	2732896.19743756
20700	2739500.11943832
20800	2758455.92177411
20900	2777372.45079039
21000	2782222.13358679
21100	2803450.99812592
21200	2818333.27755
21300	2827464.89737783
21400	2842804.14527644
21500	2863399.10712381
21600	2870566.8282697
21700	2887349.82428972
21800	2904857.36354941
21900	2915171.29515809
22000	2928980.8965569
22100	2942341.65286944
22200	2957505.52498008
22300	2969650.99930448
22400	2984136.87523763
22500	2996348.54590058
22600	3010621.19734521
22700	3029084.36497821
22800	3034863.64038188
22900	3049346.38349255
23000	3066402.47844546
23100	3079361.44780832
23200	3091069.56561984
23300	3097690.82589088
23400	3115503.17118862
23500	3132234.98524573
23600	3142273.67883248
23700	3154874.48424449
23800	3169807.85385449
23900	3176651.39848291
24000	3192714.0210854
24100	3206756.53044134
24200	3212885.44528106
24300	3228059.93647942
24400	3242584.1938629
24500	3251669.47007522
24600	3265903.09175678
24700	3279771.98964546
24800	3292466.87407666
24900	3297074.20987119
25000	3310123.84341355
