# Te	Ce
# K	(m^3K)
400	0
500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	0
1600	0
1700	0
1800	0
1900	0
2000	0
2100	0
2200	0
2300	21289.3646417335
2400	29133.7176708681
2500	35741.62776875
2600	45756.6798284266
2700	58089.697790294
2800	68447.2669652528
2900	79506.809748867
3000	93485.5045838431
3100	108162.475423177
3200	121622.789723612
3300	136469.217227728
3400	153454.797843627
3500	169614.410700805
3600	185768.487095332
3700	202571.762620659
3800	220004.593507356
3900	237730.520136104
4000	255594.245823823
4100	273498.308966403
4200	292925.586810323
4300	312731.666225588
4400	331073.309605264
4500	349220.465403711
4600	368160.625411085
4700	387179.557111443
4800	406885.454490198
4900	425364.849627925
5000	443971.618786858
5100	463054.308693873
5200	481401.120798744
5300	500118.45569416
5400	518333.886220886
5500	535518.383986013
5600	553445.383454781
5700	571877.408903172
5800	589920.108127165
5900	607893.280519904
6000	624555.868384316
6100	641168.412918947
6200	658378.07802923
6300	675039.092969711
6400	691391.189373578
6500	708309.274883306
6600	724414.996530288
6700	740983.88620956
6800	758026.316089971
6900	773529.102978289
7000	788523.771904773
7100	804128.599700124
7200	818299.447930749
7300	832921.530112217
7400	848736.718034066
7500	863743.36895987
7600	878973.727573848
7700	893410.074034805
7800	907161.774605954
7900	921345.007117588
8000	935561.072755919
8100	950463.465100117
8200	964805.410344134
8300	978400.464761165
8400	992061.764472179
8500	1005536.06214079
8600	1019446.92302298
8700	1032498.84482558
8800	1045814.20026855
8900	1059786.71509863
9000	1072918.65864785
9100	1086555.8717216
9200	1100311.06448699
9300	1112708.31997009
9400	1126071.27508967
9500	1139486.85179447
9600	1151410.81877798
9700	1164450.37695816
9800	1177628.46159788
9900	1190828.16514022
10000	1203580.02812288
10100	1216424.84672088
10200	1229836.62091266
10300	1241813.95898393
10400	1254286.55505937
10500	1267406.75672858
10600	1280221.05530961
10700	1293497.00624396
10800	1306284.83555889
10900	1318706.46004874
11000	1331646.42521674
11100	1344208.44706459
11200	1356944.23976591
11300	1369563.43790746
11400	1380373.80858671
11500	1393747.71492654
11600	1405547.85605149
11700	1419158.31379345
11800	1430958.94302252
11900	1443237.13622907
12000	1456084.82342238
12100	1469434.27832284
12200	1482633.42837965
12300	1491692.99276359
12400	1505915.35688307
12500	1520247.64833297
12600	1532952.20720337
12700	1546768.23297352
12800	1559739.92924826
12900	1570485.72899812
13000	1582021.38885003
13100	1595631.55196998
13200	1607967.67454302
13300	1621714.20504358
13400	1635473.73581682
13500	1647631.58160229
13600	1657404.82094532
13700	1670926.21481468
13800	1684549.39304703
13900	1698598.03191612
14000	1711733.59425913
14100	1726916.13437561
14200	1737886.81000243
14300	1750485.71417644
14400	1764423.24386147
14500	1777485.22086604
14600	1790334.89274421
14700	1803087.79010442
14800	1815742.9973769
14900	1829027.61949392
15000	1842616.9200159
15100	1855988.72338149
15200	1868135.61839417
15300	1880992.78426436
15400	1892500.05305715
15500	1905611.62114611
15600	1918914.90771746
15700	1933541.18331518
15800	1944272.81512611
15900	1959574.58516385
16000	1971466.35755561
16100	1986524.05196945
16200	2001063.04192549
16300	2012179.07341504
16400	2027296.12128933
16500	2040215.48442585
16600	2055592.2205653
16700	2068779.89104764
16800	2080302.02249181
16900	2093062.26646316
17000	2106072.02977378
17100	2119724.67921546
17200	2133951.38415552
17300	2144917.97195393
17400	2160715.62372124
17500	2173421.20446963
17600	2188033.51154419
17700	2200024.82054856
17800	2213407.9817078
17900	2225262.70643774
18000	2237863.35460324
18100	2249013.73489038
18200	2262921.84187047
18300	2275667.31197489
18400	2289028.6955132
18500	2301427.49745522
18600	2314132.07011093
18700	2329854.83276324
18800	2342998.29691632
18900	2355851.31206911
19000	2366117.20351687
19100	2380887.74485241
19200	2394349.53644793
19300	2407957.70252398
19400	2419110.55649177
19500	2433015.17450696
19600	2447579.06412255
19700	2457651.4505769
19800	2471589.9210289
19900	2482748.52110159
20000	2495433.85353761
20100	2506393.96163425
20200	2520710.70492451
20300	2534762.39854344
20400	2543206.1437525
20500	2555597.07886861
20600	2568710.07762283
20700	2580840.27809994
20800	2591837.50468127
20900	2605267.02635073
21000	2619305.58077802
21100	2630960.86575805
21200	2640356.70531474
21300	2651598.00096968
21400	2665650.23011924
21500	2681605.89880101
21600	2690993.08691025
21700	2702988.90707034
21800	2714888.90681831
21900	2726748.24444404
22000	2737810.41742542
22100	2745720.94178865
22200	2759289.24685956
22300	2767868.29852829
22400	2780256.9724326
22500	2793638.66656059
22600	2805424.61282204
22700	2817028.82657341
22800	2825332.53428357
22900	2833303.87685421
23000	2841806.93395851
23100	2853472.3652476
23200	2864827.19593951
23300	2875741.36173311
23400	2886567.16322658
23500	2896494.8678666
23600	2907390.07949448
23700	2914831.17631395
23800	2927268.29213441
23900	2942433.96942444
24000	2948613.6106023
24100	2957167.3197383
24200	2964112.45995351
24300	2976593.05822979
24400	2985530.6857397
24500	2996272.41881098
24600	3002581.75251154
24700	3012455.14762878
24800	3022139.05250401
24900	3029471.96551287
25000	3039384.2609446
25100	3046938.63164912
25200	3055715.49138616
25300	3060848.90104532
25400	3068973.32621607
25500	3077451.50630361
25600	3084075.63743745
25700	3089849.8805529
25800	3096561.00231931
25900	3106470.0827308
26000	3112717.37767496
26100	3124778.4400069
26200	3136415.08743775
26300	3145580.46899225
26400	3156821.38867991
26500	3162719.20079996
26600	3169277.57963392
26700	3171703.53441842
26800	3181804.618776
26900	3188842.67976534
27000	3194925.64567264
27100	3199762.90707713
27200	3202559.17986504
27300	3208012.02965801
27400	3219139.37803396
27500	3225371.97898386
27600	3235526.2867772
27700	3246584.27539605
27800	3257544.42868268
27900	3262707.56115607
28000	3271926.68310319
28100	3279862.97572432
