# Te	Ce
# K	(m^3K)
400	5.16057281508891E-157
500	5.07330761913987E-157
600	4.98604242319084E-157
700	4.8987772272418E-157
800	4.81151203129276E-157
900	4.72424683534372E-157
1000	4.63698163939468E-157
1100	4.54971644344564E-157
1200	4.46245124749661E-157
1300	4.37518605154757E-157
1400	4.28792085559853E-157
1500	4.20065565964949E-157
1600	4.11339046370045E-157
1700	4.02612526775142E-157
1800	3.93886007180238E-157
1900	3.85159487585334E-157
2000	3.7643296799043E-157
2100	3.67826109154631E-157
2200	1031.23381777803
2300	3519.00063826554
2400	5400.89175457527
2500	6896.67440543571
2600	9217.96031549058
2700	11507.1522354122
2800	14564.3132718208
2900	17771.7485346626
3000	35731.8992570626
3100	46529.1701749014
3200	57764.9285392714
3300	67524.3328051529
3400	85545.217864099
3500	98030.4321965771
3600	110518.494342536
3700	126334.827589376
3800	143799.49662815
3900	158077.83461771
4000	176678.032085947
4100	195699.342680665
4200	211462.248151346
4300	233937.00826013
4400	252473.777386041
4500	270838.250634734
4600	294610.813615949
4700	314896.424926037
4800	334900.856647154
4900	354494.896472508
5000	375314.771285606
5100	396357.265942439
5200	417443.176084082
5300	437358.647015993
5400	458170.580600285
5500	480326.391663799
5600	500977.868563603
5700	520817.659840183
5800	541714.792867075
5900	562946.135377922
6000	582963.210553201
6100	602561.027784848
6200	622418.765133244
6300	642286.112748629
6400	662689.42887381
6500	682842.583313281
6600	702037.379760937
6700	720740.352839724
6800	739875.706240994
6900	758578.212168572
7000	776149.669240139
7100	793854.675942249
7200	811081.841296803
7300	828700.561334468
7400	845262.182203986
7500	861212.541699516
7600	877721.265953928
7700	893651.933128012
7800	908872.010059085
7900	924624.35104288
8000	939780.952836376
8100	954166.098668269
8200	967544.508355403
8300	981288.614202118
8400	994887.208239813
8500	1008520.93437966
8600	1022180.04358079
8700	1033732.00540599
8800	1046674.84763945
8900	1059192.56948745
9000	1069981.03594127
9100	1081322.82437638
9200	1092942.77265401
9300	1104079.26463365
9400	1114324.65083095
9500	1124669.76093774
9600	1135051.46789659
9700	1144919.72297115
9800	1154315.46200576
9900	1163996.48443164
10000	1173855.50476206
10100	1182863.75993734
10200	1191733.62611708
10300	1200150.25932732
10400	1208782.55266181
10500	1217326.0654828
10600	1225225.58094546
10700	1233549.7281777
10800	1241754.2330864
10900	1249299.26259214
11000	1255550.10402752
11100	1263187.12387292
11200	1271024.70176427
11300	1277953.18210788
11400	1285289.1813074
11500	1292271.86970731
11600	1298627.46355813
11700	1304664.25773637
11800	1311441.50180907
11900	1317650.10236008
12000	1323329.8284841
12100	1329838.53783984
12200	1335489.91879049
12300	1340983.24396931
12400	1347089.38410811
12500	1352450.54775857
12600	1357991.39550093
12700	1364028.490995
12800	1369338.47313727
12900	1374506.19897303
13000	1379839.43518398
13100	1385469.56542958
13200	1389772.45076654
13300	1395022.62874459
13400	1400431.6114667
13500	1404963.79506985
13600	1409194.25831632
13700	1414488.263897
13800	1419549.07222655
13900	1424405.86457752
14000	1428166.0439666
14100	1433132.64263054
14200	1438267.32022743
14300	1442751.72311824
14400	1447636.79337304
14500	1452246.20786635
14600	1456275.09159444
14700	1459835.46032198
14800	1464351.98372179
14900	1469276.20493905
15000	1473226.65849767
15100	1477680.18963336
15200	1481745.2410742
15300	1486253.81965963
15400	1490434.02462402
15500	1494586.72277143
15600	1499153.12727068
15700	1502386.25953579
15800	1506959.33955244
15900	1511450.49355042
16000	1515268.58571918
16100	1519450.30661393
16200	1522447.18208619
16300	1526360.74785363
16400	1530759.7298873
16500	1534544.33070855
16600	1537938.53593281
16700	1542319.50014079
16800	1546424.77941257
16900	1550002.16627112
17000	1553667.76502707
17100	1557370.02405214
17200	1561046.21779188
17300	1564921.86838672
17400	1568843.64760738
17500	1571510.90219328
17600	1575175.41660595
17700	1579158.27865443
17800	1582973.54795139
17900	1586208.68866221
18000	1589867.51597025
18100	1593358.90841351
