# Te	Ce
# K	(m^3K)
300	181.66294599779
400	242.2172613303867
500	302.7715766629834
600	363.32589199558
700	423.8802073281768
800	484.4345226607735
900	544.9888379933701
1000	605.5431533259668
1100	666.0974686585635
1200	726.6517839911601
1300	787.2060993237568
1400	847.7604146563535
1500	908.3147299889503
1600	968.869045321547
1700	1029.423360654143
1800	1089.97767598674
1900	1150.531991319337
2000	1211.086306651934
2100	2.83043314531757e-45
2200	1332.194937317127
2300	2362.834813852121
2400	3717.773837543433
2500	4892.325253372897
2600	5720.01267973604
2700	7299.473599573963
2800	8978.054658905976
2900	10706.60699697331
3000	12498.27892759501
3100	14502.82015640544
3200	16916.90511367883
3300	25858.37071937303
3400	29237.40870723976
3500	32933.85645792777
3600	36596.27516131035
3700	47319.39911741948
3800	55620.34139490612
3900	60427.24497444376
4000	65671.04090663543
4100	71207.36105115822
4200	76945.06964745569
4300	82579.51931486964
4400	96874.02993006574
4500	125256.1950056591
4600	179645.7445453084
4700	210874.0326573715
4800	222891.6244942691
4900	234945.286085879
5000	247202.6182254037
5100	258989.0978316148
5200	271102.874953345
5300	283618.5905815748
5400	295773.0407101747
5500	307613.2431038852
5600	319664.1790101471
5700	331843.6298673758
5800	343455.4448276981
5900	355368.1782467779
6000	367561.7306157775
6100	379543.0806893128
6200	390766.2082455052
6300	402659.6637450765
6400	415010.9146780138
6500	425497.5997632262
6600	436432.8048584281
6700	448417.9588863134
6800	459731.4158278129
6900	470894.0030294709
7000	481844.6176279114
7100	492813.4137744421
7200	503973.6601583823
7300	514708.1514496038
7400	526110.9938519984
7500	537039.2126378512
7600	547711.1507607629
7700	558453.6217089851
7800	569240.3418439624
7900	579608.8892868871
8000	589442.2045823639
8100	599205.2797338095
8200	610139.2562634934
8300	621582.812829823
8400	630978.0191949198
8500	640634.2539062572
8600	650899.1502747517
8700	660863.2672542434
8800	670774.1310705957
8900	681167.5796089557
9000	690795.1305139615
9100	700101.0326372506
9200	710375.0707986497
9300	720453.0360219436
9400	729730.1845953497
9500	739306.0041051426
9600	750117.6284746767
9700	760720.925576048
9800	770353.8564547735
9900	779987.162962148
10000	789267.5584513114
10100	799339.1421216351
10200	809106.5609270242
10300	817950.7309791852
10400	827429.3311254436
10500	836332.9547141433
10600	846795.0142067818
10700	856921.1875853654
10800	866604.8227196565
10900	876029.2218116779
11000	885202.5028502174
11100	895134.7616274252
11200	905602.0981492199
11300	916048.8064563561
11400	925812.6573999139
11500	935610.7987317815
11600	946307.5504099639
11700	955920.3241510009
11800	966390.5879024189
11900	977230.7156321565
12000	985921.0273236878
12100	996189.8596643911
12200	1006820.432963474
12300	1017223.580345252
12400	1027259.650553857
12500	1037696.339455017
12600	1048671.327089218
12700	1059788.249992728
12800	1070466.893785313
12900	1080807.891693151
13000	1091969.315969684
13100	1101296.790968766
13200	1111458.909440139
13300	1122488.558985049
13400	1133683.000320508
13500	1146231.437687228
13600	1157526.159418611
13700	1168392.684305682
13800	1179679.70721054
13900	1189835.955476116
14000	1202125.820320932
14100	1212852.659750936
14200	1223960.465112237
14300	1236492.205132898
14400	1247848.83933973
14500	1258667.122893221
14600	1270780.928739776
14700	1283443.139353792
14800	1294854.76876494
14900	1306704.324454057
15000	1319093.307085027
15100	1329214.935254991
15200	1342037.335184563
15300	1354432.622769643
15400	1365856.823121884
15500	1378201.54786209
15600	1391022.712222427
15700	1402908.519196865
15800	1414900.136674671
15900	1427779.317791835
16000	1439655.047681384
16100	1452497.375506201
16200	1465331.326900759
16300	1477632.940144141
16400	1490186.985199614
16500	1502356.26975259
16600	1514962.74035615
16700	1527011.477357573
16800	1538129.705111854
16900	1550564.298426528
17000	1562477.235648492
17100	1575733.089425009
17200	1588872.238659766
17300	1601242.685439199
17400	1613924.120124564
17500	1625281.809179256
17600	1637066.864717947
17700	1649513.500943343
17800	1662535.648358847
17900	1675770.791794225
18000	1687751.407898159
18100	1700313.395127158
18200	1711470.548642104
18300	1722659.29676838
18400	1735191.778871214
18500	1747716.991621892
18600	1759999.916352728
18700	1770709.001666985
18800	1781441.112523492
18900	1794009.649152706
19000	1805511.16023229
19100	1815563.053841377
19200	1826444.419249194
19300	1837500.55778984
19400	1848358.422444831
19500	1859835.764994508
19600	1870367.27031418
19700	1880027.403917912
19800	1889675.942238594
19900	1899715.270182309
20000	1909877.015737943
20100	1918485.246739394
20200	1927787.833203278
20300	1937194.420045156
20400	1947065.282264683
20500	1956176.094371856
20600	1964346.181233418
20700	1972575.900228973
20800	1980350.88185731
20900	1987638.14955517
21000	1994974.966845802
21100	2001954.789768388
21200	2008324.982332985
21300	2014672.131278826
21400	2020659.443258309
21500	2026074.927816911
21600	2031042.094379098
21700	2035476.115830439
21800	2039603.764635615
21900	2043375.675127529
22000	2046563.661889148
22100	2049103.243932033
22200	2051296.392719658
22300	2052963.438089895
22400	2053796.937131049
22500	2053826.785094037
