# Te	Ce
# K	(m^3K)
18100	1458595.52225103
18200	1460971.39194508
18300	1463588.49001146
18400	1466587.26971358
18500	1468629.88047547
18600	1470620.15588622
18700	1473636.00824096
18800	1475864.00288156
18900	1478301.35246738
19000	1481260.38538222
19100	1483434.09243714
19200	1485493.96575975
19300	1488381.78880211
19400	1490789.58428204
19500	1492752.62117108
19600	1495048.72867482
19700	1497373.58253481
19800	1499590.83013047
19900	1501983.9666332
20000	1504233.92568908
20100	1506417.28770745
20200	1508742.69686559
20300	1510903.02917842
20400	1512757.50742955
20500	1514990.75099441
20600	1516905.20329881
20700	1518870.1533653
20800	1521048.83172296
20900	1523112.51000733
21000	1524996.61130768
21100	1527329.74495424
21200	1529280.03766527
21300	1531045.43376533
21400	1533185.4046577
21500	1535437.93773123
21600	1537046.90271959
21700	1538583.38087948
21800	1540692.61502669
21900	1542382.93370492
22000	1544340.60302043
22100	1546210.20069911
22200	1547963.4269726
22300	1549665.52112017
22400	1551172.99418827
22500	1553043.80548321
22600	1554658.20177326
22700	1556245.53864873
22800	1557653.53876178
22900	1559444.83620121
23000	1561278.28751283
23100	1563148.7178516
23200	1564409.59142845
23300	1565807.05348852
23400	1567314.86310221
23500	1568940.33309266
23600	1570518.52799629
23700	1571694.87380363
23800	1573217.88120253
23900	1574702.69857679
24000	1576202.14175558
24100	1577359.32275344
24200	1578512.23473448
24300	1579870.00697146
24400	1581292.24649433
24500	1582651.16305707
24600	1583811.58253313
24700	1585052.78599803
24800	1586117.65862143
24900	1587408.34652079
25000	1588549.35023593
25100	1589639.40509407
25200	1590870.04211312
25300	1592098.73020873
25400	1593199.2565671
25500	1594187.90354933
25600	1595242.1061207
25700	1596064.26997142
25800	1596927.92772633
25900	1597942.87958338
26000	1598991.60531087
26100	1599978.61211536
26200	1600870.44898435
26300	1601727.03295472
26400	1602584.36491963
26500	1603358.86919431
26600	1604252.07690471
26700	1605084.76005404
26800	1605838.37757026
26900	1606599.01066127
27000	1607353.62667629
27100	1608063.02558519
27200	1608753.07849109
27300	1609445.56060131
27400	1610097.2734571
27500	1610678.19292764
27600	1611276.00566172
27700	1611889.01830015
27800	1612461.75568306
27900	1612986.64490091
28000	1613539.91730664
28100	1614052.07265365
28200	1614482.5093439
28300	1614939.04404967
28400	1615375.37905093
28500	1615770.05487517
28600	1616105.91780997
28700	1616412.63012673
28800	1616725.02184323
28900	1616988.8320537
29000	1617224.84025101
29100	1617466.57098373
29200	1617686.53287809
29300	1617880.10510806
29400	1618051.46955225
29500	1618216.82426089
29600	1618366.40540933
29700	1618486.40093702
29800	1618583.32459659
29900	1618661.01076615
30000	1618721.92604947
