# Te	Ce
# K	(m^3K)
400	4.92842285830275E-39
500	4.9109532889222E-39
600	4.89348371954166E-39
700	4.87601415016111E-39
800	4.85854458078056E-39
900	4.84107501140001E-39
1000	4.82360544201947E-39
1100	4.806135914693E-39
1200	2592.36320060656
1300	3800.4477153816
1400	5856.10703674007
1500	8243.58534109255
1600	10721.1801987849
1700	19429.1573521261
1800	33262.2145356576
1900	45304.7482697039
2000	54385.5165515149
2100	68033.8003631139
2200	83176.6087299953
2300	95114.8933883767
2400	109332.930754579
2500	122915.274746096
2600	141387.481837054
2700	159865.875536157
2800	172737.019722912
2900	192065.16023164
3000	208089.265898491
3100	235015.913947654
3200	254311.45655675
3300	273096.32658264
3400	291012.302394638
3500	308993.73203695
3600	325642.447612195
3700	343136.980925222
3800	360485.024784568
3900	377454.08813453
4000	394768.921241168
4100	411111.378431497
4200	426753.348010922
4300	442762.706669584
4400	459308.638605887
4500	475594.853347015
4600	490854.132922193
4700	505257.351368142
4800	519941.027392871
4900	533479.538000324
5000	547111.233117498
5100	561168.316820796
5200	573436.82379848
5300	585790.747022822
5400	598297.974649628
5500	609833.071642875
5600	620743.477502802
5700	631126.778424727
5800	641543.543173897
5900	651884.019338128
6000	661103.156637438
6100	670068.402516914
6200	679456.34162756
6300	688023.43574273
6400	695829.976170282
6500	703433.403935518
6600	710678.287558276
6700	717489.363380568
6800	724308.086529549
6900	730693.983956336
7000	736561.99103325
7100	742102.630891301
7200	747290.855586703
7300	752285.5553434
7400	757283.502238469
7500	762328.106990688
7600	766712.658636833
7700	771038.082809653
7800	775212.341112277
7900	778817.311266194
8000	782423.235845726
8100	785776.061458009
8200	789055.554035062
8300	792317.279523892
8400	795337.979521558
8500	798146.402327598
8600	800758.699330412
8700	803081.050990847
8800	805396.571318635
8900	807906.404020498
9000	810331.691478815
9100	812442.809845209
9200	814506.309954051
9300	816717.925960221
9400	818629.248063492
9500	820533.905386063
9600	822397.726942837
9700	824424.252310419
9800	825985.889166895
9900	827821.396380944
10000	829843.98095367
10100	831502.49391373
10200	832945.321138154
10300	834605.084586508
10400	836262.685205558
10500	838005.461980529
10600	839590.265670867
10700	841428.909931636
10800	843203.64443251
10900	844627.101321183
11000	846259.4819594
11100	848022.051250258
11200	849742.932639606
11300	851213.752603964
11400	853037.824232
11500	855003.472834167
11600	856555.373263389
11700	858278.618994474
11800	860180.306342838
11900	861973.116458352
12000	863781.272715542
12100	865744.946013522
12200	867462.282530672
12300	869124.211410693
12400	871047.450488938
12500	873274.866973283
12600	875171.401555617
12700	876806.096450124
12800	879247.257619197
12900	880931.987701047
13000	883108.920551431
13100	885050.295289981
13200	886955.372249231
13300	889517.969545592
13400	891994.800030179
13500	894022.776074559
13600	896419.697907556
13700	898473.364914321
13800	900941.431524525
13900	903371.841490209
14000	905542.247987936
14100	908130.445507035
14200	910082.651306403
14300	912369.382237507
14400	914962.02623137
14500	917362.424576911
14600	920037.584831034
14700	922062.348083015
14800	924247.332192343
14900	926950.411692835
15000	929769.243701162
15100	931864.382271342
15200	934095.941853362
15300	937223.201679943
15400	939936.870530931
15500	942575.555714403
15600	945022.398842395
15700	947686.588341748
15800	950821.908733818
15900	952796.921964346
16000	956152.348198554
16100	958844.670109842
16200	961226.701179467
16300	963613.919635229
16400	965988.004196894
16500	969319.965204255
16600	971469.409905347
16700	974293.820580576
16800	977546.541037071
16900	980152.416409678
17000	982577.926724202
17100	985198.38678673
17200	988014.403271208
17300	990862.059703676
17400	993277.033809713
17500	996259.251302406
17600	998874.711375374
17700	1001323.13833009
17800	1003991.47938774
17900	1006629.52242207
18000	1009507.91779659
18100	1012203.90954443
18200	1014892.74763547
18300	1017827.25059704
18400	1019805.14334723
18500	1022715.72270981
18600	1025980.07850886
18700	1028778.80805172
18800	1031087.79886812
18900	1033367.76003241
19000	1035977.01352118
19100	1039068.63864299
19200	1041248.71253642
19300	1043870.1725193
19400	1046640.91277316
19500	1048846.85993803
19600	1051957.3539709
19700	1054284.23872234
19800	1056589.85596903
19900	1059204.47995972
20000	1061372.56242978
20100	1064451.62452055
20200	1066860.65707177
20300	1069070.19684916
20400	1071689.57827334
20500	1073983.38909538
20600	1076872.58239896
20700	1078760.4160296
20800	1080823.93696933
20900	1083671.59827909
21000	1086001.67274163
21100	1088296.73472375
21200	1090688.50299362
21300	1092336.98921937
21400	1095049.39643822
21500	1097254.23538818
21600	1099403.69895536
21700	1101765.4406425
21800	1104109.65069601
21900	1106261.8519439
22000	1108531.45504293
22100	1110658.39155737
22200	1112881.36028578
22300	1115016.85604982
22400	1116845.42427473
22500	1118804.38578417
22600	1121065.60312533
22700	1123040.21952666
22800	1124930.43101072
22900	1126955.10875591
23000	1128808.27626373
23100	1131005.83976358
23200	1132951.12959275
23300	1135018.39153197
23400	1136814.19757338
23500	1138297.92198486
23600	1140508.86933543
23700	1142270.610246
23800	1144258.02648096
23900	1146020.86807092
24000	1147720.55077828
24100	1149217.40183413
24200	1150802.92378235
24300	1152389.45042606
24400	1154132.20487985
24500	1155886.29456237
24600	1157760.16304566
24700	1159430.88302245
24800	1161069.63644253
24900	1162465.29188291
25000	1163997.00224331
25100	1165363.64345026
25200	1166977.48063456
25300	1168424.51819226
25400	1169774.80954502
25500	1171502.00204717
25600	1173058.79377275
25700	1174332.50702099
25800	1175635.03503222
25900	1177109.22589884
26000	1178505.44556043
26100	1179903.96485276
26200	1180971.84020456
26300	1182221.2370311
26400	1183507.34739917
26500	1184750.30618364
26600	1185884.83833611
26700	1187171.33975488
26800	1188333.43027387
26900	1189397.36945711
27000	1190430.95199909
27100	1191526.87949914
27200	1192615.58119996
27300	1193667.87541404
27400	1194627.98781502
27500	1195528.2893348
27600	1196557.84428261
27700	1197559.20837024
27800	1198461.80835718
27900	1199364.60234436
28000	1200324.94641579
28100	1201208.0864375
28200	1202029.42300299
28300	1202778.42018711
28400	1203571.5986436
28500	1204280.18261254
28600	1204954.02630961
28700	1205764.56816574
28800	1206661.33025107
28900	1207230.35258477
29000	1207910.05965114
29100	1208629.35084021
29200	1209291.30467826
29300	1210071.63296058
29400	1210667.56867577
29500	1211169.53252331
29600	1211823.60934713
29700	1212371.98860265
29800	1212807.23299845
29900	1213239.12766017
30000	1213734.28750519
