# Te	Ce
# K	(m^3K)
400	10385.4840497735
500	13217.2452085393
600	16049.0063673051
700	18479.1665764013
800	22013.7418813767
900	26567.1592262935
1000	33463.5484896913
1100	44155.6625027698
1200	54928.8153905017
1300	70292.4631331303
1400	86810.1850276063
1500	104330.769737966
1600	124385.782261981
1700	147812.135591395
1800	172615.453473611
1900	197775.886316242
2000	223871.213611895
2100	252634.033833702
2200	282686.001961778
2300	312779.642191872
2400	345782.234686969
2500	379834.033089144
2600	414960.119881746
2700	448721.79885054
2800	482825.107581564
2900	519007.01239512
3000	553764.705315971
3100	587901.862717063
3200	625218.56087251
3300	661421.352456028
3400	697052.388393942
3500	733142.547945756
3600	765835.505770528
3700	797906.569491709
3800	828615.738354632
3900	860155.561800818
4000	892423.35929734
4100	923402.580211867
4200	957802.08161522
4300	989916.150138768
4400	1018311.79822882
4500	1045553.79762577
4600	1070716.69784084
4700	1095610.63763036
4800	1121156.07038964
4900	1150379.80894093
5000	1173242.57580706
5100	1195683.39308513
5200	1219067.69322973
5300	1240752.86728338
5400	1260573.34977694
5500	1283074.46103342
5600	1301405.89760704
5700	1320088.19730011
5800	1337255.19993328
5900	1356823.25831596
6000	1373565.08066332
6100	1388106.59981682
6200	1404837.4475039
6300	1418966.30384598
6400	1432177.96968372
6500	1445911.35331693
6600	1461473.01965152
6700	1475264.03490083
6800	1483634.19545142
6900	1496218.14874342
7000	1509606.03582935
7100	1518956.34380021
7200	1528627.01378872
7300	1540782.49129322
7400	1549927.59954618
7500	1560059.96297553
7600	1568374.83641602
7700	1578104.69626537
7800	1586035.60786622
7900	1595191.38736666
8000	1603177.9322576
8100	1608746.00366691
8200	1617917.87969906
8300	1625156.74567616
8400	1630792.81574942
8500	1639220.08065691
8600	1645702.56616464
8700	1651879.63870581
8800	1657687.31399336
8900	1663583.37660652
9000	1671269.1637796
9100	1675393.04024156
9200	1682452.19901825
9300	1688886.88314727
9400	1694557.41703758
9500	1700176.19538635
9600	1705951.30948399
9700	1711222.51525101
9800	1716082.90463652
9900	1721724.98749495
10000	1727845.35987435
10100	1732140.62854748
10200	1738879.30499029
10300	1742015.14599404
10400	1749262.95780826
10500	1753226.87958984
10600	1758945.19841343
10700	1764840.25819584
10800	1771155.96919167
10900	1774444.0104838
11000	1781170.58352507
11100	1784160.03785934
11200	1789150.98265894
11300	1793920.57016767
11400	1801550.83052566
11500	1804860.87379544
11600	1810989.58536919
11700	1816765.03268764
11800	1821827.36171743
11900	1825837.22792861
12000	1832582.93052906
12100	1838078.9254451
12200	1841997.93879669
12300	1848670.72835121
12400	1852361.20319584
12500	1859141.42057092
12600	1862569.29165198
12700	1869686.36350464
12800	1874661.82778226
12900	1879219.64485164
13000	1885118.4808909
13100	1891395.10730343
13200	1894429.04301712
13300	1901351.0798129
13400	1906997.21818676
13500	1913395.15496198
13600	1917510.39645767
13700	1922163.27550152
13800	1929193.87804916
13900	1932480.58434618
14000	1939246.03079906
14100	1944255.47334816
14200	1949700.5393973
14300	1953645.7210531
14400	1959721.77338143
14500	1966067.75546499
14600	1970658.84577485
14700	1975398.88044052
14800	1982176.70258645
14900	1987595.60442243
15000	1991436.33075733
15100	1997457.33198569
15200	2002559.70990601
15300	2007358.96648363
15400	2012639.10094206
15500	2017261.93789794
15600	2024302.0494992
15700	2029003.20622329
15800	2034224.98963734
15900	2039260.00639498
16000	2044967.80676593
16100	2048452.54679881
16200	2054906.08472331
16300	2059917.4439822
16400	2064069.60815813
16500	2069165.33757238
16600	2072608.90986112
16700	2080058.06855995
16800	2084953.97958208
16900	2091336.04416997
17000	2094731.48993584
17100	2099105.32433852
17200	2104968.48930808
17300	2110088.68177562
17400	2115245.91524152
17500	2119957.81632472
17600	2125194.08377241
17700	2129277.35100647
17800	2132821.28895727
17900	2137915.49060543
18000	2142485.08801919
18100	2148435.16215001
18200	2151891.58362202
18300	2156668.15192728
18400	2162386.30719254
18500	2164758.82785081
18600	2170409.99276876
18700	2175840.46944158
18800	2180155.37375552
18900	2183827.09460575
19000	2187650.52901214
19100	2191656.23600883
19200	2197547.25255716
19300	2201777.22032678
19400	2206178.16308482
19500	2209420.51081225
19600	2215583.15728775
19700	2219795.48284728
19800	2223849.79639793
19900	2227865.44731932
20000	2230908.30050638
