# Te	Ce
# K	(m^3K)
15500	1442866.71374278
15600	1449064.33927086
15700	1457180.10371107
15800	1465541.36393193
15900	1472702.72460358
16000	1478240.56763941
16100	1486236.34138052
16200	1494013.8919114
16300	1499776.88583253
16400	1507075.29171605
16500	1514361.33931511
16600	1521901.62962571
16700	1529990.29480463
16800	1536890.1462301
16900	1544674.69270216
17000	1551841.72339553
17100	1557916.20064114
17200	1564576.89150304
17300	1571374.73076754
17400	1579197.95919755
17500	1586128.57018986
17600	1591146.12125269
17700	1597933.81556995
17800	1604986.53064922
17900	1612309.7674236
18000	1618575.17387093
18100	1626455.04831452
18200	1633186.87551401
18300	1639538.27050092
18400	1646080.74147998
18500	1652778.30359632
18600	1659370.29514083
18700	1664840.21269043
18800	1670655.37420865
18900	1677484.89136423
19000	1683814.01855918
19100	1691154.22389257
19200	1696503.01700434
19300	1702083.94841543
19400	1709295.7049709
19500	1716450.25170674
19600	1722098.64879591
19700	1728823.43263313
19800	1734843.67104666
19900	1739845.80410855
20000	1745743.05050022
20100	1752247.00195735
20200	1758763.88133654
20300	1763649.2548458
20400	1770038.88555268
20500	1777018.50566764
20600	1783186.71601069
20700	1788456.06759715
20800	1794563.8069358
20900	1800388.16606243
21000	1806121.59504341
21100	1812567.10718353
21200	1818423.96119108
21300	1824310.66215949
21400	1829771.1613751
21500	1834758.52689949
21600	1840854.38755898
21700	1846208.50430318
21800	1851612.70958141
21900	1858052.53560841
22000	1863647.98428541
22100	1869127.25692314
22200	1873073.21389148
22300	1879037.31526789
22400	1884424.70365333
22500	1890289.21121664
22600	1895439.76732285
22700	1901160.28749773
22800	1906464.33339888
22900	1911508.29808528
23000	1916619.22916268
23100	1921513.04106187
23200	1927151.54418225
23300	1932516.04878361
23400	1937449.83592569
23500	1942701.86541037
23600	1947297.68672359
23700	1952556.70760823
23800	1956558.7780781
23900	1961961.85478665
24000	1967489.95166953
24100	1972335.34539946
24200	1976718.40718912
24300	1981579.05136617
24400	1985907.34802982
24500	1990831.68178709
24600	1995503.79221075
24700	2000241.27900114
24800	2005142.32398386
24900	2010121.16232763
25000	2014462.46437229
25100	2018460.57494455
25200	2023198.87489145
25300	2027682.84162813
25400	2032263.03829409
25500	2036625.97279959
25600	2040863.41507892
25700	2045296.58665844
25800	2049523.09633027
25900	2053546.22004244
26000	2057758.62342792
26100	2061862.29623447
26200	2065878.46328052
26300	2070091.00299464
26400	2074222.9649959
26500	2077978.28790938
26600	2081824.61607395
26700	2086000.18454581
26800	2090122.86024807
26900	2093728.98801619
27000	2097377.83681882
27100	2101412.65836485
27200	2105121.6047426
27300	2108798.97203364
27400	2112561.98916313
27500	2115954.72735341
27600	2119584.36107393
27700	2123098.91370951
27800	2126628.916127
27900	2130249.01699978
28000	2133632.8508026
28100	2137070.39432676
28200	2140407.97131596
28300	2143692.16270051
28400	2146979.24862218
28500	2150220.60387816
28600	2153395.23562283
28700	2156557.22518231
28800	2159537.97666082
28900	2162569.02233363
29000	2165798.20130885
29100	2168794.80967675
29200	2171739.10053469
29300	2174635.48599308
29400	2177485.50429721
29500	2180358.11440074
29600	2183200.33740525
29700	2185874.15360114
29800	2188574.86901485
29900	2191265.3629072
30000	2193739.88881579
