# Te	Ce
# K	(m^3K)
400	68.8735689266998
500	65.4159885971462
600	62.9386264549913
700	6995.81542619588
800	8213.94697407292
900	8976.65411646441
1000	9386.54026405511
1100	9592.5295903325
1200	9880.68067379529
1300	10310.5093527599
1400	11342.2575358474
1500	14285.048841764
1600	17363.6198064606
1700	28162.3588291244
1800	32540.8018083024
1900	37625.108574861
2000	42475.6905021163
2100	48337.0167860853
2200	58043.9921136992
2300	64966.8772879229
2400	71166.5998389984
2500	78527.5142995154
2600	88542.4151981715
2700	98915.8706095868
2800	106717.086705959
2900	113350.710368365
3000	121392.824195801
3100	128771.960688582
3200	136799.773903409
3300	144714.055926509
3400	153346.109178491
3500	161245.175306117
3600	169436.388768317
3700	178017.901828765
3800	189851.730955838
3900	198937.705728215
4000	207568.390206911
4100	216633.376119698
4200	227092.212955322
4300	237375.822234634
4400	247005.90831861
4500	256643.512674614
4600	267954.464893428
4700	278668.81180824
4800	289335.079873048
4900	300716.414228298
5000	312340.722485585
5100	323600.218499909
5200	335152.404432205
5300	347187.530131077
5400	359548.723738473
5500	371308.242235669
5600	382804.314706331
5700	395896.091173964
5800	408088.159098527
5900	420702.586909781
6000	433785.588462245
6100	445863.438039701
6200	458748.530045555
6300	471616.231277011
6400	484527.068506439
6500	497631.348142804
6600	510500.905475439
6700	523238.55375053
6800	536441.247359837
6900	549002.653480416
7000	562936.858617074
7100	576812.974262956
7200	589294.52817849
7300	602385.142843698
7400	614751.482113405
7500	627571.126655993
7600	640973.527295116
7700	654170.438578354
7800	667004.614867186
7900	680077.302518372
8000	692790.2035084
8100	705134.678482831
8200	718804.800952235
8300	731177.293577248
8400	743135.62166921
8500	756480.230509928
8600	768983.487329552
8700	780949.704233351
8800	793236.744044166
8900	805214.354380997
9000	818336.388281063
9100	830957.727070671
9200	842505.703098812
9300	854549.498260466
9400	866162.867646603
9500	878180.275343451
9600	890694.315907348
9700	903675.05025804
9800	915263.007903303
9900	925909.23215171
10000	937816.135026368
10100	948246.572337175
10200	959807.225812705
10300	971223.536403499
10400	981780.100731167
10500	992318.10768007
10600	1004135.60215831
10700	1015835.41232371
10800	1025107.83053106
10900	1034320.47509267
11000	1044749.39143426
11100	1055545.72550474
11200	1065863.25770558
11300	1076578.671953
11400	1088079.71878549
11500	1097758.13192294
11600	1106850.52222144
11700	1116532.39957246
11800	1127140.45021151
11900	1138055.01407067
12000	1146508.76469925
12100	1155723.24149098
12200	1166040.43824832
12300	1175737.91551345
12400	1185185.97577996
12500	1193531.80652203
12600	1202923.53005138
12700	1211942.62466827
12800	1221013.40277969
12900	1229409.24781822
13000	1237793.92169354
13100	1247128.5123014
13200	1256781.98800029
13300	1265763.54292997
13400	1272571.04921957
13500	1282118.59190086
13600	1291939.95878754
13700	1300795.3945789
13800	1308364.81549313
13900	1315179.23428967
14000	1324138.50313379
14100	1331996.10481054
14200	1339677.52212533
14300	1348718.8066028
14400	1357378.4400563
14500	1364236.92649248
14600	1371735.97092466
14700	1380004.62239357
14800	1387659.28496089
14900	1395358.89595052
15000	1403682.32382819
15100	1411894.8829299
15200	1418929.52832134
15300	1426119.04416692
15400	1435306.31827544
