# Te	Ce
# K	(m^3K)
400	3.13357901880821E-68
500	3.07240449077526E-68
600	3.01122996274232E-68
700	2.95005543470937E-68
800	2.88888090667643E-68
900	2.82770637864348E-68
1000	2.76653185061054E-68
1100	2.70535732257759E-68
1200	2.64418279454465E-68
1300	2.5830082665117E-68
1400	2.52183373847875E-68
1500	2.46065921044581E-68
1600	2.39948468241286E-68
1700	2.33831015437992E-68
1800	2.27713562634697E-68
1900	558.260451076054
2000	2798.05383381611
2100	7247.27422000034
2200	9047.02125492108
2300	14100.9421142267
2400	16748.5142645471
2500	22127.9433234366
2600	37579.295677025
2700	46589.3959546522
2800	55779.5165169653
2900	65407.3919360774
3000	83011.049950373
3100	93742.664122866
3200	103821.861631095
3300	117441.555893449
3400	130536.988529903
3500	142756.905821185
3600	160393.843963928
3700	174157.087483592
3800	188235.804102567
3900	204316.492197718
4000	220228.771664732
4100	235641.874266872
4200	255120.720126235
4300	270841.138013757
4400	287856.320913962
4500	305785.114078696
4600	323223.955082834
4700	338915.016461735
4800	354378.453392706
4900	371090.698157886
5000	390049.569036798
5100	405283.77571134
5200	423449.342390493
5300	440877.862335007
5400	457718.90941584
5500	475692.874166199
5600	494216.3378102
5700	510864.891405129
5800	526627.377144475
5900	543621.904976333
6000	560650.215330184
6100	575167.906286424
6200	589244.067760448
6300	605926.901116527
6400	622024.442948766
6500	634997.858814628
6600	650547.608441074
6700	667543.809632362
6800	683381.860422684
6900	693671.616933332
7000	708906.05900741
7100	724607.888874105
7200	738008.38028848
7300	749760.886055655
7400	760560.584500294
7500	772581.971735972
7600	787723.335213284
7700	798881.825770063
7800	811514.458058849
7900	820438.837196111
8000	833355.145341574
8100	844580.550154204
8200	853986.368232644
8300	865763.371426936
8400	875922.566449139
8500	885577.559381377
8600	895480.864124433
8700	904383.318341369
8800	912694.646689283
8900	923555.239074751
9000	931089.794201238
9100	940634.471619735
9200	949067.653190011
9300	955539.687988312
9400	965069.535015382
9500	971150.229773391
9600	979289.306386927
9700	987937.50723616
9800	993250.718093177
9900	1001369.16839399
10000	1008209.13091546
10100	1014012.66278106
10200	1020323.28892319
10300	1026887.0434868
10400	1033671.04440073
10500	1039568.45498184
10600	1045808.52864314
10700	1051251.96728445
10800	1056649.0569967
10900	1062023.73854995
11000	1067802.22159283
11100	1072856.16091723
11200	1079393.14404088
11300	1082294.78410787
11400	1089227.7925298
11500	1093262.19754032
11600	1098109.57585777
11700	1103205.62761618
11800	1107351.06561939
11900	1112497.14990122
12000	1117003.86470127
12100	1121153.24155662
12200	1126386.74649662
12300	1129719.7727183
12400	1134625.14494868
12500	1134625.14494868
12600	1142631.33792201
12700	1151051.50210596
12800	1151051.50210596
12900	1155138.34114636
13000	1159267.00644808
13100	1162897.31003231
13200	1166861.49706415
13300	1171101.56735426
13400	1174686.74782023
