# Te	Ce
# K	(m^3K)
13500	1178614.24271611
13600	1182655.02154065
13700	1185651.43365094
13800	1190332.30938282
13900	1193816.62178226
14000	1197364.54744782
14100	1201062.44798505
14200	1205077.66006555
14300	1208126.57551099
14400	1212279.58791093
14500	1215998.3118278
14600	1219008.90241723
14700	1223006.20895546
14800	1227175.4038982
14900	1229466.08843815
15000	1234011.81769772
15100	1236912.71515554
15200	1239981.65708862
15300	1244329.85436328
15400	1247752.21272076
15500	1251068.64905925
15600	1254836.93751928
15700	1258221.0605024
15800	1261243.60206379
15900	1265682.6508134
16000	1269149.86130582
16100	1272305.48304468
16200	1276064.27443354
16300	1279172.10296909
16400	1282714.61116327
16500	1285476.45908416
16600	1290096.96614893
16700	1292536.27903391
16800	1296489.24597058
16900	1300188.43306433
17000	1303423.78089741
17100	1307376.83964031
17200	1311029.77629657
17300	1313837.27731539
17400	1317085.4381607
17500	1321012.11638761
17600	1323861.51099316
17700	1327818.78499238
17800	1330725.08057844
17900	1334263.89494081
18000	1337898.66236707
18100	1341192.0108851
18200	1344810.02707997
18300	1347925.19508928
18400	1352023.36508928
18500	1354632.73833133
18600	1358247.4069365
18700	1361246.12985141
18800	1365431.32324803
18900	1367953.45584843
19000	1371486.78788153
19100	1374977.22812464
19200	1378484.11465956
19300	1381245.25958083
19400	1385430.04647742
19500	1388179.09905737
19600	1391885.56220671
19700	1395407.08304299
19800	1398861.41562527
19900	1401191.28411664
20000	1405010.09328452
20100	1408179.54703005
20200	1410783.86622889
20300	1414944.46932581
20400	1417549.00879316
20500	1421176.01780656
20600	1424378.96658513
20700	1427012.22206251
20800	1430461.55580895
20900	1433610.93430365
21000	1436247.54721673
21100	1440134.88376296
21200	1443617.00821989
21300	1446666.12817016
21400	1449817.85685593
21500	1452851.43948814
21600	1455610.48415999
21700	1458998.01993271
21800	1461494.27150113
21900	1464726.85561885
22000	1468014.98550558
22100	1470747.38231968
22200	1473993.32992173
22300	1476380.63763215
22400	1480039.74374695
22500	1482147.20473086
22600	1485949.13197171
22700	1488346.90572235
22800	1491891.67687724
22900	1493901.52193805
23000	1497845.51396687
23100	1499701.33699074
23200	1503193.21863736
23300	1505072.68320183
23400	1508880.41423049
23500	1510922.50197335
23600	1514532.49026575
23700	1517019.59342169
23800	1519490.55757012
23900	1522271.17859953
24000	1525272.65439038
24100	1528085.23891429
24200	1530610.42741326
24300	1532763.82158996
24400	1535141.95298842
24500	1537684.18787023
24600	1540078.23595668
24700	1543064.83529045
24800	1545745.66969093
24900	1548508.08876602
25000	1550252.53160021
25100	1553467.40052749
25200	1555338.20065718
25300	1557772.04487508
25400	1560069.19334956
25500	1562652.36800841
25600	1565098.11386549
25700	1566657.42453742
25800	1569997.97525604
25900	1571726.962828
26000	1574674.09970103
26100	1576361.85714045
26200	1578906.99331936
26300	1581450.9694434
26400	1583017.47224977
26500	1585803.78730698
26600	1587358.29444471
26700	1590005.49117007
26800	1591703.07998099
26900	1593294.82293546
27000	1594823.12120354
27100	1596923.8653119
27200	1598770.86185633
27300	1600459.47391642
27400	1601394.77679818
27500	1604134.17868477
27600	1606058.62624649
27700	1607714.90170084
27800	1609301.07539884
27900	1611094.73521362
28000	1612143.46051003
28100	1614678.23980411
28200	1615773.12146002
28300	1618075.98972221
28400	1620048.88253773
28500	1620985.5405267
28600	1623095.33822759
28700	1624349.78785729
28800	1625793.9256012
28900	1626850.12523449
29000	1628506.10935742
29100	1630132.91509937
29200	1631107.00567523
29300	1632170.09011633
29400	1633866.82852522
29500	1635847.25987034
29600	1637436.88776972
29700	1637542.55730854
29800	1637675.9326672
29900	1638656.79591702
30000	1639525.00671894
