# Te	Ce
K	J/(m^3K)
400	2.82582957447035E-30
500	2.85804199602011E-30
600	2.89025441756987E-30
700	2.92246683911963E-30
800	2.95467926066939E-30
900	2.98689168221915E-30
1000	3.01910410376891E-30
1100	3.05131652531867E-30
1200	3.07131638683338E-30
1300	5512.59154655184
1400	8303.96673297356
1500	11770.3226203789
1600	13210.7563995283
1700	16040.7655950676
1800	19189.0865244094
1900	22167.8082762221
2000	25069.0196560773
2100	29946.4312029553
2200	35820.7461255098
2300	41533.1776723442
2400	47566.2602614289
2500	53313.9982440447
2600	60951.911014259
2700	69552.9415263202
2800	75506.2350361938
2900	82211.8050803862
3000	89121.9555283043
3100	95876.3562509479
3200	103987.93157546
3300	111616.847290767
3400	119093.135476408
3500	126659.263232852
3600	135440.774590603
3700	144168.580077005
3800	153310.345876274
3900	162432.801112478
4000	174996.511965782
4100	184522.505409003
4200	194634.227740885
4300	204993.91498148
4400	215364.933266476
4500	226522.518044206
4600	237984.301186613
4700	249274.056465059
4800	260498.061122784
4900	272200.268245871
5000	284208.074697118
5100	296910.919275247
5200	309855.711500391
5300	321506.939818159
5400	334854.633733898
5500	347957.028899403
5600	360675.294745986
5700	374979.214804468
5800	388573.393009635
5900	402077.398476495
6000	416345.537392924
6100	430348.148141132
6200	443056.026404435
6300	457895.536224115
6400	473384.73691265
6500	486410.501920104
6600	500209.08979798
6700	515629.111298354
6800	531081.661913636
6900	545279.193448111
7000	558488.852640044
7100	572902.892618999
7200	588887.756431865
7300	603956.846440828
7400	618142.144121992
7500	632497.583041886
7600	647034.477377666
7700	662422.981480488
7800	677508.200147232
7900	692469.632858955
8000	706539.779719635
8100	721186.039847506
8200	735812.154792853
8300	748908.09772212
8400	763711.46816513
8500	778460.822387244
8600	791743.401834886
8700	806890.674538551
8800	823080.546209261
8900	837173.138269511
9000	851292.081198506
9100	865796.070574287
9200	879393.838538422
9300	892725.772525087
9400	906353.558252743
9500	921049.585583152
9600	934717.423516779
9700	947847.297106213
9800	961575.228062766
9900	974872.056955471
10000	989294.766329948
10100	1003705.72952849
10200	1015680.78558725
10300	1029326.48399304
10400	1041819.04091687
10500	1055089.7060988
10600	1068888.55694051
10700	1082082.43053274
10800	1094286.89653876
10900	1105681.68636906
11000	1118217.65982426
11100	1131629.83210706
11200	1145473.53175306
11300	1159223.17489555
11400	1171842.55889663
11500	1183261.53309297
11600	1194237.52923007
11700	1207028.23528455
11800	1218910.12037055
11900	1231779.23787917
12000	1244553.91499733
12100	1257847.80305685
12200	1269278.99644775
12300	1281442.25222176
12400	1293385.72680007
12500	1304715.6806247
12600	1316219.89485468
12700	1329436.04682361
12800	1342151.28367913
12900	1353554.46186856
13000	1365563.93135186
13100	1376324.23979415
13200	1387869.1321481
13300	1400049.23050895
13400	1410856.54765144
13500	1422286.54239063
13600	1434149.06468493
13700	1443853.28206202
13800	1456083.67589332
13900	1469225.226107
14000	1481077.90332115
14100	1492547.13750561
14200	1500397.97561754
14300	1512558.53733229
14400	1525113.67777797
14500	1536361.89475436
14600	1548858.24011514
14700	1559306.86794756
14800	1567366.18852448
14900	1578907.4650111
15000	1589623.79164796
15100	1601991.3942797
15200	1613048.45989117
15300	1623936.62567109
15400	1634419.2059493
15500	1645167.35961644
15600	1656429.2104008
15700	1666958.69196468
15800	1678752.06570196
15900	1691238.98829054
16000	1700706.89482627
16100	1711813.29543012
16200	1721843.50673025
16300	1732526.84360601
16400	1742942.92139579
16500	1754616.99484923
16600	1763938.30230004
16700	1775780.41357061
16800	1786470.54288388
16900	1796326.98785434
17000	1807340.603432
17100	1818052.0289623
17200	1828489.59906483
17300	1838081.65011979
17400	1848568.42842238
17500	1860634.08455741
17600	1871282.81617519
17700	1882175.88453355
17800	1890344.13490542
17900	1901666.00427818
18000	1912108.74987034
18100	1922010.1644004
18200	1933385.0267564
18300	1942118.59951704
18400	1951781.57641076
18500	1962349.04152997
18600	1972614.11326803
18700	1983771.5265827
18800	1993498.33717456
18900	2003417.76903121
19000	2013053.25654068
19100	2021816.00569882
19200	2032324.82235219
19300	2042661.15628854
19400	2051983.6673199
19500	2062202.7522949
19600	2071786.13109814
19700	2081111.22678677
19800	2091581.96819078
19900	2100580.59470843
20000	2110088.10643698
20100	2120149.49612451
20200	2130724.65496994
20300	2138271.874439
20400	2148636.70102947
20500	2157258.89645911
20600	2167588.48988579
20700	2178076.30495302
20800	2188281.34057813
20900	2196484.87467442
21000	2206006.31270802
21100	2215186.79449474
21200	2222081.14954517
21300	2229798.65724523
21400	2240220.94090724
21500	2249782.9920434
21600	2258919.39553827
21700	2267601.19445899
21800	2277457.90717973
21900	2286439.95570539
22000	2296666.0840732
22100	2304795.43819669
22200	2313951.50345232
22300	2322863.11764007
22400	2329028.9850446
22500	2338132.42950717
22600	2346093.78449526
22700	2355185.71655784
22800	2363211.81383277
22900	2371854.00666887
23000	2381159.9685807
23100	2388957.35553566
23200	2397252.10477382
23300	2403454.36491012
23400	2410797.8800041
23500	2419478.18191465
23600	2424760.20953699
23700	2432639.14673929
23800	2441231.12154597
23900	2448500.30627961
24000	2455506.03893397
24100	2462350.33083374
24200	2468278.40048229
24300	2475810.28210954
24400	2481868.3342932
24500	2490231.74503417
24600	2496641.00327173
24700	2502501.14742274
24800	2509140.6657526
24900	2513934.22321031
25000	2519073.86896254
