# Te	Ce
# K	J/(m^3K)
400	184390.957791867
500	248239.914919871
600	298070.213546655
700	343256.903998613
800	386249.763196332
900	424395.240049937
1000	452726.38466509
1100	485375.35485579
1200	514378.435029388
1300	536887.102797891
1400	559636.131008149
1500	583430.041164155
1600	607662.189388328
1700	628689.303311975
1800	650221.907475163
1900	668519.975715085
2000	687748.638132908
2100	714760.612773361
2200	737418.938176616
2300	758296.618815459
2400	779123.125166605
2500	805142.855552692
2600	822538.914870772
2700	855957.17608703
2800	878134.744019905
2900	909907.72230538
3000	939496.660260616
3100	973047.906282243
3200	1007169.4888249
3300	1033478.8750121
3400	1077299.37521066
3500	1111636.31406311
3600	1150112.87359705
3700	1188831.01180327
3800	1230085.81255424
3900	1271125.97504143
4000	1311004.67986418
4100	1358611.68366264
4200	1409698.36761254
4300	1450265.9847071
4400	1500943.09785879
4500	1549471.91177679
4600	1598680.27619483
4700	1645522.3696282
4800	1697636.37695201
4900	1749411.91760342
5000	1794780.61334837
5100	1850274.19666487
5200	1902327.25837719
5300	1949332.42250946
5400	1998736.47452452
5500	2046794.32549653
5600	2103980.40028674
5700	2152596.92792769
5800	2201304.91568288
5900	2251217.21745941
6000	2301002.60482673
6100	2352777.34884906
6200	2395532.45566191
6300	2441602.88717805
6400	2493420.11682719
6500	2536837.38840216
6600	2581248.21583826
6700	2625570.71617098
6800	2668994.25267923
6900	2714544.48743693
7000	2753851.44533581
7100	2797202.85495271
7200	2834686.07184416
7300	2879017.76805926
7400	2913893.02983758
7500	2947904.25996053
7600	2990148.92771531
7700	3023713.83274813
7800	3060700.48005648
7900	3094702.03223429
8000	3126811.13770243
8100	3160995.36752509
8200	3188353.52414073
8300	3217636.26774746
8400	3252408.54849161
8500	3277942.45920634
8600	3309003.74049107
8700	3336232.90533455
8800	3363636.13119952
8900	3383809.0314126
9000	3411764.90188489
9100	3436462.73353578
9200	3460753.455952
9300	3483811.42696254
9400	3506192.3165
9500	3525206.91003118
9600	3548893.73087425
9700	3565521.75735632
9800	3586711.97190775
9900	3604920.2851309
10000	3621978.74020082
10100	3639641.94049614
10200	3657643.07434332
10300	3673571.01446769
10400	3688461.33093233
10500	3703135.77182964
10600	3717314.78323518
10700	3731505.48286043
10800	3745624.98163897
10900	3758684.37517708
11000	3770982.37063113
11100	3783580.45780468
11200	3793058.14804703
11300	3806005.2678782
11400	3814169.64639489
11500	3824675.13421771
11600	3833675.8176381
11700	3841616.56089041
11800	3850289.82278321
11900	3857662.81142546
12000	3864705.14539377
12100	3870523.45128324
12200	3877340.7515787
12300	3882080.15545385
12400	3887920.11516058
12500	3892745.85086017
12600	3897673.42017276
12700	3902030.29902548
12800	3905887.3752063
12900	3908533.32976591
13000	3911297.41075963
13100	3914002.33284761
13200	3916971.49200802
13300	3918934.98856733
13400	3921309.92408675
13500	3922526.0128168
13600	3921507.82617738
13700	3919901.34681572
13800	3919098.48503755
13900	3917385.66208222
14000	3914636.6051084
14100	3912157.80708822
14200	3908244.8606914
14300	3904319.71473358
14400	3901798.05478318
14500	3894286.54808152
14600	3888422.23809229
14700	3883870.16793151
14800	3875896.15456579
14900	3870213.78731572
15000	3861436.15021304
15100	3856832.35552453
15200	3852947.29734468
15300	3847677.66164463
15400	3841166.74823917
15500	3835941.29473858
15600	3830977.15650939
15700	3826113.97766915
15800	3816545.54597268
15900	3809566.59621558
16000	3805201.24958559
16100	3793801.25404721
16200	3787995.94052846
16300	3777157.63065236
16400	3766845.9210286
16500	3753882.78140006
16600	3737325.17609462
16700	3728702.68934701
16800	3725686.72353574
16900	3722925.37741804
17000	3720214.02320297
17100	3714881.8818406
17200	3711054.15233268
17300	3705193.35937435
17400	3698162.68307665
17500	3692974.930098
17600	3689838.726466
17700	3683550.48056493
17800	3675297.79643146
17900	3671322.30461477
18000	3665780.53650775
18100	3656244.56954373
18200	3643639.03396344
18300	3637861.00549747
18400	3624375.80438724
18500	3623407.90621031
