# Te	Ce
# K	J/(m^3K)
400	18231.137654043
500	20996.083533867
600	23761.029413691
700	26525.975293515
800	29290.9211733391
900	32055.8670531631
1000	34820.8129329871
1100	37585.7588128112
1200	40350.7046926352
1300	43001.3036425942
1400	46062.6622588041
1500	49213.2260124883
1600	52069.973240302
1700	55539.9097838983
1800	58659.2317379111
1900	62093.945470124
2000	65812.9657263334
2100	68880.700993073
2200	73836.2693510657
2300	78321.8805532152
2400	83300.9866048261
2500	88271.3676195577
2600	94288.2463164546
2700	99723.4470916291
2800	105464.233133875
2900	111455.667552161
3000	116472.043862738
3100	124305.599798946
3200	130407.378256523
3300	138083.731690985
3400	145307.55648693
3500	152199.57790575
3600	160329.377548114
3700	167411.745474803
3800	175147.72344764
3900	183472.876555897
4000	193024.138125054
4100	202689.661596432
4200	212397.824625201
4300	221716.240174107
4400	230471.359937661
4500	240711.401925172
4600	250188.364538939
4700	258527.60157726
4800	269960.087119434
4900	279519.642936979
5000	287603.341639977
5100	299721.247860787
5200	308254.000274965
5300	318838.326927338
5400	329602.536364672
5500	337805.135758359
5600	348725.434134793
5700	359006.552702292
5800	368012.46278912
5900	377319.835373621
6000	387827.861432427
6100	396013.025299896
6200	406109.268257864
6300	414539.395649284
6400	424623.997996621
6500	433063.744832647
6600	442620.496111379
6700	450496.904700607
6800	459955.555316475
6900	468309.340758842
7000	477083.164334449
7100	484277.32801873
7200	493545.181166385
7300	500891.274626617
7400	509512.599471464
7500	516639.463647745
7600	524964.681606148
7700	532511.294550158
7800	539399.41307946
7900	546860.293629087
8000	554043.399338251
8100	561571.701875087
8200	567628.11994224
8300	575276.835213222
8400	581612.30634283
8500	588208.943948634
8600	595148.676567169
8700	601563.869894655
8800	608074.345462716
8900	614429.643613283
9000	619848.604183013
9100	626894.036087249
9200	632405.813691051
9300	638275.918049853
9400	644604.841047948
9500	650173.173730853
9600	655528.586141529
9700	661457.422165326
9800	667215.846999087
9900	672665.445103527
10000	677342.745089004
10100	683701.5254409
10200	689127.580075776
10300	693770.647512013
10400	699675.919340765
10500	704922.21303708
10600	709506.192408529
10700	715005.606360332
10800	720282.89107724
10900	725289.946782365
11000	730300.061565769
11100	734069.169278703
11200	740002.515947486
11300	744702.355736269
11400	749556.465659888
11500	754194.235023382
11600	758741.895478789
11700	763869.969558685
11800	768376.922808159
11900	773143.596945148
12000	777842.866000077
12100	782470.37580303
12200	786791.327592519
12300	791323.817879119
12400	795795.383677207
12500	800927.974344598
12600	805508.056278337
12700	810133.057538306
12800	814345.287461396
12900	819275.436690221
13000	823843.65153209
13100	827700.418832463
13200	832694.230089929
13300	836530.164036141
13400	840743.696725896
13500	845502.259416167
13600	849701.651770002
13700	853646.460556232
13800	858176.892826479
13900	862212.05685189
14000	866629.825504245
14100	870850.984972914
14200	874781.404507366
14300	878932.443088301
14400	883337.151578867
14500	887862.823653858
14600	891904.506734849
14700	896279.814962639
14800	901151.838073978
14900	905623.210103442
15000	910094.582132905
15100	914298.185679622
15200	919010.102015852
15300	923469.142171565
15400	927899.62344186
15500	931752.586623554
15600	936428.520746463
15700	940362.469993926
15800	944127.682700135
15900	948820.639758802
16000	952641.975921989
16100	956798.305723262
16200	960751.029323931
16300	964343.204427923
16400	968528.753247942
16500	972415.118267839
16600	976060.934163755
16700	979963.03330334
16800	983933.133094289
16900	987499.247738322
17000	990763.414894904
17100	994806.873359577
17200	998272.259331855
17300	1000863.95835347
17400	1004987.85379518
17500	1008258.48776955
17600	1011622.10358599
17700	1014811.33063579
17800	1018091.2804735
17900	1021288.34688411
18000	1024485.41329471
18100	1027559.14433594
18200	1030695.91453852
18300	1034203.70397095
18400	1036904.44986527
18500	1040512.07925094
18600	1043367.48064937
18700	1046490.03704886
18800	1049855.50656669
18900	1052955.30993655
19000	1055634.48768555
19100	1058575.63505495
19200	1061022.43862896
19300	1063482.59519001
19400	1065567.97423023
19500	1067952.22135891
19600	1070146.49021806
19700	1072168.52668322
19800	1074723.9992761
19900	1076729.94440342
20000	1078814.82463361
20100	1080994.01962157
20200	1082407.60916553
20300	1083728.70391538
20400	1085249.86802815
20500	1086534.14361391
20600	1087938.65878626
20700	1089366.43920983
20800	1090200.17221764
20900	1090810.17158472
21000	1091113.88620355
21100	1091363.79361165
21200	1091307.39001094
21300	1091263.82545769
21400	1091311.84466745
21500	1091292.04100956
21600	1091933.55434704
21700	1091512.23356309
21800	1090878.61804067
21900	1090159.21615554
22000	1089553.13256331
22100	1086742.95838073
22200	1084858.34117904
22300	1081848.11877476
22400	1080183.55698969
22500	1076889.53499687
22600	1075162.78543076
22700	1071403.6233062
22800	1067640.61169769
22900	1066040.71144066
23000	1064496.3214548
23100	1063268.458157
23200	1062015.87953229
23300	1060625.05032089
23400	1059850.69715737
23500	1058703.41881729
23600	1057519.32167843
23700	1055904.35772598
23800	1054465.85281875
23900	1051798.71375247
24000	1048078.76945388
24100	1044736.82616415
24200	1041515.42601407
24300	1039345.22952389
24400	1035229.16627384
24500	1029950.13872
24600	1026069.45030913
24700	1021573.67061682
24800	1016434.76935399
24900	1013424.79555487
25000	
