# Te	Ce
# K	J/(m^3K)
500	134467.760381395
600	163452.789510382
700	187346.965628982
800	218238.189499683
900	242821.82910592
1000	263763.730846225
1100	285753.2144122
1200	307057.177458557
1300	326933.089832157
1400	346191.484495185
1500	365897.845774304
1600	385304.834044263
1700	405091.524837568
1800	425003.264385062
1900	444686.508017537
2000	468530.090959233
2100	488837.7398863
2200	511675.807723446
2300	533423.039537396
2400	556260.278769587
2500	579832.156416188
2600	601785.661500724
2700	629957.663842721
2800	650192.987728266
2900	678863.484026474
3000	700005.995545973
3100	727968.829529585
3200	749655.718416184
3300	773945.010665957
3400	800831.154107617
3500	821861.021727924
3600	846680.176477834
3700	870746.996731335
3800	896169.061589692
3900	916463.639439567
4000	940821.779741611
4100	963271.290520768
4200	984961.130101558
4300	1009143.42881511
4400	1030429.28677087
4500	1049685.57795449
4600	1074247.36097347
4700	1092296.90264378
4800	1114706.66764836
4900	1134135.35795453
5000	1154625.94005572
5100	1176555.47721347
5200	1193361.01974772
5300	1215026.29515651
5400	1235220.35693181
5500	1255097.76643164
5600	1271572.3550488
5700	1293530.37207232
5800	1312011.79151831
5900	1330752.96812815
6000	1351192.37956822
6100	1369093.69030374
6200	1388821.42199211
6300	1409502.27751979
6400	1425982.77435683
6500	1449245.76352452
6600	1466962.56878836
6700	1489069.34852098
6800	1507822.01982478
6900	1526669.15091146
7000	1548824.54679809
7100	1567395.19486628
7200	1586976.07324497
7300	1610444.92429895
7400	1629902.14195972
7500	1649936.17184455
7600	1671304.80395188
7700	1693774.84880404
7800	1713184.71675166
7900	1733717.50584593
8000	1757873.95776026
8100	1776810.09290431
8200	1798657.12786036
8300	1824574.09722724
8400	1845671.85736199
8500	1868342.59439531
8600	1894535.17209491
8700	1917994.39543657
8800	1940342.73615194
8900	1964430.03392397
9000	1988139.10938787
9100	2017793.46313813
9200	2042398.90743166
9300	2070511.87710526
9400	2095565.12819394
9500	2123614.10981437
9600	2148286.88047487
9700	2177865.10596728
9800	2205604.29635765
9900	2232328.00978176
10000	2259843.21184455
10100	2295168.06125937
10200	2325792.70267505
10300	2355470.25588629
10400	2386216.2145425
10500	2418270.92339905
10600	2446873.58344078
10700	2478565.55029712
10800	2510812.17372767
10900	2543579.27738267
11000	2577881.48197777
11100	2612018.17828583
11200	2643162.2585363
11300	2677743.37373849
11400	2710526.50194882
11500	2739569.68509052
11600	2776609.98600066
11700	2808984.50449405
11800	2839156.08861407
11900	2878825.69352648
12000	2908844.35542197
12100	2950902.6553359
12200	2986843.80015423
12300	3024668.67850162
12400	3058806.9569665
12500	3097850.84953567
12600	3134245.42790272
12700	3167931.01957515
12800	3204661.91586219
12900	3239713.87504591
13000	3277834.37583435
13100	3306546.15999385
13200	3346034.37101815
13300	3379869.91943581
13400	3413009.20084875
13500	3446347.50732066
13600	3472386.1302799
13700	3511305.86699908
13800	3544223.07746017
13900	3576295.17464177
14000	3608390.86828674
14100	3640617.27565453
14200	3671650.1746017
14300	3701724.41344159
14400	3725632.09459046
14500	3759456.06497094
14600	3784534.22008394
14700	3815036.88578805
14800	3835167.14590715
14900	3856831.82477231
15000	3872763.19762527
15100	3896828.8940865
15200	3915609.47157762
15300	3936506.38912887
15400	3957093.29387484
15500	3964924.47099516
15600	3974614.56841509
15700	3979163.73890763
15800	3985867.6241944
15900	3997673.4460317
16000	3982116.15490217
16100	3978615.26540136
16200	3968799.06791986
16300	3949771.66216754
16400	3933307.44505144
16500	3931958.63770417
16600	3872378.38465508
16700	3859987.09277174
16800	3863516.64258802
16900	3866494.03175202
17000	3867077.35799998
17100	3868853.30608217
17200	3864470.79068414
17300	3864371.74519547
17400	3854202.78151523
17500	3835754.08966823
17600	3815256.35184007
17700	3793126.8538939
17800	3774039.21886947
17900	3770357.01085001
18000	3716097.79898741
18100	3687515.89197168
18200	3662525.79245668
18300	3615696.55722176
18400	3563866.40971912
18500	3488033.82780169
18600	3446792.71948674
18700	3340357.18595964
18800	3268577.61592597
18900	3255314.07711078
19000	3248790.33751107
19100	3232993.72127987
19200	3221682.84161846
19300	3212877.3877809
19400	3194753.70188553
19500	3182279.66524778
19600	3165526.1133653
19700	3148534.09296512
19800	3132591.49084433
19900	3116922.13889992
20000	3111334.58694578
