# Te	Ce
# K	J/(m^3K)
500	109773.051684555
600	132152.617109754
700	154532.182534953
800	173652.700376306
900	197585.224767548
1000	220340.212320769
1100	241104.26888223
1200	263788.476258651
1300	285956.118594351
1400	313292.90952319
1500	334089.041598723
1600	355539.052154957
1700	380730.112794286
1800	405341.037680437
1900	426041.094657923
2000	448392.690158472
2100	467905.536160429
2200	494403.100113808
2300	517737.957638582
2400	537702.491362379
2500	561857.808504935
2600	579827.404234458
2700	605317.993774735
2800	622233.010013526
2900	648025.834248965
3000	665081.651719139
3100	690088.743000828
3200	707667.419735926
3300	731542.122258611
3400	750067.060563857
3500	770422.731770145
3600	792511.282049184
3700	808447.39653511
3800	830615.251448669
3900	851016.150191621
4000	870985.253601599
4100	888143.36709144
4200	906622.114307674
4300	927195.135900085
4400	946217.934245151
4500	962239.359884748
4600	982094.819848854
4700	999340.467885524
4800	1015276.69597622
4900	1035852.99335044
5000	1050869.53167443
5100	1069646.25004807
5200	1085717.46138611
5300	1103286.50423688
5400	1119980.14193675
5500	1135454.70675924
5600	1150832.34159092
5700	1166296.97022866
5800	1182291.04894261
5900	1198437.77691084
6000	1211914.14406249
6100	1228372.72299349
6200	1242138.41478539
6300	1256593.76045439
6400	1271374.76802401
6500	1284805.22630681
6600	1298712.59413336
6700	1313387.72352912
6800	1325114.45688399
6900	1340520.91055166
7000	1352848.81546881
7100	1366752.2322129
7200	1379482.30742513
7300	1391721.59940913
7400	1403302.27642469
7500	1417363.34338063
7600	1429975.91408894
7700	1441334.27734372
7800	1454122.66075815
7900	1465801.56689733
8000	1476862.64877422
8100	1489566.39126059
8200	1500748.24941157
8300	1512064.51073279
8400	1524075.94074905
8500	1535307.04039903
8600	1544949.25414336
8700	1556064.02561529
8800	1568601.77099921
8900	1578454.89364881
9000	1590257.71014111
9100	1601046.51540304
9200	1610717.14536632
9300	1622415.55233045
9400	1631245.0379606
9500	1641887.76059729
9600	1653770.55803483
9700	1663147.83664776
9800	1674283.65021916
9900	1684804.97155766
10000	1695128.33301586
10100	1703617.71061214
10200	1714869.64171858
10300	1725274.99555661
10400	1734130.4925247
10500	1746065.65919411
10600	1756206.5293355
10700	1766347.3994769
10800	1775535.31355082
10900	1785760.6471801
11000	1796347.78717664
11100	1806262.64492329
11200	1816236.64388907
11300	1825193.95040721
11400	1836989.75917572
11500	1847222.11702548
11600	1856926.79269817
11700	1867350.58822339
11800	1877380.91072586
11900	1886652.06732805
12000	1896251.25574894
12100	1907351.20517664
12200	1915658.73799934
12300	1928028.25992722
12400	1936451.16358713
12500	1948321.46646774
12600	1957975.17641533
12700	1968333.9245185
12800	1977998.90958554
12900	1988824.25947634
13000	1998942.56421574
13100	2007082.50749317
13200	2018536.15872875
13300	2028268.23845769
13400	2038027.57145224
13500	2048614.31070758
13600	2058504.77995454
13700	2066962.73684813
13800	2078385.22681511
13900	2085495.16087587
14000	2096976.29821877
14100	2106093.47365589
14200	2114623.17205388
14300	2123976.29382604
14400	2133077.55577096
14500	2141751.58282007
14600	2149511.030612
14700	2159022.20641384
14800	2166982.5016016
14900	2174214.39906792
15000	2183645.3721221
15100	2191136.49168775
15200	2199474.05413171
15300	2206393.31367574
15400	2214346.03609767
15500	2221365.85355763
15600	2227561.50494355
15700	2233208.62342754
15800	2237918.37705555
15900	2242963.40672249
16000	2245552.05168341
16100	2249011.73655744
16200	2249059.87278813
16300	2249926.11096585
16400	2249111.22272313
16500	2244490.68395994
16600	2245037.98152435
16700	2248133.31797103
16800	2250358.35390799
16900	2253396.83699143
17000	2255528.32907042
17100	2256508.9354185
17200	2259200.5080232
17300	2260079.55976748
17400	2258942.67233409
17500	2256864.87533528
17600	2255403.72379744
17700	2253531.98259752
17800	2248707.81147381
17900	2246978.82904088
18000	2237929.79260751
18100	2233814.18908469
18200	2220992.41827348
18300	2213302.05156924
18400	2192601.33923105
18500	2187433.74805895
18600	2186853.03126615
18700	2185609.12407238
18800	2184572.58399851
18900	2183205.40968562
19000	2182041.10926744
