# Te	Ce
# K	J/(m^3K)
400	169510.812936769
500	189818.121219511
600	221335.380657912
700	244857.001558247
800	263124.138070834
900	288178.709763034
1000	310183.603303552
1100	332739.184808407
1200	354542.820142761
1300	383954.511583992
1400	415453.91887876
1500	457393.48340813
1600	509805.811609685
1700	561510.167540973
1800	616155.625967096
1900	671027.466692532
2000	747796.640263671
2100	838999.079842329
2200	927768.684674933
2300	1014146.62872114
2400	1091414.05623084
2500	1179574.91416887
2600	1311575.54418964
2700	1411245.83269977
2800	1511503.0456496
2900	1621463.36310763
3000	1711378.02311623
3100	1826631.87786962
3200	1935765.02712153
3300	2056285.13149263
3400	2161725.89183639
3500	2237156.18445483
3600	2365520.67792218
3700	2438335.0790973
3800	2561507.79258155
3900	2663237.80278272
4000	2753486.01815109
4100	2847342.10983819
4200	2935633.53363447
4300	3017369.57001685
4400	3129356.30152841
4500	3183814.38351165
4600	3276973.35074749
4700	3357367.94392309
4800	3434726.28812583
4900	3508126.73050189
5000	3583522.27310014
5100	3657808.83759924
5200	3738227.38315653
5300	3792646.3819985
5400	3872130.73291952
5500	3929733.65632629
5600	4007306.01148618
5700	4070746.54051296
5800	4121848.1531674
5900	4174535.8434698
6000	4222141.7720803
6100	4287400.28351934
6200	4343974.93828401
6300	4379142.42257973
6400	4429955.35418756
6500	4471753.55965179
6600	4520695.69559146
6700	4559117.18707714
6800	4593782.56779297
6900	4632196.29252047
7000	4669332.88018084
7100	4704963.43512773
7200	4743799.23664621
7300	4773770.6916675
7400	4802270.51933851
7500	4834824.3716681
7600	4860558.30421935
7700	4890308.28720597
7800	4913533.81344867
7900	4933061.66969507
8000	4952364.19129299
8100	4972097.86056002
8200	4985413.75143408
8300	5008535.19663813
8400	5026151.24235614
8500	5036623.2039186
8600	5053875.66685163
8700	5064197.26493397
8800	5071578.87662818
8900	5078750.56190014
9000	5089209.58180489
9100	5095506.56419166
9200	5102073.91111309
9300	5107126.71040724
9400	5109043.89856039
9500	5109399.77737415
9600	5110372.31385118
9700	5110387.18428495
9800	5110214.21539842
9900	5105345.38687886
10000	5102930.35868646
10100	5099138.501763
10200	5094216.305842
10300	5090324.98755759
10400	5086911.11641093
10500	5080330.64374023
10600	5075704.05380195
10700	5067301.26493982
10800	5059015.11251575
10900	5051789.67460923
11000	5045445.1912847
11100	5032167.59199923
11200	5022139.36964359
11300	5012671.08205046
11400	5002595.30406084
11500	4990243.61168068
11600	4981164.40520262
11700	4967798.95009057
11800	4953322.56321817
11900	4942969.98174677
12000	4928274.13466266
12100	4916461.03468637
12200	4907005.05224503
12300	4891499.2387773
12400	4876841.16914283
12500	4865425.31026903
12600	4851968.07768852
12700	4835457.30752208
12800	4824443.5948112
12900	4805832.1069184
13000	4792684.36956112
13100	4778648.43032456
13200	4762731.14700568
13300	4750846.83571774
13400	4737230.65534081
13500	4719297.06565578
13600	4705010.77093808
13700	4690554.71983687
13800	4674582.21783117
13900	4660922.11537642
14000	4644851.8707538
14100	4630715.89000448
14200	4612440.06683819
14300	4598074.14629839
14400	4587583.28367183
14500	4570351.08213854
14600	4555244.14056982
14700	4540441.52022615
14800	4523403.98427735
14900	4513165.99888599
15000	4496239.56089676
15100	4482516.5559247
15200	4466024.21157168
15300	4457418.39047088
15400	4436129.74654299
15500	4423817.95832515
15600	4407874.33545133
15700	4393777.17338663
15800	4382853.01407955
15900	4364000.63835739
16000	4355858.07983434
16100	4337085.74638523
16200	4325360.15768882
16300	4310821.84730121
16400	4298966.97400317
16500	4280101.13130402
16600	4266873.84284746
16700	4254150.08673098
16800	4239930.9872856
16900	4222038.00043031
17000	4211036.86049106
17100	4195415.69015348
17200	4181320.68232338
17300	4167155.93447833
17400	4154216.09776584
17500	4137310.99579351
17600	4136425.25785136
17700	4136485.06733373
17800	4136485.06733373
17900	4136485.06733373
18000	4136485.06733373
18100	4136485.06733373
18200	4136485.06733373
18300	4136485.06733373
18400	4136485.06733373
18500	4136485.06733373
18600	4136485.06733373
18700	4136485.06733373
18800	4136485.06733373
18900	4136485.06733373
19000	4136485.06733373
19100	4136485.06733373
19200	4136485.06733373
19300	4136485.06733373
19400	4136485.06733373
19500	4136485.06733373
19600	4136485.06733373
19700	4136485.06733373
19800	4136485.06733373
19900	4136485.06733373
20000	4136485.06733373
20100	4136485.06733373
20200	4136485.06733373
20300	4136485.06733373
20400	4136485.06733373
20500	4136485.06733373
20600	4136485.06733373
20700	4136485.06733373
20800	4136485.06733373
20900	4136485.06733373
21000	4136485.06733373
21100	4136485.06733373
21200	4136485.06733373
21300	4136485.06733373
21400	4136485.06733373
21500	4136485.06733373
21600	4136485.06733373
21700	4136485.06733373
21800	4136485.06733373
21900	4136485.06733373
22000	4136485.06733373
22100	4136485.06733373
22200	4136485.06733373
22300	4136485.06733373
22400	4136485.06733373
22500	4136485.06733373
22600	4136485.06733373
22700	4136485.06733373
22800	4136485.06733373
22900	4136485.06733373
23000	4136485.06733373
23100	4136485.06733373
23200	4136485.06733373
23300	4136485.06733373
23400	4136485.06733373
23500	4136485.06733373
23600	4136485.06733373
23700	4136485.06733373
23800	4136485.06733373
23900	4136485.06733373
24000	4136485.06733373
24100	4136485.06733373
24200	4136485.06733373
24300	4136485.06733373
24400	4136485.06733373
24500	4136485.06733373
24600	4136485.06733373
24700	4136485.06733373
24800	4136485.06733373
24900	4136485.06733373
25000	4136485.06733373
25100	4136485.06733373
25200	4136485.06733373
25300	4136485.06733373
25400	4136485.06733373
25500	4136485.06733373
25600	4136485.06733373
25700	4136485.06733373
25800	4136485.06733373
25900	4136485.06733373
26000	4136485.06733373
26100	4136485.06733373
26200	4136485.06733373
26300	4136485.06733373
26400	4136485.06733373
26500	4136485.06733373
26600	4136485.06733373
26700	4136485.06733373
26800	4136485.06733373
26900	4136485.06733373
27000	4136485.06733373
27100	4136485.06733373
27200	4136485.06733373
27300	4136485.06733373
27400	4136485.06733373
27500	4136485.06733373
27600	4136485.06733373
27700	4136485.06733373
27800	4136485.06733373
27900	4136485.06733373
28000	4136485.06733373
28100	4136485.06733373
28200	4136485.06733373
28300	4136485.06733373
28400	4136485.06733373
28500	4136485.06733373
28600	4136485.06733373
28700	4136485.06733373
28800	4136485.06733373
28900	4136485.06733373
29000	4136485.06733373
29100	4136485.06733373
29200	4136485.06733373
29300	4136485.06733373
29400	4136485.06733373
29500	4136485.06733373
29600	4136485.06733373
29700	4136485.06733373
29800	4136485.06733373
29900	4136485.06733373
30000	
