# Te	Ce
# K	J/(m^3K)
400	43036.3162700508
500	60310.3012822539
600	73676.381354742
700	87042.4614272301
800	100256.024763189
900	113216.980381038
1000	130512.504814355
1100	145439.571458608
1200	158833.738412479
1300	177362.313878452
1400	194391.177319869
1500	210523.962831494
1600	223954.939304092
1700	240537.268558712
1800	254028.855350767
1900	266623.086969298
2000	278942.693633035
2100	289932.830821406
2200	301078.16513567
2300	312280.474559399
2400	321330.282899962
2500	332357.62414697
2600	343444.235413185
2700	351387.93799646
2800	362801.288779237
2900	370676.133185521
3000	381633.551412752
3100	389957.351234615
3200	399355.587256634
3300	408892.344641339
3400	418276.48378663
3500	427136.562736892
3600	435862.001115185
3700	446297.63264155
3800	455635.539684998
3900	463428.547081155
4000	473866.175525484
4100	482301.843685421
4200	491972.010481876
4300	501235.117438165
4400	510831.451578532
4500	518752.457019209
4600	529400.464113678
4700	538492.829761593
4800	547769.519324257
4900	559107.845967717
5000	568292.50930118
5100	579130.305921224
5200	589357.323379573
5300	598792.991070681
5400	609333.88630842
5500	621041.237229891
5600	631143.111272146
5700	641969.941624872
5800	654153.79607752
5900	664666.779160231
6000	676854.640560838
6100	686500.304015586
6200	699954.415880269
6300	710793.676597896
6400	721162.920055546
6500	735770.636404859
6600	747333.026867706
6700	759197.564781687
6800	772464.132880972
6900	786411.258574644
7000	797508.19764374
7100	813194.868735275
7200	826835.408653205
7300	838844.786601946
7400	855077.959079008
7500	868840.674056204
7600	882630.154473553
7700	896094.42185535
7800	911779.22587321
7900	924402.4723357
8000	938904.284705603
8100	957640.825560455
8200	973137.183342112
8300	988720.536090045
8400	1004802.63621744
8500	1023298.82418697
8600	1040328.80059794
8700	1055706.33998032
8800	1076263.36241852
8900	1094556.74049989
9000	1111225.44008299
9100	1129732.71606626
9200	1148197.7517005
9300	1170518.5506064
9400	1188792.71567991
9500	1208353.40687052
9600	1232055.96864286
9700	1253002.86864615
9800	1270804.90802051
9900	1295489.01443699
10000	1315090.69763155
10100	1337503.5950002
10200	1360041.30803098
10300	1380088.46193761
10400	1404248.82764388
10500	1425522.57870509
10600	1448610.18975625
10700	1470783.89283933
10800	1489520.18685327
10900	1515246.3474247
11000	1539449.48574851
11100	1558624.70692081
11200	1583246.78166666
11300	1612856.95926148
11400	1638093.57495506
11500	1663330.19064864
11600	1686972.13214448
11700	1712708.16253477
11800	1739016.63770943
11900	1761025.42336
12000	1787895.52480856
12100	1812771.64886547
12200	1834944.93682972
12300	1864009.34449042
12400	1886857.79576027
12500	1912373.75826225
12600	1934290.74476209
12700	1961853.17483956
12800	1986725.40642077
12900	2010078.00294085
13000	2035546.01690006
13100	2059884.83039668
13200	2082772.10373989
13300	2107980.4235836
13400	2137564.33308228
13500	2159431.03818385
13600	2191161.69289022
13700	2218117.5125777
13800	2243979.66409424
13900	2272181.58248441
14000	2297546.47898063
14100	2327978.90698128
14200	2355692.28998123
14300	2380406.90743007
14400	2408488.3686533
14500	2434165.73240196
14600	2461784.05875897
14700	2486380.03938569
14800	2507317.34990066
14900	2530077.21892741
15000	2550773.9609785
15100	2571870.33782559
15200	2591956.38753327
15300	2609048.82210152
15400	2630684.36877121
15500	2648916.05163202
15600	2667064.78833421
15700	2682988.90948025
15800	2702449.86148352
15900	2718223.30454866
16000	2734142.70584311
16100	2749759.74227743
16200	2763685.13732598
16300	2776809.38305415
16400	2792634.87373876
16500	2803126.21562406
16600	2818366.06363467
16700	2828899.12734409
16800	2840745.78830553
16900	2843396.8009847
17000	2853404.42768765
17100	2857230.89103966
17200	2863715.78821985
17300	2867134.48972475
17400	2873515.5888464
17500	2879488.94216661
17600	2878767.33244194
17700	2876467.28260475
17800	2867489.5283036
17900	2860520.18927841
18000	2855834.12321789
18100	2834982.0114376
18200	2823363.41147711
18300	2804522.64825209
18400	2786897.62377265
18500	2765599.17232111
18600	2731555.10439192
18700	2727635.3055735
18800	2677798.27622257
18900	2655879.49352211
19000	2648171.86902935
19100	2642083.86465281
19200	2636668.80013465
19300	2626660.08075977
19400	2621935.34876846
19500	2609322.10603008
19600	2599351.94167046
19700	2589914.03578627
19800	2581422.0281487
19900	2560626.62000154
20000	2535192.71962649
20100	2510256.07188365
20200	2484437.23663501
20300	2460330.12227048
20400	2447823.72734425
20500	2408491.45107784
20600	2367304.62721191
20700	2343874.42891099
20800	2302496.73640218
20900	2274483.95668342
21000	2232680.64107949
21100	2185179.35543428
21200	2139247.41149396
21300	2091119.45793104
21400	2041175.91162265
21500	1981062.86079821
21600	1961715.65839807
21700	1954778.94816681
21800	1943664.48669278
21900	1933827.96273075
22000	1923991.43876872
22100	1916238.83344594
22200	1904234.24487556
22300	1879261.41196111
22400	1863379.2312274
22500	1841331.74850889
22600	1821822.03123992
22700	1802318.10426266
22800	1782814.1772854
22900	1763343.76279489
23000	1744584.51460041
23100	1708193.71096493
23200	1678664.19290208
23300	1651244.82415188
23400	1624948.40184308
23500	1588157.41365475
23600	1558619.30213597
23700	1534956.60541023
23800	1496126.28937487
23900	1454355.41458567
24000	1414960.46007994
