# Te	Ce
# K	J/(m^3K)
500	31591.5279672066
600	37885.7755016793
700	43894.2359871287
800	56754.1313218752
900	71665.554993605
1000	81346.5963203097
1100	89422.3263948181
1200	108079.459774986
1300	119216.45059003
1400	130647.818512129
1500	139719.51052548
1600	150468.006859992
1700	161904.061929566
1800	172106.027592842
1900	183166.005279882
2000	195457.999765315
2100	205747.998439754
2200	216201.31918573
2300	231337.544439604
2400	243141.804844721
2500	253441.661396604
2600	265235.225107616
2700	276297.043318342
2800	289479.337118828
2900	301279.995125555
3000	314773.436941057
3100	327482.868076457
3200	337726.49492076
3300	351487.569104546
3400	364410.14382914
3500	375579.928804103
3600	388365.126452396
3700	400220.233887828
3800	412290.331432514
3900	424172.621942513
4000	435748.26011435
4100	449432.172575331
4200	462027.982728319
4300	474122.974509055
4400	485373.416745236
4500	497040.839023944
4600	508832.21229633
4700	520602.750707592
4800	534269.572840704
4900	546188.787012471
5000	558726.833049942
5100	569918.738136511
5200	582528.8437686
5300	594240.542998613
5400	605476.190606767
5500	617798.476516577
5600	630426.688525561
5700	641796.381798169
5800	652861.202433105
5900	665474.023054329
6000	676875.066175765
6100	689010.185905324
6200	699596.223304254
6300	713551.38065448
6400	724063.607190612
6500	737771.758792456
6600	748958.54929311
6700	761817.292794192
6800	773792.615448883
6900	785044.318544182
7000	797020.811317352
7100	808458.737533866
7200	822619.038125398
7300	834142.446507897
7400	846624.407936292
7500	858912.250121547
7600	872651.325825383
7700	886241.530644993
7800	898681.00604209
7900	911768.663153985
8000	925464.621270474
8100	937213.377147054
8200	952495.962416937
8300	965156.745394166
8400	978792.516168367
8500	993732.036731155
8600	1005165.94734545
8700	1021364.8724904
8800	1036734.01648343
8900	1052214.01331231
9000	1068635.8192937
9100	1082780.28497777
9200	1099532.94395235
9300	1117546.70449158
9400	1135915.50073483
9500	1154238.03799615
9600	1171844.31453009
9700	1190355.70577999
9800	1208282.54353293
9900	1226422.66119648
10000	1246389.12791366
10100	1264082.72832532
10200	1286203.78361439
10300	1308680.5830424
10400	1328584.79267844
10500	1351413.852059
10600	1376407.80232447
10700	1402538.97129049
10800	1428470.48559819
10900	1454341.13929416
11000	1477059.21894049
11100	1507528.02838089
11200	1534079.24097604
11300	1558156.09446826
11400	1590180.29309075
11500	1619347.67578752
11600	1646574.24987404
11700	1677823.62249453
11800	1712767.69037873
11900	1745919.39751006
12000	1777669.91886832
12100	1816147.22070274
12200	1854084.38836651
12300	1892033.53172768
12400	1928508.13503629
12500	1977146.60163901
12600	2016112.30936534
12700	2061148.59692236
12800	2100550.52963689
12900	2146746.33949422
13000	2189423.95415535
13100	2228322.01121473
13200	2283293.51968127
13300	2331437.81024107
13400	2379574.52972537
13500	2421897.29081572
13600	2480060.80818601
13700	2531627.58807013
13800	2583194.36795424
13900	2629756.43477009
14000	2686520.36768454
14100	2748161.63492721
14200	2801381.68062938
14300	2862973.23843119
14400	2917035.23810147
14500	2979767.67534442
14600	3032579.92824859
14700	3100320.52511893
14800	3161435.15495081
14900	3228576.61516914
15000	3292151.29293334
15100	3347382.29309515
15200	3420018.72893122
15300	3488400.65724878
15400	3561079.58550007
15500	3628443.80924836
15600	3698331.6247834
15700	3761730.0248204
15800	3843818.08104418
15900	3914180.74997512
16000	3985689.46111919
16100	4056432.85732435
16200	4127620.31002728
16300	4201409.8572786
16400	4277923.19143151
16500	4350286.51805856
16600	4422022.35273459
16700	4491767.85879924
16800	4567087.85339904
16900	4650008.21246202
17000	4724373.86542651
17100	4798209.89894457
17200	4867608.85027025
17300	4940923.42564415
17400	5011061.18784605
17500	5087008.66400643
17600	5149318.30560636
17700	5229332.27515068
17800	5290268.24687529
17900	5368183.40171209
18000	5437253.78610505
18100	5506324.17049801
18200	5561305.52504527
18300	5641329.22777826
18400	5700608.98415668
18500	5772689.937656
18600	5841142.14285664
18700	5907468.6146726
18800	5961900.33092573
18900	6025684.10134126
19000	6088041.09896636
19100	6145000.75425067
19200	6203431.85871288
19300	6259809.67133058
19400	6313926.53080379
19500	6364407.94525614
19600	6413507.06458919
19700	6458268.07768549
19800	6498754.65212384
19900	6546091.3551809
20000	6592101.75897925
20100	6635550.83380226
20200	6675398.15214721
20300	6714171.87028926
20400	6745873.41359399
20500	6772617.17342588
20600	6801787.93580824
20700	6826827.52760238
20800	6845161.73580459
20900	6858587.49469848
21000	6871952.62731683
21100	6883756.96212647
21200	6880147.89462003
21300	6878009.3618313
21400	6865530.16345352
21500	6853176.00039479
21600	6836606.72423705
21700	6821481.07116145
21800	6799867.68267692
21900	6763706.56837272
22000	6711160.57151623
22100	6658399.32218898
22200	6592307.34421942
22300	6542228.92632177
22400	6479798.25947884
22500	6424538.47558579
22600	6354961.11196489
22700	6272689.73190156
22800	6171763.0530831
22900	6074028.10689538
23000	5980132.67448578
23100	5853088.42074205
23200	5716499.91317303
23300	5610189.25450008
23400	5467377.03378154
23500	5282206.5819091
23600	5122549.20805518
23700	5035042.04998992
23800	4942357.79510016
23900	4846973.06788346
24000	4696374.95621851
24100	4596236.72441064
24200	4478983.52650926
24300	4336781.27885718
24400	4166600.78490707
24500	4038778.96762269
24600	3959360.52688639
24700	3921809.97576677
24800	3862148.30869963
24900	3777711.56377278
25000	3684526.64792638
