# Te	Ce
# K	J/(m^3K)
600	112756.35674205
700	131055.396292628
800	146253.689132716
900	167066.286130748
1000	181777.823971257
1100	197589.369438197
1200	214946.46967683
1300	230987.038199489
1400	245411.650186987
1500	260746.559435358
1600	275579.720148409
1700	289909.375534059
1800	303350.321840668
1900	317576.230896772
2000	332750.966216401
2100	349290.473672928
2200	363247.446497076
2300	379413.316003928
2400	393370.990995175
2500	410522.298657328
2600	424566.439076948
2700	442382.78951965
2800	458968.314412657
2900	475850.085930927
3000	492787.147990579
3100	510719.912874543
3200	524407.129646126
3300	545377.215508661
3400	560255.976911009
3500	578811.417271387
3600	595272.671560568
3700	612094.270642319
3800	629254.247677105
3900	645970.21302572
4000	662995.298332453
4100	677724.400592909
4200	694598.224780888
4300	710581.771640888
4400	725238.68623397
4500	742723.835737393
4600	757229.497526484
4700	771358.454615647
4800	787542.772089811
4900	800040.042500915
5000	815297.606304941
5100	828434.078573369
5200	842531.440851081
5300	855990.666396953
5400	868214.569609365
5500	880292.069095954
5600	893839.299614181
5700	904986.598701613
5800	917596.452863963
5900	928753.524384612
6000	940473.767261811
6100	950684.376583975
6200	963196.22828877
6300	973130.9650646
6400	984421.099754305
6500	995033.550276282
6600	1004889.16156985
6700	1013943.85503743
6800	1025619.6759086
6900	1034508.25130212
7000	1045330.80083292
7100	1054648.62486084
7200	1063744.02876736
7300	1074195.06637692
7400	1083102.65121191
7500	1092567.87939968
7600	1102601.73014327
7700	1111970.32403495
7800	1121103.63586874
7900	1129782.60084156
8000	1140381.25396124
8100	1149610.50543831
8200	1158994.66402203
8300	1168914.71510478
8400	1178448.58137567
8500	1186844.87103112
8600	1196916.35804657
8700	1207594.15658069
8800	1216856.74110758
8900	1226492.7481318
9000	1237453.94814653
9100	1247534.36997583
9200	1255931.56669325
9300	1267478.11426431
9400	1277454.5129123
9500	1287570.32086358
9600	1298420.2524314
9700	1307760.81594574
9800	1319304.04032002
9900	1330019.27588931
10000	1340571.42236997
10100	1350337.44369674
10200	1362219.5627534
10300	1373576.59787727
10400	1383680.60940738
10500	1395655.2375488
10600	1408830.02053234
10700	1420857.88090659
10800	1432754.176772
10900	1444935.80823801
11000	1456331.64749893
11100	1469358.30892683
11200	1480084.29476534
11300	1493226.99365146
11400	1505758.396778
11500	1517910.79787969
11600	1533072.58248253
11700	1546967.22318393
11800	1560230.69248246
11900	1574291.83793534
12000	1588169.60997676
12100	1601868.9035465
12200	1615116.75634796
12300	1630268.03710225
12400	1643764.26274053
12500	1655932.76791625
12600	1673564.25346598
12700	1687095.07448498
12800	1701932.67044642
12900	1718923.19808464
13000	1733457.8670126
13100	1749671.27850295
13200	1766041.75032846
13300	1781844.48985449
13400	1797647.22938052
13500	1811464.70897256
13600	1828374.16273509
13700	1843457.54382644
13800	1860124.94351249
13900	1874884.98890266
14000	1891227.03964285
14100	1906382.05437844
14200	1919920.04621626
14300	1936383.92170954
14400	1951013.08578548
14500	1964419.11895614
14600	1980887.90456887
14700	1997181.44645807
14800	2012169.3980144
14900	2028658.40409088
15000	2044019.64363295
15100	2059188.72502134
15200	2074165.15140981
15300	2086112.54615769
15400	2099914.0025975
15500	2113321.84248095
15600	2124675.54038565
15700	2138123.31100089
15800	2150663.34483303
15900	2160841.06613739
16000	2172016.26699049
16100	2181003.28800394
16200	2189444.8920764
16300	2196146.82510206
16400	2203517.13760623
16500	2210965.8776317
16600	2214850.48290359
16700	2214288.69029045
16800	2215477.61341498
16900	2218370.45222666
17000	2215071.77326572
17100	2212596.4393656
17200	2208098.26268364
17300	2207218.52818547
17400	2202930.3186949
17500	2193719.43934
17600	2176245.08848839
17700	2166753.7107667
17800	2169841.61722443
17900	2173938.55685547
18000	2179113.9811577
18100	2181725.09657093
18200	2185525.38225231
18300	2183807.96407404
18400	2185242.58434337
18500	2183712.74550036
18600	2179427.32291708
18700	2176172.53328566
18800	2164521.98996529
18900	2158086.20892588
19000	2152967.58758566
19100	2140335.72003606
19200	2120892.02505874
19300	2106911.88493804
19400	2088437.91014157
19500	2078225.50647514
19600	2054994.75486916
19700	2019943.83660677
19800	2015504.44806027
19900	1959374.28403808
20000	1930802.74717338
