# Te	Ce
# K	J/(m^3K)
400	139706.833449353
500	173939.62916496
600	204984.933015901
700	236030.236866841
800	265174.562896965
900	304009.575097334
1000	336619.904837463
1100	373488.33666576
1200	408547.051467555
1300	442336.712192765
1400	475860.155336876
1500	499697.452451593
1600	524638.113270855
1700	542173.670792252
1800	560181.659800736
1900	574665.92414791
2000	586317.68482039
2100	594372.916694017
2200	601853.561439246
2300	607792.924852106
2400	613491.466373044
2500	618074.145384356
2600	623716.754365837
2700	627887.009656491
2800	632616.007496479
2900	637462.05856825
3000	640685.876288671
3100	647187.793964611
3200	651602.023678823
3300	657607.949745572
3400	663488.92916509
3500	669097.308043876
3600	673721.779635642
3700	681931.330365986
3800	688592.3194693
3900	694348.944773254
4000	702991.762994141
4100	711065.578184665
4200	720152.223092693
4300	727319.872745647
4400	737272.238048181
4500	747284.373366146
4600	756395.834002051
4700	766449.353072151
4800	778322.009925237
4900	788648.626826019
5000	799189.378777088
5100	810861.321862962
5200	821331.282910319
5300	833269.020150787
5400	845427.096314212
5500	856825.181043581
5600	868622.102469568
5700	882609.627331821
5800	894463.997577176
5900	907418.200953329
6000	921262.755211482
6100	933261.294326426
6200	949008.207165331
6300	962291.944597582
6400	976245.749783571
6500	989828.570761858
6600	1002149.78001552
6700	1016433.77281678
6800	1031648.56564753
6900	1043878.49180779
7000	1059366.78572305
7100	1073072.81239896
7200	1085112.02918337
7300	1100563.03441509
7400	1114501.98415133
7500	1127940.0611668
7600	1142087.95920528
7700	1155758.25636209
7800	1169081.52226942
7900	1182389.64306791
8000	1194269.49184585
8100	1206975.640379
8200	1220169.79363257
8300	1234340.54610675
8400	1247126.43717862
8500	1259429.479596
8600	1272051.75952294
8700	1284393.10836646
8800	1296074.39189957
8900	1308272.59557606
9000	1319093.47622321
9100	1331982.23026721
9200	1343251.16033836
9300	1353307.99669933
9400	1364254.60792499
9500	1374129.47237391
9600	1384847.51330523
9700	1395285.43219862
9800	1407422.32177436
9900	1417786.57477026
10000	1429008.034179
10100	1437273.5559022
10200	1450079.95722671
10300	1460275.79779722
10400	1471800.51331619
10500	1483820.74959383
10600	1496792.10524995
10700	1508996.49320099
10800	1520567.24507257
10900	1531944.53067027
11000	1543468.44115316
11100	1554753.67753753
11200	1565309.47702635
11300	1577354.8709643
11400	1588074.31494724
11500	1599625.34393518
11600	1609595.94580963
11700	1619242.43584737
11800	1628274.83858424
11900	1637262.61731793
12000	1646104.39449325
12100	1653512.04480137
12200	1660659.09043131
12300	1667915.23447738
12400	1672810.91763424
12500	1674885.47989024
12600	1677609.36216665
12700	1679953.5092338
12800	1682284.58443928
12900	1684915.00421619
13000	1687465.45080986
13100	1689276.90412468
13200	1691159.07263043
13300	1694199.61354137
13400	1696628.88918252
13500	1701260.2983866
13600	1705196.77305537
13700	1710558.80471451
13800	1715074.41210582
13900	1719469.43674329
14000	1724410.37899301
14100	1728869.73714655
14200	1734872.07492691
14300	1739392.21085597
14400	1745288.64832935
14500	1750539.51225574
14600	1757829.26737705
14700	1763323.26090406
14800	1768596.33377726
14900	1773868.71309308
15000	1777487.0991013
15100	1782762.14688848
15200	1787054.34516272
15300	1791084.4532321
15400	1796677.75289869
15500	1802031.30580555
15600	1807829.08353987
15700	1816017.93480573
15800	1823177.62834154
15900	1829549.68899691
16000	1836067.95185019
16100	1842493.80213428
16200	1850165.78576801
16300	1855230.82187579
16400	1857058.38770687
16500	1859782.27065915
16600	1862506.15361143
16700	1863879.66565674
16800	1864615.0711549
16900	1871220.57249453
17000	1876596.71465148
17100	1881636.10180033
17200	1887661.70962749
17300	1892494.0106659
17400	1896852.27886471
17500	1905362.26843923
17600	1910649.11763689
17700	1922991.22281089
17800	1935741.09804355
17900	1945949.92093251
18000	1959630.88773031
18100	1971495.26588318
18200	1984993.84059773
18300	2002730.00799338
18400	2014934.22767818
18500	2025859.60801146
18600	2032883.16739889
18700	2040865.94445542
18800	2053884.78199959
18900	2066695.61071223
19000	2079485.21938507
19100	2093476.8695706
19200	2101256.30205148
19300	2113488.49968992
19400	2125484.67030925
19500	2135669.50537359
19600	2151873.73035122
19700	2171915.22817326
19800	2185189.54577639
19900	2198573.31752209
20000	2220565.17596154
20100	2241851.35411009
20200	2256563.5342453
20300	2285693.07505119
20400	2315118.59204049
20500	2328212.42204378
20600	2341257.48789065
20700	2353939.42638427
20800	2367059.39905059
20900	2379090.19256494
21000	2400942.83315813
21100	2417018.05699268
21200	2442148.93082077
21300	2460576.1122177
21400	2462513.94691015
21500	2464242.10996186
21600	2469313.55029171
21700	2503222.98530546
21800	2523893.46143767
21900	2547482.83331873
22000	2565157.65773639
22100	2584672.21331037
22200	2593171.53161675
22300	2640994.55345566
22400	2652169.88469514
22500	2660614.56512399
22600	2673475.16061711
22700	2684965.88063955
22800	2702535.6901223
22900	2715483.15442096
23000	2723996.5942377
23100	2731904.38564587
23200	2737663.11893843
23300	2740957.66088427
23400	2740790.93987125
23500	2755887.85142563
23600	2775462.19147065
23700	2793967.67236254
23800	2805250.85182255
23900	2817209.37952268
24000	2831793.46614705
