# Te	Ce
# K	J/(m^3K)
500	86414.2748058002
600	101506.240706853
700	116598.206607905
800	131690.172508958
900	146782.13841001
1000	161874.104311063
1100	176861.279103657
1200	193131.8702688
1300	214008.550642484
1400	233258.959588007
1500	255068.781536353
1600	272183.404907516
1700	303820.568224394
1800	330497.68718876
1900	361890.698711503
2000	391659.781827944
2100	422389.746576185
2200	446583.603909982
2300	481196.692308801
2400	511416.594394754
2500	542046.754772517
2600	569146.158398529
2700	599059.81298473
2800	628396.24691596
2900	665955.761791637
3000	696098.650544223
3100	728883.007161757
3200	756966.873270676
3300	793381.896756902
3400	819686.825859113
3500	858891.335399833
3600	885886.697784847
3700	925052.693045376
3800	956154.314551904
3900	989409.311413285
4000	1021702.56875395
4100	1060152.57802176
4200	1091697.54164478
4300	1125881.63391909
4400	1161342.1309184
4500	1190217.43129103
4600	1227596.41673218
4700	1261724.62094678
4800	1289696.2647213
4900	1326308.69732693
5000	1355193.71547982
5100	1389810.68999586
5200	1422384.99794091
5300	1453388.68030595
5400	1488615.70413739
5500	1518441.71339425
5600	1548196.38241829
5700	1581242.46108907
5800	1610043.94232074
5900	1641143.32060813
6000	1669734.84751712
6100	1699510.92016575
6200	1723191.11179155
6300	1755852.4385415
6400	1780127.3030225
6500	1808765.66141517
6600	1836531.71882347
6700	1864067.52399535
6800	1887354.56495664
6900	1915449.75261131
7000	1939452.09407777
7100	1963312.74891084
7200	1988482.05775266
7300	2010987.74423862
7400	2033783.64245623
7500	2058359.09518229
7600	2076976.71650238
7700	2102643.09034655
7800	2122805.91312231
7900	2144965.72322058
8000	2164972.21653676
8100	2184847.07467981
8200	2202117.67236091
8300	2224648.26485287
8400	2242915.04331497
8500	2261994.56175149
8600	2279204.45420597
8700	2295980.64898
8800	2313164.9724887
8900	2331010.20130679
9000	2346752.87423111
9100	2362857.77516971
9200	2379746.53253124
9300	2393679.43058942
9400	2408335.42206169
9500	2424230.39567285
9600	2438018.88262861
9700	2451363.96455187
9800	2465049.9311532
9900	2478061.19845272
10000	2489604.66513015
10100	2501937.04657135
10200	2512879.00272203
10300	2525894.11336359
10400	2536604.01557876
10500	2547725.30623166
10600	2557356.94938795
10700	2568959.28225738
10800	2578114.81507747
10900	2588719.74416152
11000	2598186.22866228
11100	2606202.84049457
11200	2614260.27657701
11300	2623658.96280872
11400	2631772.79919927
11500	2638938.04954562
11600	2646794.42067021
11700	2654844.84722054
11800	2661322.14657036
11900	2668473.44185274
12000	2673662.96649922
12100	2680791.51869001
12200	2687041.33482365
12300	2692513.93998805
12400	2698688.10846875
12500	2704417.10631941
12600	2709646.34841249
12700	2715242.47077535
12800	2720418.52574794
12900	2723459.76125836
13000	2729073.08161388
13100	2732130.00689666
13200	2735958.80454652
13300	2738877.73965494
13400	2742407.33875188
13500	2746825.57658307
13600	2750623.88176411
13700	2754083.72390627
13800	2758202.697592
13900	2761768.97746214
14000	2766501.68300114
14100	2770144.67865242
14200	2773482.36708818
14300	2776547.98030565
14400	2780410.05846774
14500	2783044.60950518
14600	2785857.60584982
14700	2788310.18356524
14800	2789688.64704826
14900	2791009.78381131
15000	2793076.24365959
15100	2795793.6679796
15200	2798885.53247086
15300	2801720.11497026
15400	2804564.79349746
15500	2806158.00299533
15600	2808545.79396799
15700	2811608.24412689
15800	2813877.41875979
15900	2817209.88134493
16000	2821905.70222128
16100	2825324.70913445
16200	2828470.06032093
16300	2833139.54548913
16400	2836839.78215442
16500	2840421.98763286
16600	2848910.2747323
16700	2854867.41948075
16800	2858728.77130449
16900	2867516.49391495
17000	2878956.2366173
17100	2885343.73753396
17200	2888194.136485
17300	2892009.51562903
17400	2894083.94648731
17500	2895581.18852051
17600	2899413.11287288
17700	2903569.87141047
17800	2906023.95201615
17900	2912127.08902444
18000	2919173.7346516
18100	2924518.62481823
18200	2932884.32985587
18300	2941158.82567142
18400	2947207.42881445
18500	2955303.96061876
18600	2968868.10693585
18700	2971902.83419295
18800	2991446.85064726
18900	2997621.97165983
19000	3001340.34934636
19100	3004490.2334128
19200	3007265.49786328
19300	3009636.08735866
19400	3013787.13263062
19500	3018282.05146501
19600	3022429.20387753
19700	3026503.58719837
19800	3029282.51492558
19900	3038300.01730515
20000	3042415.86492972
