# Te	Ce
# K	J/(m^3K)
500	16264.3411944046
600	20384.2456031004
700	24504.1500117962
800	28624.0544204921
900	32743.9588291879
1000	36863.8632378837
1100	40983.7676465796
1200	45103.6720552754
1300	49223.5764639712
1400	53343.4808726671
1500	57463.3852813629
1600	61583.2896900587
1700	65703.1940987545
1800	69823.0985074504
1900	73943.0029161462
2000	78062.907324842
2100	82082.8486605548
2200	86775.4808192641
2300	90679.3608265909
2400	97243.6265795275
2500	102531.851710703
2600	107625.931861819
2700	113508.876550694
2800	119484.396846088
2900	126512.643649808
3000	133906.416341605
3100	140825.221240393
3200	148074.018700724
3300	157416.772804604
3400	165185.466372808
3500	173971.051128749
3600	182246.781665986
3700	191592.581166101
3800	200068.418165356
3900	209675.532122702
4000	220283.02622745
4100	229643.963896826
4200	239822.135827932
4300	249131.538166483
4400	258709.314865382
4500	270379.753890856
4600	279052.357324817
4700	290578.28543777
4800	302815.290629628
4900	314164.32623803
5000	325878.628574424
5100	338488.211380968
5200	349762.942379152
5300	360707.750296628
5400	374348.103172693
5500	386039.842196721
5600	396352.934495104
5700	411423.857317266
5800	423391.476271477
5900	434019.498538249
6000	449755.610104771
6100	461920.813474859
6200	474186.603840882
6300	488899.176476583
6400	502017.203019623
6500	512306.558131107
6600	528538.392900541
6700	541630.375932675
6800	553951.125506671
6900	567525.162558086
7000	581994.374199247
7100	595389.978121189
7200	607435.005722646
7300	622220.215483178
7400	633043.520294634
7500	648808.566328566
7600	662460.438785863
7700	675295.907812178
7800	688175.459811896
7900	702360.528949465
8000	715801.696751282
8100	727979.201608429
8200	742114.530032165
8300	753931.59334685
8400	768576.888425809
8500	780624.453988652
8600	793644.548620321
8700	806180.18238176
8800	820859.665627061
8900	833856.88084287
9000	845189.070269025
9100	859666.331145232
9200	871285.938011834
9300	883392.418423195
9400	897712.564421757
9500	909492.919940459
9600	923299.754616685
9700	934551.087568066
9800	947347.787539813
9900	959797.010123617
10000	973210.177119455
10100	984561.925495029
10200	997739.732882739
10300	1009050.27228464
10400	1022319.84578538
10500	1033519.51722377
10600	1045482.60482251
10700	1057279.44601622
10800	1070031.80996816
10900	1080654.39531918
11000	1093733.38431581
11100	1104580.30910139
11200	1117381.91479904
11300	1128329.81502089
11400	1138228.28762736
11500	1152600.69750766
11600	1164265.34269866
11700	1173963.38443263
11800	1187354.84008237
11900	1198522.67845876
12000	1210177.0433034
12100	1221068.97185727
12200	1233009.91035411
12300	1244134.38939786
12400	1255390.24956136
12500	1263991.66406555
12600	1277719.2689124
12700	1288597.00578002
12800	1299307.60608823
12900	1310127.05948549
13000	1321526.49549068
13100	1332389.02268934
13200	1342944.20979026
13300	1353985.32753615
13400	1365165.46409179
13500	1376108.59974331
13600	1386176.711305
13700	1397101.03627155
13800	1407618.63876293
13900	1420005.55465518
14000	1430687.45418847
14100	1441892.7095987
14200	1451859.80537987
14300	1463933.99084261
14400	1474954.72794394
14500	1485183.63445333
14600	1496517.23820646
14700	1507356.44059712
14800	1516681.43038076
14900	1528862.56448034
15000	1539651.87568683
15100	1549290.14791367
15200	1561502.929357
15300	1571500.42677532
15400	1583453.72543235
15500	1593984.37579074
15600	1603888.65001299
15700	1616489.8584548
15800	1628412.12910005
15900	1638776.24581494
16000	1650282.53439
16100	1662296.21793356
16200	1673592.53253829
16300	1684888.84714303
16400	1695187.83935047
16500	1707320.35446042
16600	1719373.06023895
16700	1730760.65328542
16800	1741566.79882498
16900	1752605.06890485
17000	1762957.90304485
17100	1775233.32057688
17200	1785810.83728261
17300	1797243.82150424
17400	1807903.58456652
17500	1817978.39986763
17600	1829692.80492698
17700	1840483.02250193
17800	1851248.36151361
17900	1860959.40258148
18000	1872509.06008399
18100	1882807.50480385
18200	1893876.52127156
18300	1905621.56917136
18400	1915059.12536706
18500	1927780.8609815
18600	1938420.99101008
18700	1949881.40213052
18800	1959554.327758
18900	1971114.99090113
19000	1981691.87330983
19100	1991691.07046723
19200	2001880.19074111
19300	2011748.63254614
19400	2020623.74994687
19500	2032592.03115467
19600	2042684.0545489
19700	2054902.74011886
19800	2065961.1873233
19900	2076038.16824302
20000	2086489.74650872
20100	2094365.40378674
20200	2106934.9599126
20300	2117033.83506481
20400	2126520.36747291
20500	2135049.47980919
20600	2143791.98039845
20700	2151826.47918175
20800	2160495.42362467
20900	2167821.20782652
21000	2176104.53859451
21100	2185629.63801804
21200	2192544.3767421
21300	2199682.65257146
21400	2209057.37671472
21500	2216307.22593331
21600	2226736.1941064
21700	2233158.47886309
21800	2239126.70837579
21900	2245333.28143209
22000	2249010.40075098
