# Te	Ce
# K	J/(m^3K)
500	53936.0386766559
600	99314.5324131269
700	156982.41944755
800	188989.245308845
900	205215.013435203
1000	223693.617844059
1100	242441.722902184
1200	258909.486956303
1300	272531.090106634
1400	288242.357292422
1500	302676.88351298
1600	314594.510877885
1700	326878.318050938
1800	340085.533760484
1900	353054.260858532
2000	365918.971252943
2100	379249.562009462
2200	393194.583642848
2300	403719.563497625
2400	419699.372996455
2500	434938.566692389
2600	448422.181789863
2700	467594.419982615
2800	484282.838063486
2900	503102.427405502
3000	518552.485237942
3100	537764.217412467
3200	558352.108844494
3300	574851.108230355
3400	599993.826968798
3500	618379.927514039
3600	643660.403243352
3700	668785.138495588
3800	691159.636433002
3900	718987.45221038
4000	742979.959688196
4100	767721.250561091
4200	798192.973152202
4300	822239.803892325
4400	852351.91635265
4500	880355.328142344
4600	910039.991932396
4700	940086.342859796
4800	971928.381798001
4900	1002687.24727815
5000	1036943.84275664
5100	1064679.5858815
5200	1100812.56627191
5300	1133751.23748683
5400	1167080.8688364
5500	1194200.3254611
5600	1233162.03778086
5700	1265559.99992408
5800	1298322.80106741
5900	1331364.00809772
6000	1367044.53798601
6100	1402832.7149658
6200	1432639.03836453
6300	1468025.8887955
6400	1500607.23975386
6500	1540113.95791604
6600	1566367.99688708
6700	1606149.28101066
6800	1641609.86163095
6900	1677230.83161009
7000	1703762.09329278
7100	1743973.05651435
7200	1776025.71906948
7300	1809732.46843367
7400	1844038.34335404
7500	1879574.9986978
7600	1913071.32257223
7700	1942862.46991074
7800	1976090.8569168
7900	2011684.06509869
8000	2042610.2895121
8100	2077482.59397295
8200	2108379.32089929
8300	2140102.44438306
8400	2173572.87374778
8500	2203243.67193566
8600	2238659.82740769
8700	2268631.54896761
8800	2296917.35189602
8900	2333124.46390734
9000	2363434.16090652
9100	2393838.47779097
9200	2426664.54526254
9300	2453883.36423782
9400	2483699.88177888
9500	2518777.73012372
9600	2546991.99906422
9700	2576118.27329287
9800	2609219.11058748
9900	2634290.78902393
10000	2665946.2083556
10100	2692050.22634566
10200	2726968.61152476
10300	2753321.5658454
10400	2783586.57442668
10500	2813633.21572194
10600	2839446.81762724
10700	2869625.54355106
10800	2897812.12295748
10900	2922985.67844681
11000	2956046.08728532
11100	2984505.73123095
11200	3010436.20969892
11300	3039482.87616985
11400	3067943.24134836
11500	3095177.61471111
11600	3121514.27582311
11700	3150238.67398684
11800	3177293.5662383
11900	3200898.00678755
12000	3230446.15832229
12100	3255730.86784465
12200	3281081.24421748
12300	3307116.97981874
12400	3333068.79012717
12500	3357952.20276433
12600	3385513.48589534
12700	3408649.54497881
12800	3431190.2717021
12900	3457960.3592939
13000	3481214.70145856
13100	3504038.23406463
13200	3524228.51925498
13300	3550841.570909
13400	3573056.02826765
13500	3598815.65845694
13600	3621885.15018871
13700	3638620.76346454
13800	3662049.6896855
13900	3681953.74437136
14000	3702973.21675536
14100	3722096.69047004
14200	3739655.27693035
14300	3756254.32107183
14400	3774737.03680048
14500	3787233.55029854
14600	3801222.02604941
14700	3814215.14818431
14800	3825769.83955238
14900	3839991.57454182
15000	3851425.28607263
15100	3858700.3548153
15200	3865199.26869605
15300	3867155.3488486
15400	3869570.64250562
15500	3871758.96315968
15600	3871992.73916652
15700	3866982.05002452
15800	3872434.7982555
15900	3875052.02537018
16000	3881229.85286968
16100	3885029.58880933
16200	3889770.20863346
16300	3893061.92622616
16400	3886994.27025101
16500	3880555.08290858
16600	3876289.70821395
16700	3866582.38804424
16800	3859523.25144253
16900	3855047.79061011
17000	3836182.23459196
17100	3814953.75976978
17200	3811502.20291523
17300	3808152.96105551
17400	3805184.38309499
17500	3801368.40624014
17600	3793904.75531283
17700	3783354.63478887
17800	3777045.51939865
17900	3767680.24435281
18000	3756931.87570224
