# Te	Ce
# K	J/(m^3K)
500	92199.6988629676
600	105215.867287387
700	117494.418014365
800	126502.298664378
900	134432.855619053
1000	145481.581655129
1100	157248.295669443
1200	168195.078291933
1300	178843.096680778
1400	190685.267588298
1500	204848.088768445
1600	223691.740165166
1700	246585.101844067
1800	270137.312723294
1900	292179.154066915
2000	311080.088879968
2100	343897.076416912
2200	373443.928482353
2300	395398.63607288
2400	421608.569674677
2500	458293.441940193
2600	485931.112653768
2700	520982.754468797
2800	548622.039280953
2900	580208.152320019
3000	623516.994722486
3100	652580.771707783
3200	694814.459119645
3300	730267.341661938
3400	757791.593643031
3500	801535.5231685
3600	831204.307626021
3700	883369.28159919
3800	913562.410059387
3900	948413.624576651
4000	991489.042816157
4100	1025943.1583443
4200	1064050.89047356
4300	1104558.00968598
4400	1131612.01024329
4500	1179876.93673298
4600	1214824.8877766
4700	1250753.970111
4800	1274782.24021263
4900	1325908.51154357
5000	1351778.8911432
5100	1393539.13992992
5200	1427048.64192255
5300	1459662.62223207
5400	1497100.16421018
5500	1533180.84346032
5600	1566989.44938409
5700	1604113.32878669
5800	1626132.65934355
5900	1668443.67017879
6000	1698206.54647755
6100	1726769.19117392
6200	1758024.16217962
6300	1791555.00178295
6400	1818052.28228471
6500	1851066.64071472
6600	1876072.89452215
6700	1910758.91869004
6800	1937341.91736195
6900	1957347.08524183
7000	1999343.73746873
7100	2024181.49115753
7200	2049400.51140698
7300	2078854.83489705
7400	2108673.50622199
7500	2132164.93227868
7600	2158397.30412355
7700	2183907.06090525
7800	2210865.93213463
7900	2239425.29491269
8000	2259043.69118847
8100	2289036.08966893
8200	2313750.58678318
8300	2333649.93620069
8400	2359527.90327802
8500	2379129.31101434
8600	2405047.92367925
8700	2426342.52628179
8800	2448046.18087445
8900	2469894.02752519
9000	2489972.53966275
9100	2515125.23851904
9200	2533404.37980287
9300	2547820.90948712
9400	2572640.74021398
9500	2591812.31634611
9600	2607684.1593431
9700	2629376.94537448
9800	2646549.04473364
9900	2660741.58514378
10000	2680755.98802952
10100	2696107.50265397
10200	2712464.82431456
10300	2730946.58205592
10400	2746934.43625406
10500	2758892.93555587
10600	2773877.47986403
10700	2790743.66714818
10800	2803640.06675321
10900	2814106.77932225
11000	2829451.05943436
11100	2841442.08541113
11200	2853037.48845436
11300	2865448.35575045
11400	2877454.03278407
11500	2887381.97585879
11600	2899681.99789375
11700	2910593.32930062
11800	2918867.54050362
11900	2929135.94848291
12000	2937940.09287622
12100	2946772.21993453
12200	2954377.48757677
12300	2964270.6356423
12400	2971776.86742462
12500	2978700.64349656
12600	2986751.87085263
12700	2994470.03066674
12800	3000661.26445203
12900	3008061.89669402
13000	3014729.37171151
13100	3019527.98327948
13200	3026084.20459879
13300	3032276.20793524
13400	3037492.99375632
13500	3041587.90111982
13600	3047216.81059194
13700	3051841.00943761
13800	3056439.44040809
13900	3060626.21566223
14000	3065477.09585106
14100	3068312.72647207
14200	3074025.56390555
14300	3077436.84072472
14400	3080868.1212827
14500	3085574.35037231
14600	3089419.54196715
14700	3092667.7689985
14800	3096870.40019799
14900	3099535.25460631
15000	3102813.58344936
15100	3106018.96235982
15200	3110088.8331393
15300	3112127.42419722
15400	3116396.66833756
15500	3118228.78290933
15600	3122955.51302083
15700	3126294.48137106
15800	3128820.38177667
15900	3132682.19171671
16000	3135476.82467581
16100	3140430.45103605
16200	3143509.94049475
16300	3146535.75057304
16400	3151936.42932672
16500	3154032.33445574
16600	3160058.49349232
16700	3163837.72967492
16800	3167466.66473786
16900	3171531.65054249
17000	3175989.7172612
17100	3180455.93775035
17200	3184299.25439642
17300	3190779.71378212
17400	3195537.43982896
17500	3202266.10792925
17600	3206818.92183126
17700	3210940.40058653
17800	3218256.38837885
17900	3223817.32035042
18000	3230318.17170048
18100	3237227.64433062
18200	3241723.69443072
18300	3249336.28319684
18400	3257643.65519606
18500	3265735.45571673
18600	3271669.47520733
18700	3279400.19764248
18800	3287506.26105085
18900	3296244.05062032
19000	3307041.25956249
