# Te	Ce
# K	J/(m^3K)
800	24132.5284201732
900	99636.3953349025
1000	135442.681848339
1100	163169.909945808
1200	185290.619676618
1300	200043.821417231
1400	212405.147067513
1500	221990.684881462
1600	228327.95849514
1700	234424.55519653
1800	239508.371780225
1900	243914.026144407
2000	249367.281488636
2100	256542.618968229
2200	265526.248716287
2300	273415.461662034
2400	283343.945076096
2500	294954.725765935
2600	309365.179503943
2700	328538.447729756
2800	346341.558754872
2900	364174.888101039
3000	387909.77545921
3100	416486.739761655
3200	440906.199932269
3300	465795.083213763
3400	499133.467940787
3500	528973.976839937
3600	556043.213277708
3700	591197.803248604
3800	629091.616200787
3900	664392.439531111
4000	695244.067350467
4100	732582.14327473
4200	768073.527562367
4300	802669.021775456
4400	840162.682506162
4500	873771.361365401
4600	907130.440870985
4700	945584.781679755
4800	984319.789452517
4900	1014753.21144304
5000	1047837.50801099
5100	1082536.32900048
5200	1116320.92124168
5300	1149280.03133774
5400	1177585.98193444
5500	1214932.43614494
5600	1251954.72443345
5700	1279592.37128342
5800	1310353.38134423
5900	1345571.43527437
6000	1376166.19798602
6100	1403999.24247862
6200	1432720.68481258
6300	1465457.8898079
6400	1494732.94669906
6500	1517985.32893333
6600	1545518.856077
6700	1577291.84610334
6800	1608104.46410618
6900	1634042.46820624
7000	1661453.61934125
7100	1692474.68318767
7200	1718457.57097161
7300	1738379.81103249
7400	1764458.45866353
7500	1788247.61377116
7600	1816774.39968188
7700	1849668.76892831
7800	1877684.13455547
7900	1901418.05579348
8000	1926688.82268253
8100	1946917.4818708
8200	1969938.25128665
8300	1994351.70742187
8400	2022301.30756608
8500	2049586.39356497
8600	2073654.70130958
8700	2091618.96915033
8800	2115520.48258341
8900	2141067.98376923
9000	2166690.2222462
9100	2190397.31553844
9200	2208221.33414902
9300	2231397.14220144
9400	2250072.16524163
9500	2275484.21910963
9600	2300094.51044089
9700	2318315.60764287
9800	2340980.10018955
9900	2365287.80417861
10000	2388478.18778366
10100	2405813.45083481
10200	2430946.35655433
10300	2456480.94029996
10400	2479751.91885176
10500	2500928.09896129
10600	2514751.05181656
10700	2537663.05984828
10800	2560563.96724063
10900	2581317.99151002
11000	2600053.24662022
11100	2623491.38711877
11200	2648634.57638115
11300	2667720.80395962
11400	2689225.20496596
11500	2708008.52833765
11600	2731106.26784594
11700	2748758.91134405
11800	2766252.97531156
11900	2789320.1565181
12000	2810303.8718568
12100	2823687.26249539
12200	2845522.78926677
12300	2870946.10288292
12400	2894946.98256784
12500	2909626.04308915
12600	2933552.0084669
12700	2955898.53668555
12800	2973238.35390037
12900	2992015.81433205
13000	3013870.53505224
13100	3031573.2126934
13200	3049757.69855114
13300	3073257.31975571
13400	3096238.29806553
13500	3119327.15972538
13600	3135200.62937438
13700	3158547.67459968
13800	3181479.13125308
13900	3203337.17618557
14000	3222103.27019259
14100	3246097.20535748
14200	3269123.41457842
14300	3286174.73857707
14400	3304585.144012
14500	3328477.44086694
14600	3352551.22901598
14700	3374578.85661462
14800	3388171.113805
14900	3410133.17445873
15000	3432698.56292332
15100	3454809.34123224
15200	3470178.36047425
15300	3496889.7686821
15400	3519423.35397116
15500	3541167.01571998
15600	3565169.50343082
15700	3582743.44769745
15800	3605128.13791202
15900	3627376.21736018
16000	3645366.11460831
16100	3670565.288037
16200	3695754.66307065
16300	3712306.41736154
16400	3735052.8664677
16500	3758739.31904622
16600	3780909.27261596
16700	3805040.52571484
16800	3829079.04831216
16900	3852710.72916185
17000	3867042.40963078
17100	3890850.89349288
17200	3914592.23432084
17300	3937075.6118395
17400	3963661.33265554
17500	3986987.55184595
17600	4006852.92297127
17700	4028510.62930605
17800	4050641.50797164
17900	4073724.68251734
18000	4098799.59390724
18100	4121721.76773545
18200	4146902.17122392
18300	4167004.82201386
18400	4189905.79462558
18500	4216889.95398182
18600	4243182.67469946
18700	4264333.04455971
18800	4287385.54264099
18900	4307210.90035863
19000	4332257.72658955
19100	4359188.62117681
19200	4380132.4789406
19300	4401230.11353602
19400	4425273.58316359
19500	4445194.73707523
19600	4469727.58403575
19700	4495246.57071299
19800	4520900.2967944
19900	4544135.30552888
20000	4566710.03794487
