# Te	Ce
# K	J/(m^3K)
800	234889.418736778
900	263714.637999938
1000	291785.548867581
1100	322805.032336287
1200	351091.126506002
1300	377781.829278437
1400	406537.252243253
1500	437356.095504196
1600	466495.112880251
1700	493698.04126134
1800	521874.100858766
1900	554814.620134976
2000	583653.610771697
2100	612898.417695134
2200	638009.105604553
2300	664729.272086625
2400	697935.470102767
2500	727372.936669069
2600	754957.782740533
2700	781017.034212939
2800	812761.690062772
2900	835604.514739009
3000	870172.40159301
3100	892831.148048996
3200	928214.316269601
3300	954210.380694893
3400	987040.89605239
3500	1013696.35259518
3600	1046083.59256786
3700	1074716.22783958
3800	1104240.59077502
3900	1133806.52318199
4000	1163545.48591046
4100	1194012.8814635
4200	1223079.72084228
4300	1254583.93026294
4400	1289284.91647285
4500	1318226.48200123
4600	1349574.44125502
4700	1381513.26894081
4800	1413394.69982718
4900	1440831.40867665
5000	1474863.28371264
5100	1504916.59768871
5200	1536882.94323642
5300	1570451.23632402
5400	1597864.65061049
5500	1631884.03574357
5600	1662189.56682811
5700	1693777.71815307
5800	1722719.14521624
5900	1755490.32279612
6000	1784661.84980675
6100	1813523.77651622
6200	1844726.62991735
6300	1875550.09285135
6400	1902772.53585145
6500	1934078.16411808
6600	1961227.92585519
6700	1989812.21948297
6800	2019014.0755821
6900	2045220.35221379
7000	2071769.35481252
7100	2100602.26150946
7200	2122992.47784425
7300	2154041.46783749
7400	2178588.60334202
7500	2205514.29244621
7600	2229602.96106198
7700	2254012.95492562
7800	2280375.54780162
7900	2303428.35064929
8000	2326437.18679553
8100	2350517.34404147
8200	2372102.73965895
8300	2392171.43269346
8400	2414146.77079286
8500	2437268.20505839
8600	2456790.63062991
8700	2476782.02537308
8800	2498664.99086158
8900	2514450.7775248
9000	2534753.04284854
9100	2554967.7852213
9200	2571994.66434863
9300	2588747.32927334
9400	2607362.58766297
9500	2622376.62343149
9600	2640516.58984036
9700	2656727.28653625
9800	2671547.93920782
9900	2688026.46689356
10000	2702982.79373331
10100	2716530.50850785
10200	2732473.83048049
10300	2745954.59408298
10400	2759231.77097684
10500	2773750.45169584
10600	2785361.17238358
10700	2797157.11275018
10800	2808904.1442384
10900	2819850.0264832
11000	2830607.82685547
11100	2841017.49390422
11200	2850659.24039354
11300	2859973.33699233
11400	2869004.33360562
11500	2875802.16764564
11600	2885085.83473608
11700	2893899.83499076
11800	2901182.05131731
11900	2909909.5137901
12000	2917475.08856637
12100	2925423.42861178
12200	2932971.17668148
12300	2939023.62100956
12400	2947017.32779859
12500	2952471.92881638
12600	2959646.64922257
12700	2965284.73123554
12800	2970668.05448068
12900	2976185.17270526
13000	2981329.1275341
13100	2985994.79734471
13200	2990627.17521781
13300	2995599.70344788
13400	3000936.45298986
13500	3005469.51209128
13600	3009714.10308123
13700	3012850.3518043
13800	3017241.56192941
13900	3019465.26547161
14000	3022611.65113544
14100	3024222.60591306
14200	3025742.98092513
14300	3027316.0899624
14400	3029445.27387884
14500	3031937.41878798
14600	3034819.32318205
14700	3038210.2667756
14800	3040560.32665395
14900	3043254.80708238
15000	3045701.07538472
15100	3047510.38648455
15200	3048484.66906419
15300	3050326.02200339
15400	3052290.64914718
15500	3053780.78992529
15600	3057360.80731222
15700	3059659.28248739
15800	3061765.06146354
15900	3064384.63800088
16000	3067488.75730538
16100	3069976.63332452
16200	3072103.2399766
16300	3074446.26062408
16400	3077154.48400925
16500	3078629.46361428
16600	3080120.36127847
16700	3082899.80720748
16800	3084489.00083395
16900	3087110.63993948
17000	3089368.72008131
17100	3092269.85530383
17200	3094702.39332887
17300	3094875.74033717
17400	3096647.73962528
17500	3100888.989557
17600	3104830.97625379
17700	3112856.90259222
17800	3116117.47203111
17900	3119178.95015947
18000	3123689.80627695
18100	3130210.79041042
18200	3130345.48814422
18300	3130257.44872894
18400	3131697.51047577
18500	3132786.28551909
18600	3132782.72067377
18700	3133765.45962842
18800	3134934.91969625
18900	3138500.34525047
19000	3140374.76053785
19100	3141004.95874465
19200	3143394.44294506
19300	3144049.77500595
19400	3146261.4068967
19500	3150787.60860227
19600	3157480.49087637
19700	3159356.00562669
19800	3167101.30264923
19900	3168220.85878874
20000	3168220.85878874
