# Te	G
# K	W/(m^3K)
500	1.27112134296334E16
600	1.71278545694086E16
700	2.70169703215615E16
800	3.63375568204916E16
900	4.43426047926912E16
1000	5.07586461150012E16
1100	5.69182725627655E16
1200	6.18332497556499E16
1300	6.58270399681134E16
1400	6.93664391646182E16
1500	7.21904291883627E16
1600	7.40806549269805E16
1700	7.52119546881912E16
1800	7.60198760179426E16
1900	7.66687946485348E16
2000	7.68665556476451E16
2100	7.67176498583168E16
2200	7.65842291649814E16
2300	7.6623496701493E16
2400	7.66096140251664E16
2500	7.64659990031829E16
2600	7.65930226010296E16
2700	7.680300755144E16
2800	7.70784859924933E16
2900	7.74935376516024E16
3000	7.82997909809316E16
3100	7.88370386579049E16
3200	7.98588039597801E16
3300	8.08907013956729E16
3400	8.15885266084995E16
3500	8.27260025364466E16
3600	8.3696597319518E16
3700	8.53291228129014E16
3800	8.59973589639093E16
3900	8.71960268617595E16
4000	8.8752692084209E16
4100	9.01534727136847E16
4200	9.16645957227036E16
4300	9.34822718234664E16
4400	9.45719417489659E16
4500	9.66281728063629E16
4600	9.84374628469262E16
4700	1.00243219573827E17
4800	1.01524384666439E17
4900	1.04116256130297E17
5000	1.05409373949464E17
5100	1.07277561035587E17
5200	1.08901549881177E17
5300	1.10435823064802E17
5400	1.12372229468158E17
5500	1.14144485080121E17
5600	1.16012585947158E17
5700	1.18337190733819E17
5800	1.19786020340536E17
5900	1.22162519563911E17
6000	1.23635500329732E17
6100	1.253666741106E17
6200	1.27275910147282E17
6300	1.2899682963436E17
6400	1.3065333105989E17
6500	1.32784265863155E17
6600	1.34379769332591E17
6700	1.36362735499144E17
6800	1.38009075778162E17
6900	1.3929050417386E17
7000	1.41949556721155E17
7100	1.43525996407897E17
7200	1.45034355664693E17
7300	1.4684320076626E17
7400	1.48486885910617E17
7500	1.4989907431745E17
7600	1.51585978177129E17
7700	1.53214284364643E17
7800	1.54832471278904E17
7900	1.56604706006872E17
8000	1.57751263392154E17
8100	1.59354704922449E17
8200	1.60742022799673E17
8300	1.62095173382328E17
8400	1.63838398657329E17
8500	1.65187315887662E17
8600	1.66927495247938E17
8700	1.68476564264146E17
8800	1.70016352363401E17
8900	1.71581230048199E17
9000	1.73051910962829E17
9100	1.74621432184914E17
9200	1.75759115543144E17
9300	1.76575494449169E17
9400	1.77954072797448E17
9500	1.7913945406047E17
9600	1.80236683383137E17
9700	1.81710241934931E17
9800	1.83122756012442E17
9900	1.84041122242294E17
10000	1.85781591360907E17
10100	1.87065393842148E17
10200	1.88373568216115E17
10300	1.89585198381311E17
10400	1.90653671767474E17
10500	1.91500645908398E17
10600	1.92871866289126E17
10700	1.94069502204635E17
10800	1.95021692983916E17
10900	1.95892002576132E17
11000	1.97344955458329E17
11100	1.98305837524377E17
11200	1.9912196828659E17
11300	1.99968156555785E17
11400	2.0051843807183E17
11500	2.01145141396281E17
11600	2.02113978995094E17
11700	2.02849984467376E17
11800	2.03398863723414E17
11900	2.04488975673598E17
12000	2.05390051720664E17
12100	2.05989799064699E17
12200	2.06837839225285E17
12300	2.07756266901068E17
12400	2.08357007782447E17
12500	2.08743687354771E17
12600	2.09855675192962E17
12700	2.10880823119817E17
12800	2.11700925748094E17
12900	2.12517186266512E17
13000	2.13156996128153E17
13100	2.13565607398034E17
13200	2.14244561641247E17
13300	2.14649980798633E17
13400	2.14891690339168E17
13500	2.15356561391143E17
13600	2.16414503817482E17
13700	2.17100233009414E17
13800	2.17348452633978E17
13900	2.17572733274511E17
14000	2.18126172794101E17
14100	2.18684325434603E17
14200	2.19443577754551E17
14300	2.20032322028301E17
14400	2.20672589747661E17
14500	2.21161971604308E17
14600	2.21166895813807E17
14700	2.21528298204121E17
14800	2.21983069930597E17
14900	2.22414272386558E17
15000	2.22682374419484E17
15100	2.22419836783355E17
15200	2.22410328457914E17
15300	2.22664002976479E17
15400	2.23481109447626E17
15500	2.23882993815143E17
15600	2.24005810779564E17
15700	2.24114209183944E17
15800	2.24336752416245E17
15900	2.24729488137052E17
16000	2.24897799217037E17
16100	2.24760974735118E17
16200	2.2491964457696E17
16300	2.25060521314101E17
16400	2.25276526345727E17
16500	2.25386705274948E17
16600	2.25831649082038E17
16700	2.2602187258793E17
16800	2.26378432462088E17
16900	2.2709384678394E17
17000	2.27348782237512E17
17100	2.27491568196179E17
17200	2.27491303783727E17
17300	2.27302099028182E17
17400	2.27298231308169E17
17500	2.26588360214779E17
17600	2.26550946224019E17
17700	2.27172685458376E17
17800	2.27641770656373E17
17900	2.27548438000536E17
18000	2.27831201619843E17
18100	2.2804454177795E17
18200	2.27957410751876E17
18300	2.2773189790809E17
18400	2.27916057910095E17
18500	2.280129172661E17
18600	2.28079091565222E17
18700	2.28257711735773E17
18800	2.28171170101629E17
18900	2.28120678848405E17
19000	2.28849014836079E17
