# Te	G
# K	W/(m^3K)
400	1.35268484273606E16
500	1.49949758046201E16
600	1.47388431364197E16
700	1.44827104682192E16
800	1.42409146453267E16
900	1.42142358279552E16
1000	1.46226434955324E16
1100	1.50530751590335E16
1200	1.57580586876937E16
1300	1.73148179821736E16
1400	1.89100198244779E16
1500	2.04397901034421E16
1600	2.18364967576545E16
1700	2.36407438417136E16
1800	2.51326322820682E16
1900	2.65558260705539E16
2000	2.79762311994356E16
2100	2.92714204637769E16
2200	3.05560451810911E16
2300	3.18566954550414E16
2400	3.28979582902128E16
2500	3.4133144098976E16
2600	3.53113382290083E16
2700	3.61315264512774E16
2800	3.72506684635662E16
2900	3.80169533818655E16
3000	3.8989866845333E16
3100	3.97382432588956E16
3200	4.0514957960232E16
3300	4.12751136910873E16
3400	4.19702383063513E16
3500	4.26060555525249E16
3600	4.31995930479921E16
3700	4.38601563293439E16
3800	4.44129482550326E16
3900	4.48648038916738E16
4000	4.54079162649988E16
4100	4.58369038886724E16
4200	4.63090248790659E16
4300	4.67485627231814E16
4400	4.71786637115189E16
4500	4.75154420671424E16
4600	4.79251954045929E16
4700	4.82658736163175E16
4800	4.8587532994806E16
4900	4.89455380351715E16
5000	4.92385383154847E16
5100	4.95451954825474E16
5200	4.9832243730621E16
5300	5.00771315928801E16
5400	5.03443566560083E16
5500	5.06157773073101E16
5600	5.08509641863331E16
5700	5.10749289135112E16
5800	5.13240800442028E16
5900	5.15323066859399E16
6000	5.17587201754984E16
6100	5.19366549113018E16
6200	5.21646648012798E16
6300	5.2352064383812E16
6400	5.25133201987014E16
6500	5.27263454572692E16
6600	5.28951109068744E16
6700	5.30593374593936E16
6800	5.32280509723121E16
6900	5.34068962931414E16
7000	5.35493087237559E16
7100	5.37195669074688E16
7200	5.38713231647766E16
7300	5.39984546074892E16
7400	5.41583078330758E16
7500	5.42952826769725E16
7600	5.44309532339562E16
7700	5.45571807231652E16
7800	5.47035945058594E16
7900	5.48214980365656E16
8000	5.49419930708779E16
8100	5.5081458215366E16
8200	5.52007968123277E16
8300	5.53168827883038E16
8400	5.54306731555697E16
8500	5.55555941982901E16
8600	5.5671137250003E16
8700	5.57718589746762E16
8800	5.58960853774192E16
8900	5.60069936597445E16
9000	5.61092153259098E16
9100	5.62126726859967E16
9200	5.63138165494171E16
9300	5.64312768972109E16
9400	5.65268628571106E16
9500	5.66275870001736E16
9600	5.6740860489151E16
9700	5.68439016259853E16
9800	5.69301974962773E16
9900	5.70474783325306E16
10000	5.71434419472773E16
10100	5.72468093373061E16
10200	5.73532318527248E16
10300	5.74477203290395E16
10400	5.7553128714731E16
10500	5.76496142307911E16
10600	5.77527655333364E16
10700	5.78526325603649E16
10800	5.79351773740567E16
10900	5.80463564953156E16
11000	5.81539322640298E16
11100	5.82362915088734E16
11200	5.83415199348847E16
11300	5.84552370645065E16
11400	5.85559684646367E16
11500	5.86566998647669E16
11600	5.87516989164545E16
11700	5.88507348758694E16
11800	5.89598910484577E16
11900	5.90514568494989E16
12000	5.91569833864165E16
12100	5.92570970612554E16
12200	5.9349495060991E16
12300	5.9472277359021E16
12400	5.95693451038454E16
12500	5.96774055538981E16
12600	5.97660704326055E16
12700	5.98884459469333E16
12800	5.99945625121014E16
12900	6.00936468510817E16
13000	6.02043715070319E16
13100	6.03086278833668E16
13200	6.04071101979646E16
13300	6.04986129484593E16
13400	6.06323449497233E16
13500	6.07258996905758E16
13600	6.08473787759986E16
13700	6.09544731535162E16
13800	6.1053566336267E16
13900	6.11628861032701E16
14000	6.12736514408278E16
14100	6.13885302945057E16
14200	6.14973423671834E16
14300	6.15964538511996E16
14400	6.17086486330997E16
14500	6.18056293952868E16
14600	6.19200640507687E16
14700	6.20305970306576E16
14800	6.212371859661E16
14900	6.22388461754244E16
15000	6.23403682781129E16
15100	6.2435160951679E16
15200	6.25449861777121E16
15300	6.2635128120489E16
15400	6.27481159671522E16
15500	6.28453871028888E16
15600	6.29527756513918E16
15700	6.30489925568886E16
15800	6.31614982894413E16
15900	6.32678518162682E16
16000	6.33709706920909E16
16100	6.3476512584072E16
16200	6.35760474311797E16
16300	6.36727217528286E16
16400	6.37902183351463E16
16500	6.38880456367644E16
16600	6.39826661046774E16
16700	6.4096674142059E16
16800	6.41878150801085E16
16900	6.42863607884517E16
17000	6.4406517603595E16
17100	6.45205814472064E16
17200	6.46083700190294E16
17300	6.47534847292142E16
17400	6.4851653064683E16
17500	6.49826276513192E16
17600	6.50957645852591E16
17700	6.52280079091148E16
17800	6.53817011659651E16
17900	6.55173056156942E16
18000	6.56238860842498E16
18100	6.58555247730258E16
18200	6.59851412952124E16
18300	6.62098941956184E16
18400	6.6411384865735E16
18500	6.66825948889338E16
18600	6.70921397839804E16
18700	6.71770260436558E16
18800	6.78558625402611E16
18900	6.85392080879681E16
19000	6.86385194185815E16
19100	6.87160492934952E16
19200	6.88276865097461E16
19300	6.89503656957471E16
19400	6.903013115489E16
19500	6.91956005117802E16
19600	6.93221487906225E16
19700	6.94593898371991E16
19800	6.95883160183771E16
19900	6.97136066102253E16
20000	6.98963590859848E16
20100	7.00547355129472E16
20200	7.02686180387674E16
20300	7.0444967169093E16
20400	7.0525390649578E16
20500	7.09171165357278E16
20600	7.11820035670145E16
20700	7.13422948812706E16
20800	7.18217099040075E16
20900	7.21138559857452E16
21000	7.25317829967212E16
21100	7.30942057319307E16
21200	7.36836416972461E16
21300	7.45902240917344E16
21400	7.50078925912297E16
21500	7.63384683601779E16
21600	7.67709852022811E16
21700	7.68192093103588E16
21800	7.69061113120171E16
21900	7.69782506913098E16
22000	7.70503900706026E16
22100	7.71094831666377E16
22200	7.72120328852521E16
22300	7.72959678646525E16
22400	7.73478341224267E16
22500	7.7487690067544E16
22600	7.76010616655702E16
22700	7.77143743762765E16
22800	7.78276870869828E16
22900	7.79405445227549E16
23000	7.80530514849288E16
23100	7.82668215064183E16
23200	7.84327620251274E16
23300	7.8583140826494E16
23400	7.87489876315342E16
23500	7.90527236570768E16
23600	7.92621510612244E16
23700	7.95538859271056E16
23800	7.97087975588042E16
23900	8.0105191710042E16
24000	8.05716147700867E16
