# Te	G
# K	W/(m^3K)
600	5.12118243140065E16
700	5.24106216128422E16
800	5.33160581540131E16
900	6.10428802592106E16
1000	6.70856836334449E16
1100	7.35579565551715E16
1200	8.14813217796522E16
1300	8.99267665892536E16
1400	9.732534964206E16
1500	1.05147257954827E17
1600	1.11445707082851E17
1700	1.17330886729628E17
1800	1.22076072214347E17
1900	1.26561395041303E17
2000	1.30098715435012E17
2100	1.32886464669939E17
2200	1.35383853039203E17
2300	1.36774667524063E17
2400	1.37969820910121E17
2500	1.39110637229913E17
2600	1.40063074823212E17
2700	1.40918893154443E17
2800	1.41780756502098E17
2900	1.42294715257344E17
3000	1.42760831547777E17
3100	1.43032826852602E17
3200	1.43253978376908E17
3300	1.43374686776427E17
3400	1.43418454868647E17
3500	1.43410630476153E17
3600	1.43402538973215E17
3700	1.43326512109347E17
3800	1.43129433914419E17
3900	1.4299552191117E17
4000	1.42783160034749E17
4100	1.42571304074787E17
4200	1.4233176570617E17
4300	1.42136775446412E17
4400	1.41823520598279E17
4500	1.41568382259259E17
4600	1.41264415345624E17
4700	1.40933673601953E17
4800	1.406487487575E17
4900	1.40352988554445E17
5000	1.40104081401125E17
5100	1.39836595725684E17
5200	1.39548951344585E17
5300	1.39364656131201E17
5400	1.3909995399908E17
5500	1.38897417307638E17
5600	1.38691735203132E17
5700	1.38513800704668E17
5800	1.3830914000782E17
5900	1.38138385586777E17
6000	1.37946809910925E17
6100	1.37780325934665E17
6200	1.37668663242008E17
6300	1.37489945628081E17
6400	1.37363669547601E17
6500	1.37246036684767E17
6600	1.37166237681459E17
6700	1.37117442921671E17
6800	1.37066595857651E17
6900	1.3703593290496E17
7000	1.37013407497083E17
7100	1.37044196445303E17
7200	1.37069707661761E17
7300	1.3709601345581E17
7400	1.37179926684919E17
7500	1.37259371055317E17
7600	1.37345026825645E17
7700	1.37445326757902E17
7800	1.37577396487958E17
7900	1.37673789524463E17
8000	1.37882979250886E17
8100	1.38042009976842E17
8200	1.38214534729737E17
8300	1.3840626618861E17
8400	1.38563130231621E17
8500	1.38752722905255E17
8600	1.38974604074355E17
8700	1.39188132071606E17
8800	1.39372772588274E17
8900	1.39659869551632E17
9000	1.39890458641637E17
9100	1.40147370934406E17
9200	1.40390835513089E17
9300	1.4069037173699E17
9400	1.40963636416989E17
9500	1.4125821509377E17
9600	1.41545958243979E17
9700	1.41780355792269E17
9800	1.42113284802521E17
9900	1.42431280816643E17
10000	1.42697353498154E17
10100	1.4302080457304E17
10200	1.43318305973052E17
10300	1.43576460095016E17
10400	1.43917228242679E17
10500	1.44185467428725E17
10600	1.4450810909817E17
10700	1.44821274425243E17
10800	1.45129199587929E17
10900	1.45402355457449E17
11000	1.45731888396632E17
11100	1.46008550177307E17
11200	1.46313910807623E17
11300	1.46612576614365E17
11400	1.46859508857713E17
11500	1.4719065536022E17
11600	1.47479772882535E17
11700	1.47761355134579E17
11800	1.48057560774138E17
11900	1.48359130302615E17
12000	1.48607804391648E17
12100	1.48910425663785E17
12200	1.49188782315689E17
12300	1.4950469055958E17
12400	1.49782424382934E17
12500	1.50037820270918E17
12600	1.50321158635933E17
12700	1.50586818521522E17
12800	1.50816935594118E17
12900	1.5109748733774E17
13000	1.51326292973531E17
13100	1.51571593145676E17
13200	1.51814761664418E17
13300	1.52089892761512E17
13400	1.52327876632262E17
13500	1.52551738607296E17
13600	1.52801037535873E17
13700	1.5303382737197E17
13800	1.53240156225041E17
13900	1.53480057518914E17
14000	1.5372766581998E17
14100	1.53938375118825E17
14200	1.54166438131883E17
14300	1.54366840462514E17
14400	1.54552740091911E17
14500	1.54784955860956E17
14600	1.54990652187118E17
14700	1.55180024330265E17
14800	1.55355487214441E17
14900	1.55529660275414E17
15000	1.55724531104908E17
15100	1.55882687225343E17
15200	1.56115216948245E17
15300	1.56335883582368E17
15400	1.56494772677683E17
15500	1.56764679962934E17
15600	1.56962328607931E17
15700	1.5710538222683E17
15800	1.57292547631106E17
15900	1.57461481864421E17
16000	1.57702361980521E17
16100	1.57877594715801E17
16200	1.58145503024696E17
16300	1.58279348656465E17
16400	1.58615801844565E17
16500	1.58911466718775E17
16600	1.59171456039191E17
16700	1.59561692093101E17
16800	1.59976503796977E17
16900	1.6039930685077E17
17000	1.60479408802809E17
17100	1.60563239948772E17
17200	1.60636593963837E17
17300	1.60748481720299E17
17400	1.60842831998897E17
17500	1.60930958430517E17
17600	1.61056819780782E17
17700	1.61189221130178E17
17800	1.61251845990286E17
17900	1.61468307815943E17
18000	1.61548283412771E17
18100	1.61756316536077E17
18200	1.61933552871545E17
18300	1.62185870408795E17
18400	1.62681341465315E17
18500	1.62805017419828E17
18600	1.62838999439798E17
18700	1.62889725163939E17
18800	1.62919375539822E17
18900	1.62987774326554E17
19000	1.62999006154526E17
19100	1.63086083031909E17
19200	1.63136782764366E17
19300	1.6313875114525E17
19400	1.6326964669583E17
19500	1.63333296353521E17
19600	1.63445602916208E17
19700	1.63560386266807E17
19800	1.63717806242172E17
19900	1.6396215521307E17
20000	1.64257319215004E17
