# Te	G
# K	W/(m^3K)
500	3.20993018934578E16
600	3.24104439666267E16
700	3.27215860397956E16
800	3.30050121459589E16
900	3.48462097119063E16
1000	3.7733471178072E16
1100	4.05804194713923E16
1200	4.59126693663725E16
1300	5.09454112708754E16
1400	5.5735825614733E16
1500	6.05741341986451E16
1600	6.49722648597627E16
1700	6.89527769426047E16
1800	7.29234580224811E16
1900	7.63891617990941E16
2000	7.92090595576866E16
2100	8.31305317342847E16
2200	8.65474759026999E16
2300	8.95819649578698E16
2400	9.25088252863666E16
2500	9.58666554020737E16
2600	9.80376315377251E16
2700	1.01212027959094E17
2800	1.03985147841807E17
2900	1.06460542095698E17
3000	1.0934233821477E17
3100	1.11437462003892E17
3200	1.14058219747766E17
3300	1.16248785541915E17
3400	1.18718958399931E17
3500	1.20949499708155E17
3600	1.23162125755845E17
3700	1.24991708081268E17
3800	1.27031162144491E17
3900	1.29109366057987E17
4000	1.30527138374531E17
4100	1.32571667699329E17
4200	1.34355355167395E17
4300	1.35737388423244E17
4400	1.37504747974329E17
4500	1.39091130659273E17
4600	1.40428460695956E17
4700	1.41915453336381E17
4800	1.43357229451652E17
4900	1.44466310312334E17
5000	1.45831294656518E17
5100	1.47036320987799E17
5200	1.48261961797686E17
5300	1.49286760950446E17
5400	1.5039967045525E17
5500	1.51280301196608E17
5600	1.52374847343804E17
5700	1.53236066407298E17
5800	1.54109657914975E17
5900	1.54980792175635E17
6000	1.55667910890451E17
6100	1.56537595346979E17
6200	1.57223281568213E17
6300	1.57952838781848E17
6400	1.58564890975088E17
6500	1.59192981469603E17
6600	1.59850114742552E17
6700	1.60372705053218E17
6800	1.60921693446429E17
6900	1.6140202912844E17
7000	1.61856860528984E17
7100	1.6232289484564E17
7200	1.62747694385682E17
7300	1.63126245650651E17
7400	1.63510081817884E17
7500	1.63826058529402E17
7600	1.64126687168167E17
7700	1.64422248929178E17
7800	1.64683559427822E17
7900	1.64900109377899E17
8000	1.65128748850719E17
8100	1.65322223873292E17
8200	1.65515393065942E17
8300	1.6566285674159E17
8400	1.65806685619663E17
8500	1.65953999094884E17
8600	1.66071073162275E17
8700	1.66179975271722E17
8800	1.66290957227385E17
8900	1.66399061033973E17
9000	1.66451258833118E17
9100	1.66531132552005E17
9200	1.66574738007788E17
9300	1.66578823654269E17
9400	1.66581372028661E17
9500	1.66592992245092E17
9600	1.66590107634652E17
9700	1.66584324162352E17
9800	1.66581320307603E17
9900	1.66546029698014E17
10000	1.66530132697356E17
10100	1.66462068437503E17
10200	1.66399085331749E17
10300	1.66313803830457E17
10400	1.66245694270694E17
10500	1.66149696358634E17
10600	1.66060441372799E17
10700	1.65975730434766E17
10800	1.65869174204506E17
10900	1.65768645800021E17
11000	1.65630437253497E17
11100	1.65531358004519E17
11200	1.65376771698975E17
11300	1.65242692662929E17
11400	1.65125358560515E17
11500	1.6498379780227E17
11600	1.64850018933668E17
11700	1.64743606967703E17
11800	1.64586954193679E17
11900	1.64466092103306E17
12000	1.64313932640057E17
12100	1.64236372476895E17
12200	1.64056452486789E17
12300	1.63929192115707E17
12400	1.63769666851759E17
12500	1.6363317380905E17
12600	1.63433797779419E17
12700	1.63293965342446E17
12800	1.63112890200141E17
12900	1.6293776726018E17
13000	1.62790402702311E17
13100	1.6259657153019E17
13200	1.62457466614721E17
13300	1.62354055874183E17
13400	1.62155069880422E17
13500	1.62051311103726E17
13600	1.61833742144697E17
13700	1.61738099416867E17
13800	1.61604517583866E17
13900	1.61435769491825E17
14000	1.61353186786944E17
14100	1.61240226638593E17
14200	1.61120297410595E17
14300	1.61057383157159E17
14400	1.60960206163757E17
14500	1.60957841567828E17
14600	1.60862008405587E17
14700	1.60920440551813E17
14800	1.6090053995157E17
14900	1.60874277100881E17
15000	1.61102506694668E17
15100	1.61263128916924E17
15200	1.61401808370634E17
15300	1.62070967348338E17
15400	1.62172127674271E17
15500	1.62063633800459E17
15600	1.61934165626902E17
15700	1.61859357394003E17
15800	1.61765317538013E17
15900	1.61685657135713E17
16000	1.61676011096404E17
16100	1.61619711630284E17
16200	1.61573511208647E17
16300	1.61595281399963E17
16400	1.61560178994321E17
16500	1.61579557388907E17
16600	1.61636442779915E17
16700	1.61608036557039E17
16800	1.61807980863517E17
16900	1.61939012553464E17
17000	1.6213318749688E17
17100	1.62368361736674E17
17200	1.62889245704082E17
17300	1.63528329441459E17
17400	1.63612812657797E17
17500	1.63630866683354E17
17600	1.63622079293456E17
17700	1.63614771322248E17
17800	1.63586321282248E17
17900	1.63638206374695E17
18000	1.63652912336634E17
18100	1.63669254757918E17
18200	1.63722692674631E17
18300	1.63756122218679E17
18400	1.63768742191829E17
18500	1.63874787029388E17
18600	1.63937703301148E17
18700	1.63957648980589E17
18800	1.64138572324423E17
18900	1.64206668343175E17
19000	1.64400340347925E17
19100	1.64504172805347E17
19200	1.64721930433834E17
19300	1.65169664238809E17
19400	1.65525601892367E17
19500	1.65758967073188E17
