# Te	G
# K	W/(m^3K)
500	1.35359597333539E17
600	1.51769521872134E17
700	1.56512224824706E17
800	1.61254927777278E17
900	1.6599763072985E17
1000	1.70563869464658E17
1100	1.7563346557252E17
1200	1.80213281211732E17
1300	1.83766160676611E17
1400	1.86677856411326E17
1500	1.90338702418506E17
1600	1.9458057060953E17
1700	1.98357023672643E17
1800	2.01672190938388E17
1900	2.04182930087715E17
2000	2.07764908623464E17
2100	2.10774806421822E17
2200	2.13559617621534E17
2300	2.16657995570375E17
2400	2.19835288011971E17
2500	2.22911942092513E17
2600	2.26427591280155E17
2700	2.294706608097E17
2800	2.34329524270488E17
2900	2.37991899550479E17
3000	2.41910268694301E17
3100	2.44732597316781E17
3200	2.49141376888327E17
3300	2.52174886452915E17
3400	2.57039790684895E17
3500	2.5989818384919E17
3600	2.65458303972765E17
3700	2.69784062711849E17
3800	2.73651251295282E17
3900	2.77999634613367E17
4000	2.82727292528298E17
4100	2.87012168003282E17
4200	2.91456651546791E17
4300	2.96051271559481E17
4400	2.99586053202053E17
4500	3.04617450664046E17
4600	3.09400774790688E17
4700	3.137913745381E17
4800	3.18062855252834E17
4900	3.23032145545721E17
5000	3.27318519347873E17
5100	3.31938985929987E17
5200	3.35083325837649E17
5300	3.40321000794371E17
5400	3.45123406910605E17
5500	3.48919927924027E17
5600	3.54224161889027E17
5700	3.58856450189982E17
5800	3.63296797546909E17
5900	3.6798047798395E17
6000	3.71723488012325E17
6100	3.76972300914089E17
6200	3.80828960515674E17
6300	3.86112103013691E17
6400	3.90190675638409E17
6500	3.94780421281752E17
6600	3.99350671295857E17
6700	4.03323526286749E17
6800	4.0735263862589E17
6900	4.12112362751608E17
7000	4.16069820246693E17
7100	4.20496171004219E17
7200	4.24893332111778E17
7300	4.28165010606581E17
7400	4.33108578349082E17
7500	4.36570606211678E17
7600	4.41211284696735E17
7700	4.44872653175517E17
7800	4.4900672355378E17
7900	4.53162717115912E17
8000	4.57002470384231E17
8100	4.61152472672934E17
8200	4.648265911861E17
8300	4.68424280387268E17
8400	4.72094550215623E17
8500	4.7584382058986E17
8600	4.79304657651484E17
8700	4.82998194135281E17
8800	4.86252458396988E17
8900	4.89433512699689E17
9000	4.92977199113123E17
9100	4.96013574817396E17
9200	4.9957192049381E17
9300	5.02743442628304E17
9400	5.05533381198408E17
9500	5.08835100916739E17
9600	5.11286486987604E17
9700	5.14753553200851E17
9800	5.17393105618079E17
9900	5.20448997642911E17
10000	5.23090591822568E17
10100	5.25985224078927E17
10200	5.28347231822027E17
10300	5.31447195614165E17
10400	5.33508733642647E17
10500	5.36407634858508E17
10600	5.39080612922087E17
10700	5.41618321958443E17
10800	5.43919654374688E17
10900	5.46589554806711E17
11000	5.4903676079407E17
11100	5.51312438982299E17
11200	5.53393844071564E17
11300	5.55872564287059E17
11400	5.58015479043478E17
11500	5.59957318303955E17
11600	5.62149752385163E17
11700	5.64034421484212E17
11800	5.66049204632843E17
11900	5.67868093568999E17
12000	5.69672083203806E17
12100	5.71247149399942E17
12200	5.73027074952423E17
12300	5.74610917586565E17
12400	5.76276030549929E17
12500	5.77740419409593E17
12600	5.79551467878138E17
12700	5.80961909365911E17
12800	5.82481322392766E17
12900	5.84037891366246E17
13000	5.85728212332087E17
13100	5.87159603090802E17
13200	5.88536145889985E17
13300	5.89883556758222E17
13400	5.9097610354743E17
13500	5.92135260465723E17
13600	5.93453704421117E17
13700	5.94579014036258E17
13800	5.95837665249506E17
13900	5.96977687886969E17
14000	5.98070214262697E17
14100	5.98920321418825E17
14200	6.00046604635106E17
14300	6.01009086340063E17
14400	6.01625017549396E17
14500	6.02708100119854E17
14600	6.03442120496347E17
14700	6.04095337442077E17
14800	6.04962970518454E17
14900	6.05652656236133E17
15000	6.06626214096213E17
15100	6.07446705834858E17
15200	6.08256069985481E17
15300	6.08871948180273E17
15400	6.0948256574324E17
15500	6.10010903570971E17
15600	6.10725078431504E17
15700	6.11239578421901E17
15800	6.11908776644871E17
15900	6.12653232063079E17
16000	6.13221801636632E17
16100	6.13610782493762E17
16200	6.1381140061717E17
16300	6.14205478860138E17
16400	6.14492789974008E17
16500	6.14821529552076E17
16600	6.15155500469294E17
16700	6.152936344873E17
16800	6.15682872161928E17
16900	6.15927151096403E17
17000	6.16201587538805E17
17100	6.1619395451786E17
17200	6.16587804328292E17
17300	6.1691251305728E17
17400	6.17384083709886E17
17500	6.17522346435353E17
17600	6.18166851434961E17
17700	6.18341254768964E17
17800	6.18421090616117E17
17900	6.18627540382756E17
18000	6.18784532546725E17
18100	6.18785183887035E17
18200	6.19029175925791E17
18300	6.19221072963812E17
18400	6.1908444505078E17
18500	6.19395972585577E17
18600	6.19404733357723E17
18700	6.1975711122116E17
18800	6.19766573953011E17
18900	6.20332381278477E17
19000	6.20250307801933E17
