# Te	G
# K	W/(m^3K)
400	2.04836575894077E16
500	2.16648084754784E16
600	2.29157479519482E16
700	2.41666874284181E16
800	2.53218611995324E16
900	2.65572880701742E16
1000	2.75784546231508E16
1100	2.9168347932644E16
1200	3.13076470714385E16
1300	3.40429569500438E16
1400	3.76342750055171E16
1500	4.03460537700813E16
1600	4.42067241763722E16
1700	4.75107692270682E16
1800	5.12722858080021E16
1900	5.48648460190561E16
2000	5.80045029535312E16
2100	6.07198048923579E16
2200	6.39984537278763E16
2300	6.67794228316034E16
2400	6.94479957957238E16
2500	7.1670053045458E16
2600	7.43066548511774E16
2700	7.62820826810361E16
2800	7.82612036425087E16
2900	8.02274581809456E16
3000	8.15077461703038E16
3100	8.32105268019444E16
3200	8.43624373364825E16
3300	8.55879188651284E16
3400	8.67370335945827E16
3500	8.78484640709008E16
3600	8.87235947688758E16
3700	8.96605956758582E16
3800	9.05038837293499E16
3900	9.10866216773997E16
4000	9.17415985345117E16
4100	9.23049442123925E16
4200	9.28639670448996E16
4300	9.32986687372482E16
4400	9.37651965353083E16
4500	9.41923206430662E16
4600	9.45451424400779E16
4700	9.48048427932676E16
4800	9.5079870690757E16
4900	9.53216023847333E16
5000	9.55335025576103E16
5100	9.57475583547924E16
5200	9.59460294900282E16
5300	9.61430323413439E16
5400	9.63158184086855E16
5500	9.64755782839667E16
5600	9.66327847396636E16
5700	9.6811564117455E16
5800	9.69613782779295E16
5900	9.71347215047135E16
6000	9.73157097444153E16
6100	9.74723273027529E16
6200	9.76694081961991E16
6300	9.78411819540047E16
6400	9.80172379053517E16
6500	9.81880576113835E16
6600	9.83297029353871E16
6700	9.85130403994649E16
6800	9.87057407557449E16
6900	9.88672520924591E16
7000	9.90809693166354E16
7100	9.92695400230318E16
7200	9.94500441816853E16
7300	9.96957442345149E16
7400	9.99281301652463E16
7500	1.0015133804412E17
7600	1.00394122477788E17
7700	1.00628350787589E17
7800	1.00865215207308E17
7900	1.01129210762136E17
8000	1.01364802841507E17
8100	1.01637600492451E17
8200	1.01923381374626E17
8300	1.02217608457842E17
8400	1.02489627377682E17
8500	1.02773255967544E17
8600	1.03086873179838E17
8700	1.03399312448905E17
8800	1.03693038258864E17
8900	1.04008075680988E17
9000	1.04309256689012E17
9100	1.04660832156853E17
9200	1.04972979033035E17
9300	1.05289858893551E17
9400	1.05656142635972E17
9500	1.05979274900229E17
9600	1.06314646117873E17
9700	1.06615942870511E17
9800	1.06958567968735E17
9900	1.07256233392485E17
10000	1.07588990333556E17
10100	1.0783005064121E17
10200	1.08204946498862E17
10300	1.08497651199638E17
10400	1.08808130071537E17
10500	1.09104094297886E17
10600	1.09459281783312E17
10700	1.09783976741295E17
10800	1.10096040513157E17
10900	1.10418943464663E17
11000	1.10752615668671E17
11100	1.11074876466213E17
11200	1.11377885115748E17
11300	1.11683553070421E17
11400	1.11992407815636E17
11500	1.12378323655394E17
11600	1.12698680403078E17
11700	1.13025253858109E17
11800	1.13353753491053E17
11900	1.13676975403991E17
12000	1.13994697017754E17
12100	1.14315815428093E17
12200	1.14623484669558E17
12300	1.14940805650822E17
12400	1.15201743331738E17
12500	1.15529362812755E17
12600	1.15812482790979E17
12700	1.16103990744083E17
12800	1.16374446327743E17
12900	1.16665841337198E17
13000	1.16945116277358E17
13100	1.17205015511024E17
13200	1.17441923971057E17
13300	1.17730707419565E17
13400	1.17987043604554E17
13500	1.18218585580045E17
13600	1.18447755233107E17
13700	1.18728847576167E17
13800	1.18968011642612E17
13900	1.19200999940294E17
14000	1.19442209859977E17
14100	1.19664681899023E17
14200	1.19913117575996E17
14300	1.20116462640986E17
14400	1.20359756427397E17
14500	1.20599793950197E17
14600	1.20801475199345E17
14700	1.21070107441816E17
14800	1.21298893048218E17
14900	1.21527643419104E17
15000	1.21724623148572E17
15100	1.2197492596871E17
15200	1.22197470539456E17
15300	1.22404242407087E17
15400	1.22632734262925E17
15500	1.2285823337973E17
15600	1.23069726649516E17
15700	1.23257521376766E17
15800	1.23489131438611E17
15900	1.23675526287147E17
16000	1.23882984968651E17
16100	1.24070432416224E17
16200	1.24264667266014E17
16300	1.24425901149431E17
16400	1.24625640819653E17
16500	1.2480507016155E17
16600	1.24984499503447E17
16700	1.25129252093783E17
16800	1.25316261928823E17
16900	1.25472139693876E17
17000	1.25666997070582E17
17100	1.25831200027917E17
17200	1.25993269657232E17
17300	1.26170161596087E17
17400	1.26298643185503E17
17500	1.26490983088232E17
17600	1.26621046799892E17
17700	1.26790763564962E17
17800	1.26941182973155E17
17900	1.27067474424102E17
18000	1.27222416093231E17
18100	1.27361948065161E17
18200	1.27507810398837E17
18300	1.27654546174729E17
18400	1.27811889234608E17
18500	1.2797011203606E17
18600	1.28129954960668E17
18700	1.28258838665219E17
18800	1.2846268306562E17
18900	1.2863593766559E17
19000	1.28770746428821E17
19100	1.28898745106486E17
19200	1.28988870931438E17
19300	1.29103464428241E17
19400	1.29256661647679E17
19500	1.29383166936955E17
19600	1.29519458275724E17
19700	1.29616560216629E17
19800	1.29721641514627E17
19900	1.29880666982905E17
20000	1.29996558091264E17
20100	1.301613280708E17
20200	1.30351476243761E17
20300	1.30529802974088E17
20400	1.30539828145827E17
20500	1.30690234687966E17
20600	1.307766767923E17
20700	1.30859792233926E17
20800	1.30933597838901E17
20900	1.31016752876711E17
21000	1.31090978959786E17
21100	1.31144415480486E17
21200	1.3118526642011E17
21300	1.31231869305817E17
21400	1.31346090999502E17
21500	1.31439036996436E17
21600	1.31527851012919E17
21700	1.31625541506067E17
21800	1.31718148957143E17
21900	1.31832866791775E17
22000	1.31838952082832E17
22100	1.31979683905182E17
22200	1.31943363912951E17
22300	1.31982137151991E17
22400	1.31996667990589E17
22500	1.31975252987225E17
22600	1.31981695340961E17
22700	1.31990400324736E17
22800	1.31999895970079E17
22900	1.32005861151975E17
23000	1.32013740790999E17
23100	1.32053943198973E17
23200	1.32077108902156E17
23300	1.32088797094306E17
23400	1.32102202711782E17
23500	1.32083998889368E17
23600	1.32049094180446E17
23700	1.32040801291116E17
23800	1.32034072270437E17
23900	1.32049194870859E17
24000	1.32011025015804E17
