#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   3.1046623640071593E-34   3.1046623660523456E-34   4.7129820763554589E-25  -4.6833622373250092E+00   1.4647530863177184E-21
   4.0000000000000000E+02   5.0423302947755317E-26   5.0423303033268875E-26   2.9732241614355816E-17  -4.6833622373250092E+00   9.5588572321335514E-15
   5.0000000000000000E+02   4.5430400206411939E-21   4.5430400375888553E-21   1.2178206657656547E-12  -4.6833622373250092E+00   1.2368852716049568E-10
   6.0000000000000000E+02   2.5651376348234015E-14   2.5651381358475413E-14   1.3132964759383629E-07  -4.6833622373250092E+00   6.9891541906895814E-08
   7.0000000000000000E+02   4.8878470646414813E-12   4.8878685480332903E-12   1.1120755114848670E-06  -4.6833622373250092E+00   6.5651521907546537E-06
   8.0000000000000000E+02   2.3952307908896890E-10   2.3952632651909901E-10   1.7666918440913925E-05  -4.6833622373250092E+00   2.0065435252634555E-04
   9.0000000000000000E+02   7.0090954914270066E-09   7.0092777534876558E-09   2.6954977314159171E-04  -4.5992667477151850E+00   2.1780697538615248E-03
   1.0000000000000000E+03   7.0962059451085000E-08   7.0965283168525538E-08   1.5621228398754047E-03  -4.6308025563188693E+00   1.9541422541592593E-02
   1.1000000000000000E+03   5.0211240043222473E-07   5.0214721713990083E-07   7.2417629752409389E-03  -4.6229186041679489E+00   1.1679677577152733E-01
   1.2000000000000000E+03   2.4331701528987528E-06   2.4334001632547495E-06   2.5741782893320238E-02  -4.6196336241050640E+00   5.2487482823571274E-01
   1.3000000000000000E+03   1.0331230737669414E-05   1.0332626617723716E-05   7.6474156489908726E-02  -4.6168413910516142E+00   1.8885382379948674E+00
   1.4000000000000000E+03   3.4139686167369715E-05   3.4145636247401037E-05   1.9591691192986643E-01  -4.6145419050075942E+00   5.6794611944006563E+00
   1.5000000000000000E+03   9.9213908211817967E-05   9.9236272088261925E-05   4.4024650265415799E-01  -4.6125709169698643E+00   1.4799880686142055E+01
   1.6000000000000000E+03   2.4997061153044084E-04   2.5004061273104064E-04   8.9288189825739561E-01  -4.6108873646876365E+00   3.4293959619672577E+01
   1.7000000000000000E+03   5.4835763682425920E-04   5.4853782609356376E-04   1.6693275198147222E+00  -4.6094193892220341E+00   7.2104113455337213E+01
   1.8000000000000000E+03   1.1076241595925579E-03   1.1080417679036989E-03   2.9388635216918586E+00  -4.6081105299782292E+00   1.3974472505311530E+02
