#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   4.7104734035463398E-27   7.5710914595682265E-16   4.7104734035756468E-27  -4.9373766061694795E+00   1.3496788374166221E-09
   4.0000000000000000E+02   9.6470495602523567E-24   2.3401374534923281E-11   9.6470495602563343E-24  -4.9373766061694795E+00   6.1612820732235297E-06
   5.0000000000000000E+02   5.9509360209615003E-23   6.0385813947420479E-08   5.9509360209615062E-23  -4.7342602929219026E+00   4.0266081299991831E-04
   6.0000000000000000E+02   4.5693648084907208E-18   6.8342169351807211E-06   4.5693648084937761E-18  -4.7850393712337969E+00   9.3537250089600951E-03
   7.0000000000000000E+02   1.7563863951705621E-14   1.3716206645477536E-04   1.7563863953954708E-14  -4.7890064867269135E+00   1.5912642457580151E-01
   8.0000000000000000E+02   8.4389153435594404E-12   1.3065080275213830E-03   8.4389153980675570E-12  -4.7906925108114873E+00   1.3600962955221996E+00
   9.0000000000000000E+02   9.9314872518232305E-10   7.5968559707323031E-03   9.9314885501820831E-10  -4.7926760685580465E+00   7.2985239113858631E+00
   1.0000000000000000E+03   4.4620786046201946E-08   3.1196844446232962E-02   4.4620849867316886E-08  -4.7947216124841852E+00   2.8158550998959203E+01
   1.1000000000000000E+03   9.7734303971980468E-07   9.9322137158114179E-02   9.7735265699993992E-07  -4.7968198446629664E+00   8.5446250982355622E+01
   1.2000000000000000E+03   1.2644913403286954E-05   2.6093638909848338E-01   1.2645526202384544E-05  -4.7989285370095516E+00   2.1634376371521498E+02
   1.3000000000000000E+03   1.0931607789663113E-04   5.9082108800490774E-01   1.0933630773706197E-04  -4.8010093355753272E+00   4.7627912529066879E+02
   1.4000000000000000E+03   6.8790975335757793E-04   1.1895805936535810E+00   6.8830778745701581E-04  -4.8030265983070306E+00   9.3883941321910027E+02
   1.5000000000000000E+03   3.3759592675085921E-03   2.1796247398890456E+00   3.3811963070774884E-03  -4.8049490415546590E+00   1.6931320019568047E+03
   1.6000000000000000E+03   1.3331541269320141E-02   3.6982291364092563E+00   1.3379773272524246E-02  -4.8067512170858926E+00   2.8392136963323410E+03
   1.7000000000000000E+03   4.4662464767759154E-02   5.8891717601109148E+00   4.5003765578200280E-02  -4.8084128825389607E+00   4.4823998975084323E+03
   1.8000000000000000E+03   1.2949083868283146E-01   8.8943311434383325E+00   1.3140392286003949E-01  -4.8099189287825901E+00   6.7274076949351902E+03
   1.9000000000000000E+03   3.2968824817068454E-01   1.2846252953630119E+01   3.3837228756485194E-01  -4.8112585929820861E+00   9.6729444042127179E+03
   2.0000000000000000E+03   7.6498339878539390E-01   1.7862264901320312E+01   7.9921103902928237E-01  -4.8124247503588000E+00   1.3407248236933283E+04
   2.1000000000000000E+03   1.6218715079224797E+00   2.4040353571184102E+01   1.7392062668409449E+00  -4.8134132543763011E+00   1.8004811639920630E+04
   2.2000000000000000E+03   3.1329212818555625E+00   3.1456756141219852E+01   3.4794561281092098E+00  -4.8142222769265626E+00   2.3524281486097880E+04
   2.3000000000000000E+03   5.6377292630084863E+00   4.0165060348174208E+01   6.5582751101399444E+00  -4.8148517756362175E+00   3.0007498773854601E+04
   2.4000000000000000E+03   9.4183877552935424E+00   5.0196529084123235E+01   1.1593720544342199E+01  -4.8153030610529139E+00   3.7479483005105372E+04
   2.5000000000000000E+03   1.5003939062294833E+01   6.1561348140840238E+01   1.9839220746575581E+01  -4.8155784243650226E+00   4.5949152216940805E+04
   2.6000000000000000E+03   2.2476882559067768E+01   7.4250511794687824E+01   3.2234943893244861E+01  -4.8156808665147866E+00   5.5410604130231906E+04
