#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   3.5911422444467698E-23   9.6753980008761670E-12   3.5911422444600987E-23   8.8087848044436146E-01   2.5838792181380247E-07
   4.0000000000000000E+02   1.1052866754214728E-14   6.0350269092960176E-08   1.1052868778495442E-14   7.9571361643613081E-01   7.5373569076207651E-05
   5.0000000000000000E+02   2.4968856311743661E-10   7.0521958827226818E-06   2.4969740385116245E-10   7.9438291543600215E-01   7.0699856049625254E-03
   6.0000000000000000E+02   1.7452640331897701E-07   2.0400403621119537E-04   1.7467583931322616E-07   7.9912353774896050E-01   1.5832205337301702E-01
   7.0000000000000000E+02   1.8014987606552213E-05   2.3646878036830223E-03   1.8153285445194605E-05   8.0299608558136604E-01   1.5847944299970940E+00
   8.0000000000000000E+02   5.5831150333118828E-04   1.5004228392708421E-02   5.7988934689341643E-04   8.0572636175448142E-01   9.3927219330684668E+00
   9.0000000000000000E+02   7.5710789040583848E-03   6.2990731217025281E-02   8.6053913434034086E-03   8.0677019532709182E-01   3.8386828233346243E+01
   1.0000000000000000E+03   5.3332896162775659E-02   1.9772768422299394E-01   7.3031652962246729E-02   8.0577078884475661E-01   1.1904735196797971E+02
   1.1000000000000000E+03   2.2882616712964426E-01   5.0302423566688614E-01   4.1978817879725056E-01   8.0265382642520511E-01   2.9962353253061315E+02
   1.2000000000000000E+03   6.8113613754091884E-01   1.0943716712167655E+00   1.8038528452190492E+00   7.9758335124135005E-01   6.4311095874545742E+02
   1.3000000000000000E+03   1.5725980778028947E+00   2.1118215336949349E+00   6.1589429173799406E+00   7.9085443389459986E-01   1.2214321110415885E+03
   1.4000000000000000E+03   3.0607502595175915E+00   3.7085934964780876E+00   1.7521335192209047E+01   7.8279574957247100E-01   2.1094503355738775E+03
   1.5000000000000000E+03   5.2972441694025942E+00   6.0386111946544014E+00   4.3147316852010633E+01   7.7371223197468053E-01   3.3801322336117105E+03
   1.6000000000000000E+03   8.4207802700944825E+00   9.2457819862328119E+00   9.4371559486804529E+01   7.6386262118560100E-01   5.1011289077769861E+03
   1.7000000000000000E+03   1.2554403217914970E+01   1.3456538283083427E+01   1.8726553710845124E+02   7.5345708038827908E-01   7.3326286251711881E+03
   1.8000000000000000E+03   1.7796804399154784E+01   1.8775872105152928E+01   3.4129460223416453E+02   7.4266311220055814E-01   1.0126279160640579E+04
   1.9000000000000000E+03   2.4230301083695529E+01   2.5286295200036566E+01   5.8020640125443629E+02   7.3161361463854291E-01   1.3524890298781636E+04
   2.0000000000000000E+03   3.1915388650236888E+01   3.3048854147439712E+01   9.3056826799183216E+02   7.2041437361948535E-01   1.7562688660316944E+04
   2.1000000000000000E+03   4.0891216760129666E+01   4.2105350261365793E+01   1.4180804685364194E+03   7.0915023945425493E-01   2.2265876757460104E+04
   2.2000000000000000E+03   5.1182412722792591E+01   5.2481081121559342E+01   2.0683558302125443E+03   6.9788987565251925E-01   2.7653395071944109E+04
   2.3000000000000000E+03   6.2800794259327489E+01   6.4187626816499019E+01   2.9066479041412381E+03   6.8668934273509874E-01   3.3737696771537725E+04
   2.4000000000000000E+03   7.5746862713575879E+01   7.7225386848505750E+01   3.9563647541634591E+03   6.7559473279291038E-01   4.0525507500205691E+04
   2.5000000000000000E+03   9.0014778475746198E+01   9.1585719298198597E+01   5.2478540988573750E+03   6.6464410352734382E-01   4.8018504245250464E+04
   2.6000000000000000E+03   1.0557885133636847E+02   1.0725263570122691E+02   6.7652741403707378E+03   6.5386889007435822E-01   5.6213881761608463E+04
   2.7000000000000000E+03   1.2242517333212503E+02   1.2420407186850686E+02   8.5478203034475446E+03   6.4329494118818975E-01   6.5104819511347974E+04
   2.8000000000000000E+03   1.4053070199481800E+02   1.4241279299470270E+02   1.0633582421792709E+04   6.3294328860616567E-01   7.4680856453549975E+04
   2.9000000000000000E+03   1.5984913911060281E+02   1.6184701010172228E+02   1.2949337243186586E+04   6.2283073938029732E-01   8.4928204423256713E+04
   3.0000000000000000E+03   1.8034999030505978E+02   1.8247078829471658E+02   1.5517086049876010E+04   6.1297035399389088E-01   9.5829984866550512E+04
   3.1000000000000000E+03   2.0199799083327079E+02   2.0424432026496493E+02   1.8366381061710359E+04   6.0337184770030561E-01   1.0736646815103562E+05
   3.2000000000000000E+03   2.2473851857235186E+02   2.2712412924075355E+02   2.1396425248132007E+04   5.9404195331415721E-01   1.1951526686979948E+05
   3.3000000000000000E+03   2.4852351003822164E+02   2.5106324953730152E+02   2.4567527511863686E+04   5.8498475608330314E-01   1.3225155994590544E+05
   3.4000000000000000E+03   2.7332999138247999E+02   2.7601142034710011E+02   2.8135072806460554E+04   5.7620201428395312E-01   1.4554829900916456E+05
   3.5000000000000000E+03   2.9907088975418219E+02   3.0191531436237176E+02   3.1744234470759202E+04   5.6769346664933462E-01   1.5937644612312183E+05
   3.6000000000000000E+03   3.2571545760638122E+02   3.2871881209297953E+02   3.5649737246288416E+04   5.5945712631463873E-01   1.7370521285246901E+05
   3.7000000000000000E+03   3.5321746697300853E+02   3.5636332419254785E+02   4.0012544088636896E+04   5.5148955937467459E-01   1.8850231313012727E+05
