#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   9.5296194193879494E-20   5.1776945287880978E-05   9.5296194193879662E-20   1.0422919166622568E+00   1.4655535534370960E+01
   4.0000000000000000E+02   3.7306528352650055E-13   6.7030383436088704E-04   3.7306528373413430E-13   1.0422919166622568E+00   1.0369023152479625E+02
   5.0000000000000000E+02   3.0626890719226052E-09   4.0402861240199529E-03   3.0626913935580472E-09   1.0380462586417019E+00   3.3092781901572852E+02
   6.0000000000000000E+02   1.1778542737702484E-06   1.9533428306600004E-02   1.1779253019752993E-06   1.0335996039675452E+00   7.3886827450410169E+02
   7.0000000000000000E+02   7.9873409116698282E-05   7.4423088718627239E-02   7.9959224096012307E-05   1.0288888637847922E+00   1.3423019888694853E+03
   8.0000000000000000E+02   1.8274534732695808E-03   2.2226309966011301E-01   1.8426034104722707E-03   1.0238069217774561E+00   2.1454429481086418E+03
   9.0000000000000000E+02   1.9790892293884463E-02   5.4241076101015118E-01   2.0540346038821936E-02   1.0182684474951496E+00   3.1528540490795099E+03
   1.0000000000000000E+03   1.2365496173370655E-01   1.1321310879356250E+00   1.3881699597932728E-01   1.0122138790351971E+00   4.3753183769751531E+03
   1.1000000000000000E+03   5.0144725380532373E-01   2.0961326762661945E+00   6.5912684678791444E-01   1.0056075704019543E+00   5.8303355197300061E+03
   1.2000000000000000E+03   1.4188932082777879E+00   3.5372440502541402E+00   2.3692824906397831E+00   9.9843313266037392E-01   7.5398317647919594E+03
   1.3000000000000000E+03   3.0871750513938809E+00   5.5497809298786356E+00   6.9573232879493121E+00   9.9068846053695092E-01   9.5268758914912760E+03
   1.4000000000000000E+03   5.5907949610007863E+00   8.2156578087605130E+00   1.7498841250973257E+01   9.8238154911742270E-01   1.1812877394793226E+04
   1.5000000000000000E+03   8.9133026589556472E+00   1.1602631961699919E+01   3.8454855717956562E+01   9.7352736751561531E-01   1.4415673076600304E+04
   1.6000000000000000E+03   1.3054532147569267E+01   1.5763945599379259E+01   7.5954053620776619E+01   9.6414575483833242E-01   1.7348685456024195E+04
   1.7000000000000000E+03   1.8004096150620775E+01   2.0738769679749932E+01   1.3653651866762263E+02   9.5426010748540646E-01   2.0621009726028755E+04
   1.8000000000000000E+03   2.3809458484230039E+01   2.6553061362629560E+01   2.3043204142996919E+02   9.4389665840311654E-01   2.4238070926891069E+04
   1.9000000000000000E+03   3.0453647344974403E+01   3.3220633714756573E+01   3.6562864016038048E+02   9.3308414921880745E-01   2.8202633523196244E+04
   2.0000000000000000E+03   3.7957534951620069E+01   4.0744362456726833E+01   5.5495202311541618E+02   9.2185373767076839E-01   3.2515941087573043E+04
   2.1000000000000000E+03   4.6270810355361093E+01   4.9117516963346162E+01   7.9836373237840382E+02   9.1023902609134966E-01   3.7178801617998615E+04
   2.2000000000000000E+03   5.5454382335188946E+01   5.8325216840470851E+01   1.1266371741399512E+03   8.9827611837318344E-01   4.2192487168327796E+04
   2.3000000000000000E+03   6.5383249461103802E+01   6.8345998866805189E+01   1.5082893899083419E+03   8.8600364241511798E-01   4.7559400629527372E+04
   2.4000000000000000E+03   7.6142031682622147E+01   7.9153452814079415E+01   2.0013490139262135E+03   8.7346268262962379E-01   5.3283478434296572E+04
