#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   6.7562331471024548E-32   1.4058581432112871E-04   6.7562331471024548E-32  -3.4638632320338583E+00   3.2856353884061706E-01
   4.0000000000000000E+02   4.4621362047799668E-22   7.0887704701861117E-03   4.4621362047799668E-22  -3.4579400308571127E+00   1.2710871796908103E+01
   5.0000000000000000E+02   3.0988378443634101E-16   8.0094221158892989E-02   3.0988378443634220E-16  -3.4498233143836119E+00   1.1509446191902528E+02
   6.0000000000000000E+02   2.2361475476560619E-12   4.2175606313151953E-01   2.2361475476679179E-12  -3.4398656541119683E+00   4.9885294334827728E+02
   7.0000000000000000E+02   1.1976439419886900E-09   1.4208842535450639E+00   1.1976439429981676E-09  -3.4284160130070047E+00   1.4120895098290412E+03
   8.0000000000000000E+02   1.2705024786303754E-07   3.5976708817065468E+00   1.2705025234976426E-07  -3.4157315804414830E+00   3.0559464221083549E+03
   9.0000000000000000E+02   4.6001056673601962E-06   7.5021503475066709E+00   4.6001084880161611E-06  -3.4019795690684727E+00   5.5265039691342399E+03
   1.0000000000000000E+03   7.8723799843191067E-05   1.3629692239061017E+01   7.8724254546962000E-05  -3.3872595038028761E+00   8.8190848793724672E+03
   1.1000000000000000E+03   7.8286065735424886E-04   2.2377219909700020E+01   7.8288804646930283E-04  -3.3716267290528643E+00   1.2868095761781449E+04
   1.2000000000000000E+03   5.1891030878327121E-03   3.4031362649919508E+01   5.1898944430763183E-03  -3.3551126087448466E+00   1.7594187371384549E+04
   1.3000000000000000E+03   2.5201640151358378E-02   4.8770929299496743E+01   2.5214669450474746E-02  -3.3377411399982875E+00   2.2943063551893261E+04
   1.4000000000000000E+03   9.5922865034292884E-02   6.6673116483359991E+01   9.6061068457061582E-02  -3.3195426043643219E+00   2.8911236585883718E+04
   1.5000000000000000E+03   3.0053182519879262E-01   8.7724173718311917E+01   3.0156494823052066E-01  -3.3005648712990685E+00   3.5559922265837427E+04
   1.6000000000000000E+03   8.0393127185359248E-01   1.1184164980808011E+02   8.0975186595786786E-01  -3.2808825220973068E+00   4.3019606801236798E+04
   1.7000000000000000E+03   1.8878730191981876E+00   1.3891186921919501E+02   1.9138835329436377E+00  -3.2606033459927599E+00   5.1486509493192003E+04
   1.8000000000000000E+03   3.9763675348478040E+00   1.6883468170506771E+02   4.0722771579188359E+00  -3.2398711260497062E+00   6.1210652104839966E+04
   1.9000000000000000E+03   7.6404435555176402E+00   2.0155690623607293E+02   7.9414823477795249E+00  -3.2188632923219704E+00   7.2474675638994522E+04
   2.0000000000000000E+03   1.3576226382253882E+01   2.3707679085961090E+02   1.4400895094895452E+01  -3.1977823885578478E+00   8.5564077858878940E+04
   2.1000000000000000E+03   2.2557665241186381E+01   2.7541614326271434E+02   2.4570048868244779E+01  -3.1768415447088931E+00   1.0073328316506070E+05
   2.2000000000000000E+03   3.5371381828720615E+01   3.1657467336430318E+02   3.9820599494847514E+01  -3.1562461181445260E+00   1.1817502560890827E+05
   2.3000000000000000E+03   5.2743619567631299E+01   3.6048945788885362E+02   6.1783187479484944E+01  -3.1361753625961262E+00   1.3800131464930522E+05
   2.4000000000000000E+03   7.5269165099359725E+01   4.0701659650094456E+02   9.2346756901107753E+01  -3.1167684058051104E+00   1.6023992960333015E+05
   2.5000000000000000E+03   1.0335168263475374E+02   4.5593827378455416E+02   1.3364656783898624E+02  -3.0981173841579821E+00   1.8484494982922499E+05
   2.6000000000000000E+03   1.3716461140321599E+02   5.0698680603095141E+02   1.8803806057609117E+02  -3.0802681453983749E+00   2.1171486948723800E+05
   2.7000000000000000E+03   1.7663965061700497E+02   5.5987347809986113E+02   2.5805617476633358E+02  -3.0632267100654471E+00   2.4071173142043804E+05
   2.8000000000000000E+03   2.2148468632604363E+02   6.1431296735079491E+02   3.4636232026058991E+02  -3.0469687126993859E+00   2.7167664697484800E+05
   2.9000000000000000E+03   2.7122630642715694E+02   6.7003943643729610E+02   4.5568289464492148E+02  -3.0314492659219869E+00   3.0444047221796273E+05
   3.0000000000000000E+03   3.2526688360325898E+02   7.2681452400565786E+02   5.8874382861270578E+02  -3.0166115907850073E+00   3.3883006598360266E+05
   3.1000000000000000E+03   3.8261873996868371E+02   7.8442939235331642E+02   7.4696224183056256E+02  -3.0023936894150163E+00   3.7467176444454142E+05
   3.2000000000000000E+03   4.4323468409503505E+02   8.4270325552591180E+02   9.3503053296776659E+02  -2.9887330183604419E+00   4.1179310920531739E+05
   3.3000000000000000E+03   5.0631582274567006E+02   9.0148027019588949E+02   1.1550475444801239E+03  -2.9755694602709100E+00   4.5002392220274266E+05
   3.4000000000000000E+03   5.7100584143318815E+02   9.6062598628422984E+02   1.4078405771614364E+03  -2.9628470096204746E+00   4.8919710808638937E+05
   3.5000000000000000E+03   6.3692411616682409E+02   1.0200239924401056E+03   1.6958446611202419E+03  -2.9505145650784277E+00   5.2914934919170977E+05
   3.6000000000000000E+03   7.0363482534854188E+02   1.0795730166316471E+03   2.0206118681795801E+03  -2.9385261393292579E+00   5.6972196761544875E+05
   3.7000000000000000E+03   7.7077614975795575E+02   1.1391845451419988E+03   2.3833774923967153E+03  -2.9268407228514315E+00   6.1076164395040972E+05
   3.8000000000000000E+03   8.3805373196076232E+02   1.1987809135511832E+03   2.7850488393347609E+03  -2.9154219548605238E+00   6.5212120400069305E+05
   3.9000000000000000E+03   9.0523219091635906E+02   1.2582937954267854E+03   3.2262019848635559E+03  -2.9042377070199121E+00   6.9366027322905057E+05
   4.0000000000000000E+03   9.7212614267859783E+02   1.3176630032950288E+03   3.7070854046029426E+03  -2.8932596399996768E+00   7.3524593093039375E+05
   4.1000000000000000E+03   1.0385697484219816E+03   1.3768355327438744E+03   4.2272668390827384E+03  -2.8824627720516096E+00   7.7675311289171048E+05
