#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   2.4915377009549591E+01   2.5041490631152492E+01   4.9472703426187381E+03   6.9083057610329703E+00   2.6916850383072608E+04
   4.0000000000000000E+02   3.3775164528704927E+01   3.3996920398869413E+01   5.1779985760438458E+03   6.9166352805444360E+00   3.3970678664368403E+04
   5.0000000000000000E+02   4.1983049500704226E+01   4.2328201842929850E+01   5.1486453251006888E+03   6.9254082163027153E+00   4.0132397001911500E+04
   6.0000000000000000E+02   4.9617878924649240E+01   5.0103924859458957E+01   5.1148467650482598E+03   6.9344008997629336E+00   4.5837509093587032E+04
   7.0000000000000000E+02   5.6997728223085417E+01   5.7650380673146969E+01   5.0347481714893756E+03   6.9435043646127088E+00   5.1476331802014676E+04
   8.0000000000000000E+02   6.4477170190740495E+01   6.5327149284084669E+01   4.9555450898134131E+03   6.9526426847462615E+00   5.7363979306364068E+04
   9.0000000000000000E+02   7.2287312525194565E+01   7.3376174867181447E+01   4.8712920632819842E+03   6.9617458096226903E+00   6.3690521901286942E+04
   1.0000000000000000E+03   8.0510504948150015E+01   8.1884119154192490E+01   4.7994056492268155E+03   6.9707397594545180E+00   7.0520580414639437E+04
   1.1000000000000000E+03   8.9107409960793902E+01   9.0814531702829285E+01   4.7402874133588384E+03   6.9795437163804079E+00   7.7824808628352970E+04
   1.2000000000000000E+03   9.7964804811372147E+01   1.0006246358221210E+02   4.6731145456280337E+03   6.9880708790302446E+00   8.5517456599172699E+04
   1.3000000000000000E+03   1.0698337044734104E+02   1.0950231052053356E+02   4.6507363854871337E+03   6.9962320656102790E+00   9.3487738959250593E+04
   1.4000000000000000E+03   1.1602975930515306E+02   1.1901868138522447E+02   4.6202974129102859E+03   7.0039412309678397E+00   1.0162231156787895E+05
   1.5000000000000000E+03   1.2501150535637919E+02   1.2852120820710596E+02   4.5777749261205881E+03   7.0111217366007086E+00   1.0981977584824542E+05
   1.6000000000000000E+03   1.3387280003501928E+02   1.3794818307026682E+02   4.5314782359440942E+03   7.0177120425066102E+00   1.1799873172344317E+05
   1.7000000000000000E+03   1.4258850914593981E+02   1.4726395487111893E+02   4.4911542150782425E+03   7.0236697046574283E+00   1.2610075879410435E+05
   1.8000000000000000E+03   1.5115711994596802E+02   1.5645368121004688E+02   4.4649890141067208E+03   7.0289730727026276E+00   1.3408963792671976E+05
   1.9000000000000000E+03   1.5953863433516906E+02   1.6551760495357271E+02   4.4165550122357599E+03   7.0336206874581819E+00   1.4194816229438951E+05
   2.0000000000000000E+03   1.6778554616064292E+02   1.7446595430145592E+02   4.3818977541310951E+03   7.0376288527790427E+00   1.4967380888844156E+05
