#Te   kappa_tot   kappa_e_ph  kappa_e_e mu Ce
#[K]  [W/(K*m)]   [W/(K*m)]   [W/(K*m)]   [eV]  [J/(m^3*K)]
   3.0000000000000000E+02   9.7926761769394420E+02   2.2951282863097053E+03   1.7080416360501351E+03   4.3181023726062318E+00   1.1101329879208733E+04
   4.0000000000000000E+02   1.2274761795049230E+03   3.5105654793102926E+03   1.8874143480997500E+03   4.3190244309298009E+00   1.5134598734659819E+04
   5.0000000000000000E+02   1.3785196276967990E+03   4.7454490109124663E+03   1.9429259895939344E+03   4.3196945589751108E+00   1.9209122962088084E+04
   6.0000000000000000E+02   1.4455613047239508E+03   6.0467577889100339E+03   1.8997143696706769E+03   4.3203622572623859E+00   2.3500813224519319E+04
   7.0000000000000000E+02   1.4782764058286280E+03   7.4355696073557810E+03   1.8451042684339809E+03   4.3212035155898292E+00   2.8071781465142009E+04
   8.0000000000000000E+02   1.4955013598275650E+03   8.9094072169335832E+03   1.7971674937591756E+03   4.3223086757565792E+00   3.2914354395277252E+04
   9.0000000000000000E+02   1.4859228478483672E+03   1.0460134892579636E+04   1.7319574521960651E+03   4.3236866330028088E+00   3.8002275536091001E+04
   1.0000000000000000E+03   1.4855285525771467E+03   1.2081765637392746E+04   1.6937906991163450E+03   4.3252846336004627E+00   4.3315189119979987E+04
   1.1000000000000000E+03   1.4759836725224955E+03   1.3771684124252864E+04   1.6531616877242573E+03   4.3270158837928880E+00   4.8844793003434621E+04
   1.2000000000000000E+03   1.4651137806553181E+03   1.5529803767161908E+04   1.6177341649172884E+03   4.3287859749287438E+00   5.4592851478383534E+04
   1.3000000000000000E+03   1.4531798982427274E+03   1.7357441489190787E+04   1.5859576323475687E+03   4.3305123478907186E+00   6.0566806561356396E+04
   1.4000000000000000E+03   1.4348582632325556E+03   1.9256356810024514E+04   1.5503826805626209E+03   4.3321349914382807E+00   6.6775565742299732E+04
   1.5000000000000000E+03   1.4326479293629261E+03   2.1228038071013147E+04   1.5363326799447996E+03   4.3336194418352338E+00   7.3226426141708551E+04
